id,n_atoms,hybr,n_rings,counted_rings,counted_atoms,sp,sp2,sp3,ma
C00080,"Dict{Symbol, Any}(:H => 1)","[""none""]",[0],0,0,0,0,0,1
C00282,"Dict{Symbol, Any}(:H => 2)","[""none"", ""none""]","[0, 0]",0,0,0,0,0,1
C00038,"Dict{Symbol, Any}(:Zn => 1)","[""none""]",[0],0,1,0,0,0,1
C01413,"Dict{Symbol, Any}(:Cd => 1)","[""none""]",[0],0,1,0,0,0,1
C00076,"Dict{Symbol, Any}(:Ca => 1)","[""none""]",[0],0,1,0,0,0,1
C01330,"Dict{Symbol, Any}(:Na => 1)","[""none""]",[0],0,1,0,0,0,1
C00238,"Dict{Symbol, Any}(:K => 1)","[""none""]",[0],0,1,0,0,0,1
C00305,"Dict{Symbol, Any}(:Mg => 1)","[""none""]",[0],0,1,0,0,0,1
C19171,"Dict{Symbol, Any}(:Co => 1)","[""none""]",[0],0,1,0,0,0,1
C01319,"Dict{Symbol, Any}(:Hg => 1)","[""none""]",[0],0,1,0,0,0,1
C00291,"Dict{Symbol, Any}(:Ni => 1)","[""none""]",[0],0,1,0,0,0,1
C19608,"Dict{Symbol, Any}(:Mn => 1)","[""none""]",[0],0,1,0,0,0,1
C00023,"Dict{Symbol, Any}(:Fe => 1)","[""none""]",[0],0,1,0,0,0,1
C06268,"Dict{Symbol, Any}(:Cr => 1)","[""none""]",[0],0,1,0,0,0,1
C14819,"Dict{Symbol, Any}(:Fe => 1)","[""none""]",[0],0,1,0,0,0,1
C00175,"Dict{Symbol, Any}(:Co => 1)","[""none""]",[0],0,1,0,0,0,1
C14818,"Dict{Symbol, Any}(:Fe => 1)","[""none""]",[0],0,1,0,0,0,1
C18287,"Dict{Symbol, Any}(:Ca => 1)","[""none""]",[0],0,1,0,0,0,1
C06696,"Dict{Symbol, Any}(:Pb => 1)","[""none""]",[0],0,1,0,0,0,1
C00034,"Dict{Symbol, Any}(:Mn => 1)","[""none""]",[0],0,1,0,0,0,1
C16041,"Dict{Symbol, Any}(:Ca => 1)","[""none""]",[0],0,1,0,0,0,1
C00070,"Dict{Symbol, Any}(:Cu => 1)","[""none""]",[0],0,1,0,0,0,1
C07663,"Dict{Symbol, Any}(:Fe => 1)","[""none""]",[0],0,1,0,0,0,1
C00014,"Dict{Symbol, Any}(:N => 1, :H => 3)","[""sp3"", ""none"", ""none"", ""none""]","[0, 0, 0, 0]",0,1,0,0,1,1
C00001,"Dict{Symbol, Any}(:H => 2, :O => 1)","[""sp3"", ""none"", ""none""]","[0, 0, 0]",0,1,0,0,1,1
C01528,"Dict{Symbol, Any}(:H => 2, :Se => 1)","[""sp3"", ""none"", ""none""]","[0, 0, 0]",0,1,0,0,1,1
C06269,"Dict{Symbol, Any}(:As => 1, :H => 3)","[""sp3""]",[0],0,1,0,0,1,1
C00087,"Dict{Symbol, Any}(:H => 2, :S => 1)","[""sp3""]",[0],0,1,0,0,1,1
C01438,"Dict{Symbol, Any}(:H => 4, :C => 1)","[""sp3""]",[0],0,1,0,0,1,1
C00698,"Dict{Symbol, Any}(:Cl => 1)","[""sp3""]",[0],0,1,0,0,1,1
C00283,"Dict{Symbol, Any}(:H => 2, :S => 1)","[""sp3"", ""none"", ""none""]","[0, 0, 0]",0,1,0,0,1,1
C16844,"Dict{Symbol, Any}(:H => 2, :O => 1)","[""sp3"", ""none""]","[0, 0]",0,1,0,0,1,1
C12285,"Dict{Symbol, Any}(:N => 1, :H => 3)","[""sp3"", ""none"", ""none"", ""none""]","[0, 0, 0, 0]",0,1,0,0,1,1
C01342,"Dict{Symbol, Any}(:N => 1, :H => 4)","[""sp3""]",[0],0,1,0,0,1,1
C01327,"Dict{Symbol, Any}(:Cl => 1, :H => 1)","[""sp3"", ""none""]","[0, 0]",0,1,0,0,1,1
C00708,"Dict{Symbol, Any}(:I => 1)","[""sp3""]",[0],0,1,0,0,1,1
C01548,"Dict{Symbol, Any}(:H => 2, :C => 2)","[""sp"", ""sp""]","[0, 0]",0,2,2,0,0,0
C01326,"Dict{Symbol, Any}(:N => 1, :H => 1, :C => 1)","[""sp"", ""none"", ""sp""]","[0, 0, 0]",0,2,2,0,0,0
C00237,"Dict{Symbol, Any}(:O => 1, :C => 1)","[""sp"", ""sp""]","[0, 0]",0,2,2,0,0,0
C00697,"Dict{Symbol, Any}(:N => 2)","[""sp"", ""sp""]","[0, 0]",0,2,2,0,0,0
C00290,"Dict{Symbol, Any}(:N => 1, :H => 1, :O => 1)","[""sp2"", ""sp2""]","[0, 0]",0,2,0,2,0,0
C00338,"Dict{Symbol, Any}(:N => 1, :H => 1, :O => 1)","[""sp2"", ""sp2""]","[0, 0]",0,2,0,2,0,0
C06547,"Dict{Symbol, Any}(:H => 4, :C => 2)","[""sp2"", ""sp2""]","[0, 0]",0,2,0,2,0,0
C00067,"Dict{Symbol, Any}(:H => 2, :O => 1, :C => 1)","[""sp2"", ""sp2""]","[0, 0]",0,2,0,2,0,0
C00533,"Dict{Symbol, Any}(:N => 1, :H => 1, :O => 1)","[""sp2"", ""sp2""]","[0, 0]",0,2,0,2,0,0
C00132,"Dict{Symbol, Any}(:H => 4, :O => 1, :C => 1)","[""sp3"", ""sp3""]","[0, 0]",0,2,0,0,2,0
C21791,"Dict{Symbol, Any}(:H => 2, :O => 2)","[""sp3"", ""sp3""]","[0, 0]",0,2,0,0,2,0
C05703,"Dict{Symbol, Any}(:H => 4, :Se => 1, :C => 1)","[""sp3"", ""sp3"", ""none""]","[0, 0, 0]",0,2,0,0,2,0
C00027,"Dict{Symbol, Any}(:H => 2, :O => 2)","[""sp3"", ""sp3""]","[0, 0]",0,2,0,0,2,0
C01382,"Dict{Symbol, Any}(:I => 2)","[""sp3"", ""sp3""]","[0, 0]",0,2,0,0,2,0
C00704,"Dict{Symbol, Any}(:H => 1, :O => 2)","[""sp3"", ""sp3""]","[0, 0]",0,2,0,0,2,0
C00409,"Dict{Symbol, Any}(:H => 4, :S => 1, :C => 1)","[""sp3"", ""sp3""]","[0, 0]",0,2,0,0,2,0
C05361,"Dict{Symbol, Any}(:N => 2, :H => 4)","[""sp3"", ""sp3""]","[0, 0]",0,2,0,0,2,0
C00192,"Dict{Symbol, Any}(:N => 1, :H => 3, :O => 1)","[""sp3"", ""sp3""]","[0, 0]",0,2,0,0,2,0
C21641,"Dict{Symbol, Any}(:H => 2, :O => 2)","[""sp3"", ""sp3"", ""none""]","[0, 0, 0]",0,2,0,0,2,0
C00218,"Dict{Symbol, Any}(:N => 1, :H => 5, :C => 1)","[""sp3"", ""sp3""]","[0, 0]",0,2,0,0,2,0
C00464,"Dict{Symbol, Any}(:H => 1, :O => 2)","[""sp3"", ""sp3""]","[0, 0]",0,2,0,0,2,0
C01358,"Dict{Symbol, Any}(:N => 1, :H => 5, :O => 1)","[""sp3"", ""sp3""]","[0, 0]",0,2,0,0,2,1
C01566,"Dict{Symbol, Any}(:N => 2, :H => 2, :C => 1)","[""sp"", ""sp2"", ""sp""]","[0, 0, 0]",0,3,2,1,0,1
C01417,"Dict{Symbol, Any}(:N => 1, :H => 1, :O => 1, :C => 1)","[""sp"", ""sp"", ""sp2""]","[0, 0, 0]",0,3,2,1,0,1
C00887,"Dict{Symbol, Any}(:N => 2, :O => 1)","[""sp"", ""sp2"", ""sp2""]","[0, 0, 0]",0,3,1,2,0,1
C12284,"Dict{Symbol, Any}(:O => 2, :C => 1)","[""sp"", ""sp2"", ""sp2""]","[0, 0, 0]",0,3,1,2,0,1
C00011,"Dict{Symbol, Any}(:O => 2, :C => 1)","[""sp"", ""sp2"", ""sp2""]","[0, 0, 0]",0,3,1,2,0,1
C00088,"Dict{Symbol, Any}(:N => 1, :H => 1, :O => 2)","[""sp2"", ""sp2"", ""sp2""]","[0, 0, 0]",0,3,0,3,0,1
C00058,"Dict{Symbol, Any}(:H => 2, :O => 2, :C => 1)","[""sp2"", ""sp2"", ""sp2"", ""none""]","[0, 0, 0, 0]",0,3,0,3,0,1
C00488,"Dict{Symbol, Any}(:N => 1, :H => 3, :O => 1, :C => 1)","[""sp2"", ""sp2"", ""sp2"", ""none""]","[0, 0, 0, 0]",0,3,0,3,0,1
C20302,"Dict{Symbol, Any}(:N => 2, :H => 3, :C => 1)","[""sp"", ""sp"", ""sp3""]","[0, 0, 0]",0,3,2,0,1,1
C06793,"Dict{Symbol, Any}(:Cl => 1, :H => 3, :C => 2)","[""sp2"", ""sp2"", ""sp3""]","[0, 0, 0]",0,3,0,2,1,1
C09306,"Dict{Symbol, Any}(:S => 1, :O => 2)","[""sp3"", ""sp2"", ""sp2""]","[0, 0, 0]",0,3,0,2,1,1
C00084,"Dict{Symbol, Any}(:H => 4, :O => 1, :C => 2)","[""sp3"", ""sp2"", ""sp2""]","[0, 0, 0]",0,3,0,2,1,1
C02271,"Dict{Symbol, Any}(:Cl => 2, :H => 2, :C => 1)","[""sp3"", ""sp3"", ""sp3""]","[0, 0, 0]",0,3,0,0,3,1
C19692,"Dict{Symbol, Any}(:H => 2, :S => 3)","[""sp3"", ""sp3"", ""sp3""]","[0, 0, 0]",0,3,0,0,3,1
C00580,"Dict{Symbol, Any}(:H => 6, :S => 1, :C => 2)","[""sp3"", ""sp3"", ""sp3""]","[0, 0, 0]",0,3,0,0,3,1
C20783,"Dict{Symbol, Any}(:H => 8, :C => 3)","[""sp3"", ""sp3"", ""sp3""]","[0, 0, 0]",0,3,0,0,3,1
C00543,"Dict{Symbol, Any}(:N => 1, :H => 7, :C => 2)","[""sp3"", ""sp3"", ""sp3""]","[0, 0, 0]",0,3,0,0,3,1
C18248,"Dict{Symbol, Any}(:Cl => 1, :H => 5, :C => 2)","[""sp3"", ""sp3"", ""sp3""]","[0, 0, 0]",0,3,0,0,3,1
C00469,"Dict{Symbol, Any}(:H => 6, :O => 1, :C => 2)","[""sp3"", ""sp3"", ""sp3""]","[0, 0, 0]",0,3,0,0,3,1
C02535,"Dict{Symbol, Any}(:H => 6, :Se => 1, :C => 2)","[""sp3"", ""sp3"", ""sp3""]","[0, 0, 0]",0,3,0,0,3,1
C06548,"Dict{Symbol, Any}(:H => 4, :O => 1, :C => 2)","[""sp3"", ""sp3"", ""sp3""]","[1, 1, 1]",1,3,0,0,3,2
C01998,"Dict{Symbol, Any}(:N => 1, :H => 3, :C => 3)","[""sp"", ""sp"", ""sp2"", ""sp2""]","[0, 0, 0, 0]",0,4,2,2,0,2
C11906,"Dict{Symbol, Any}(:As => 1, :Na => 1, :O => 2)","[""sp2"", ""sp2"", ""none"", ""sp2""]","[0, 0, 0, 0]",0,4,0,3,0,2
C01471,"Dict{Symbol, Any}(:H => 4, :O => 1, :C => 3)","[""sp2"", ""sp2"", ""sp2"", ""sp2""]","[0, 0, 0, 0]",0,4,0,4,0,2
C16845,"Dict{Symbol, Any}(:N => 1, :O => 3)","[""sp2"", ""sp2"", ""sp2"", ""sp2""]","[0, 0, 0, 0]",0,4,0,4,0,2
C00086,"Dict{Symbol, Any}(:N => 2, :H => 4, :O => 1, :C => 1)","[""sp2"", ""sp2"", ""sp2"", ""sp2""]","[0, 0, 0, 0]",0,4,0,4,0,2
C01353,"Dict{Symbol, Any}(:H => 2, :O => 3, :C => 1)","[""sp2"", ""sp2"", ""sp2"", ""sp2""]","[0, 0, 0, 0]",0,4,0,4,0,2
C00288,"Dict{Symbol, Any}(:H => 1, :O => 3, :C => 1)","[""sp2"", ""sp2"", ""sp2"", ""sp2""]","[0, 0, 0, 0]",0,4,0,4,0,2
C01563,"Dict{Symbol, Any}(:N => 1, :H => 3, :O => 2, :C => 1)","[""sp2"", ""sp2"", ""sp2"", ""sp2""]","[0, 0, 0, 0]",0,4,0,4,0,2
C00033,"Dict{Symbol, Any}(:H => 4, :O => 2, :C => 2)","[""sp2"", ""sp3"", ""sp2"", ""sp2""]","[0, 0, 0, 0]",0,4,0,3,1,2
C20306,"Dict{Symbol, Any}(:N => 2, :H => 4, :O => 1, :C => 1)","[""sp2"", ""sp2"", ""sp3"", ""sp2""]","[0, 0, 0, 0]",0,4,0,3,1,2
C19568,"Dict{Symbol, Any}(:N => 2, :H => 4, :O => 1, :C => 1)","[""sp2"", ""sp2"", ""sp3"", ""sp2""]","[0, 0, 0, 0]",0,4,0,3,1,2
C00479,"Dict{Symbol, Any}(:H => 6, :O => 1, :C => 3)","[""sp3"", ""sp2"", ""sp3"", ""sp2""]","[0, 0, 0, 0]",0,4,0,2,2,2
C06792,"Dict{Symbol, Any}(:Cl => 2, :H => 2, :C => 2)","[""sp2"", ""sp2"", ""sp3"", ""sp3""]","[0, 0, 0, 0]",0,4,0,2,2,2
C14870,"Dict{Symbol, Any}(:H => 3, :Br => 1, :O => 1, :C => 2)","[""sp3"", ""sp3"", ""sp2"", ""sp2""]","[0, 0, 0, 0]",0,4,0,2,2,2
C14039,"Dict{Symbol, Any}(:Cl => 2, :H => 2, :C => 2)","[""sp3"", ""sp2"", ""sp2"", ""sp3""]","[0, 0, 0, 0]",0,4,0,2,2,2
C06791,"Dict{Symbol, Any}(:Cl => 2, :H => 2, :C => 2)","[""sp2"", ""sp2"", ""sp3"", ""sp3""]","[0, 0, 0, 0]",0,4,0,2,2,2
C00266,"Dict{Symbol, Any}(:H => 4, :O => 2, :C => 2)","[""sp3"", ""sp2"", ""sp3"", ""sp2""]","[0, 0, 0, 0]",0,4,0,2,2,2
C06735,"Dict{Symbol, Any}(:N => 1, :H => 5, :O => 1, :C => 2)","[""sp3"", ""sp2"", ""sp3"", ""sp2""]","[0, 0, 0, 0]",0,4,0,2,2,2
C00244,"Dict{Symbol, Any}(:N => 1, :H => 1, :O => 3)","[""sp3"", ""sp3"", ""sp2"", ""sp2""]","[0, 0, 0, 0]",0,4,0,2,2,2
C06754,"Dict{Symbol, Any}(:Cl => 1, :H => 3, :O => 1, :C => 2)","[""sp2"", ""sp3"", ""sp2"", ""sp3""]","[0, 0, 0, 0]",0,4,0,2,2,2
C00207,"Dict{Symbol, Any}(:H => 6, :O => 1, :C => 3)","[""sp2"", ""sp3"", ""sp3"", ""sp2""]","[0, 0, 0, 0]",0,4,0,2,2,2
C11143,"Dict{Symbol, Any}(:H => 6, :S => 1, :O => 1, :C => 2)","[""sp3"", ""sp2"", ""sp3"", ""sp3""]","[0, 0, 0, 0]",0,4,0,1,3,2
C05684,"Dict{Symbol, Any}(:Se => 1, :O => 3)","[""sp3"", ""sp2"", ""sp3"", ""sp3""]","[0, 0, 0, 0]",0,4,0,1,3,2
C11481,"Dict{Symbol, Any}(:H => 1, :S => 1, :O => 3)","[""sp3"", ""sp2"", ""sp3"", ""sp3""]","[0, 0, 0, 0]",0,4,0,1,3,2
C18902,"Dict{Symbol, Any}(:H => 4, :Se => 1, :O => 2, :C => 1)","[""sp3"", ""sp3"", ""sp3"", ""sp2""]","[0, 0, 0, 0]",0,4,0,1,3,2
C00094,"Dict{Symbol, Any}(:H => 2, :S => 1, :O => 3)","[""sp3"", ""sp3"", ""sp3"", ""sp2""]","[0, 0, 0, 0]",0,4,0,1,3,2
C21390,"Dict{Symbol, Any}(:H => 10, :C => 4)","[""sp3"", ""sp3"", ""sp3"", ""sp3""]","[0, 0, 0, 0]",0,4,0,0,4,2
C11088,"Dict{Symbol, Any}(:H => 4, :Br => 2, :C => 2)","[""sp3"", ""sp3"", ""sp3"", ""sp3""]","[0, 0, 0, 0]",0,4,0,0,4,2
C00565,"Dict{Symbol, Any}(:N => 1, :H => 9, :C => 3)","[""sp3"", ""sp3"", ""sp3"", ""sp3""]","[0, 0, 0, 0]",0,4,0,0,4,2
C05979,"Dict{Symbol, Any}(:H => 8, :O => 1, :C => 3)","[""sp3"", ""sp3"", ""sp3"", ""sp3""]","[0, 0, 0, 0]",0,4,0,0,4,2
C20300,"Dict{Symbol, Any}(:As => 1, :H => 7, :O => 1, :C => 2)","[""sp3"", ""sp3"", ""sp3"", ""sp3""]","[0, 0, 0, 0]",0,4,0,0,4,2
C18247,"Dict{Symbol, Any}(:Cl => 2, :H => 4, :C => 2)","[""sp3"", ""sp3"", ""sp3"", ""sp3""]","[0, 0, 0, 0]",0,4,0,0,4,2
C01380,"Dict{Symbol, Any}(:H => 6, :O => 2, :C => 2)","[""sp3"", ""sp3"", ""sp3"", ""sp3""]","[0, 0, 0, 0]",0,4,0,0,4,2
C18872,"Dict{Symbol, Any}(:H => 9, :Se => 1, :C => 3)","[""sp3"", ""sp3"", ""sp3"", ""sp3""]","[0, 0, 0, 0]",0,4,0,0,4,2
C06697,"Dict{Symbol, Any}(:As => 1, :O => 3)","[""sp3"", ""sp3"", ""sp3"", ""sp3""]","[0, 0, 0, 0]",0,4,0,0,4,2
C06752,"Dict{Symbol, Any}(:Cl => 2, :H => 4, :C => 2)","[""sp3"", ""sp3"", ""sp3"", ""sp3""]","[0, 0, 0, 0]",0,4,0,0,4,2
C07295,"Dict{Symbol, Any}(:As => 1, :H => 5, :O => 2, :C => 1)","[""sp3"", ""sp3"", ""sp3"", ""sp3""]","[0, 0, 0, 0]",0,4,0,0,4,2
C06753,"Dict{Symbol, Any}(:Cl => 1, :H => 5, :O => 1, :C => 2)","[""sp3"", ""sp3"", ""sp3"", ""sp3""]","[0, 0, 0, 0]",0,4,0,0,4,2
C00189,"Dict{Symbol, Any}(:N => 1, :H => 7, :O => 1, :C => 2)","[""sp3"", ""sp3"", ""sp3"", ""sp3""]","[0, 0, 0, 0]",0,4,0,0,4,2
C20303,"Dict{Symbol, Any}(:Cl => 1, :H => 3, :O => 1, :C => 2)","[""sp3"", ""sp3"", ""sp3"", ""sp3""]","[1, 1, 1, 0]",1,4,0,0,4,3
C00804,"Dict{Symbol, Any}(:H => 2, :O => 2, :C => 3)","[""sp2"", ""sp"", ""sp2"", ""sp2"", ""sp""]","[0, 0, 0, 0, 0]",0,5,2,3,0,3
C00511,"Dict{Symbol, Any}(:H => 4, :O => 2, :C => 3)","[""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2""]","[0, 0, 0, 0, 0]",0,5,0,5,0,3
C15809,"Dict{Symbol, Any}(:N => 1, :H => 3, :O => 2, :C => 2)","[""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2""]","[0, 0, 0, 0, 0]",0,5,0,5,0,3
C00048,"Dict{Symbol, Any}(:H => 2, :O => 3, :C => 2)","[""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2""]","[0, 0, 0, 0, 0]",0,5,0,5,0,3
C07044,"Dict{Symbol, Any}(:N => 2, :H => 4, :O => 2, :C => 1)","[""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2""]","[0, 0, 0, 0, 0]",0,5,0,5,0,3
C15807,"Dict{Symbol, Any}(:N => 1, :H => 3, :O => 2, :C => 2)","[""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2""]","[0, 0, 0, 0, 0]",0,5,0,5,0,3
C01659,"Dict{Symbol, Any}(:N => 1, :H => 5, :O => 1, :C => 3)","[""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2""]","[0, 0, 0, 0, 0]",0,5,0,5,0,3
C06145,"Dict{Symbol, Any}(:H => 4, :O => 1, :C => 4)","[""sp3"", ""sp"", ""sp2"", ""sp2"", ""sp""]","[0, 0, 0, 0, 0]",0,5,2,2,1,3
C06613,"Dict{Symbol, Any}(:Cl => 1, :H => 3, :O => 1, :C => 3)","[""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp3""]","[0, 0, 0, 0, 0]",0,5,0,4,1,3
C16348,"Dict{Symbol, Any}(:Cl => 1, :H => 3, :O => 1, :C => 3)","[""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp3""]","[0, 0, 0, 0, 0]",0,5,0,4,1,3
C00546,"Dict{Symbol, Any}(:H => 4, :O => 2, :C => 3)","[""sp2"", ""sp2"", ""sp3"", ""sp2"", ""sp2""]","[0, 0, 0, 0, 0]",0,5,0,4,1,2
C16521,"Dict{Symbol, Any}(:H => 8, :C => 5)","[""sp2"", ""sp2"", ""sp2"", ""sp3"", ""sp2""]","[0, 0, 0, 0, 0]",0,5,0,4,1,2
C07447,"Dict{Symbol, Any}(:N => 2, :H => 6, :O => 1, :C => 2)","[""sp2"", ""sp2"", ""sp3"", ""sp2"", ""sp2""]","[0, 0, 0, 0, 0]",0,5,0,4,1,3
C16363,"Dict{Symbol, Any}(:N => 2, :H => 6, :O => 1, :C => 2)","[""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp3""]","[0, 0, 0, 0, 0]",0,5,0,4,1,3
C14704,"Dict{Symbol, Any}(:N => 2, :H => 6, :O => 1, :C => 2)","[""sp2"", ""sp3"", ""sp3"", ""sp2"", ""sp2""]","[0, 0, 0, 0, 0]",0,5,0,3,2,3
C03547,"Dict{Symbol, Any}(:H => 4, :O => 3, :C => 2)","[""sp3"", ""sp3"", ""sp2"", ""sp2"", ""sp2""]","[0, 0, 0, 0, 0]",0,5,0,3,2,3
C00163,"Dict{Symbol, Any}(:H => 6, :O => 2, :C => 3)","[""sp2"", ""sp3"", ""sp2"", ""sp2"", ""sp3""]","[0, 0, 0, 0, 0]",0,5,0,3,2,3
C00160,"Dict{Symbol, Any}(:H => 4, :O => 3, :C => 2)","[""sp2"", ""sp3"", ""sp2"", ""sp2"", ""sp3""]","[0, 0, 0, 0, 0]",0,5,0,3,2,3
C06108,"Dict{Symbol, Any}(:F => 1, :H => 3, :O => 2, :C => 2)","[""sp2"", ""sp3"", ""sp2"", ""sp2"", ""sp3""]","[0, 0, 0, 0, 0]",0,5,0,3,2,3
C00037,"Dict{Symbol, Any}(:N => 1, :H => 5, :O => 2, :C => 2)","[""sp2"", ""sp3"", ""sp2"", ""sp2"", ""sp3""]","[0, 0, 0, 0, 0]",0,5,0,3,2,3
C06755,"Dict{Symbol, Any}(:Cl => 1, :H => 3, :O => 2, :C => 2)","[""sp2"", ""sp3"", ""sp2"", ""sp2"", ""sp3""]","[0, 0, 0, 0, 0]",0,5,0,3,2,3
C05670,"Dict{Symbol, Any}(:N => 2, :H => 6, :C => 3)","[""sp"", ""sp3"", ""sp3"", ""sp3"", ""sp""]","[0, 0, 0, 0, 0]",0,5,2,0,3,3
C05714,"Dict{Symbol, Any}(:N => 2, :H => 6, :C => 3)","[""sp3"", ""sp"", ""sp3"", ""sp3"", ""sp""]","[0, 0, 0, 0, 0]",0,5,2,0,3,3
C06146,"Dict{Symbol, Any}(:H => 6, :O => 1, :C => 4)","[""sp3"", ""sp"", ""sp3"", ""sp3"", ""sp""]","[0, 0, 0, 0, 0]",0,5,2,0,3,3
C06612,"Dict{Symbol, Any}(:Cl => 1, :H => 5, :O => 1, :C => 3)","[""sp2"", ""sp3"", ""sp2"", ""sp3"", ""sp3""]","[0, 0, 0, 0, 0]",0,5,0,2,3,3
C20679,"Dict{Symbol, Any}(:H => 2, :W => 1, :O => 4)","[""sp3"", ""sp3"", ""sp2"", ""sp2"", ""sp3""]","[0, 0, 0, 0, 0]",0,5,0,2,3,2
C05697,"Dict{Symbol, Any}(:H => 2, :Se => 1, :O => 4)","[""sp3"", ""sp3"", ""sp3"", ""sp2"", ""sp2""]","[0, 0, 0, 0, 0]",0,5,0,2,3,2
C11145,"Dict{Symbol, Any}(:H => 4, :S => 1, :O => 3, :C => 1)","[""sp2"", ""sp3"", ""sp3"", ""sp3"", ""sp2""]","[0, 0, 0, 0, 0]",0,5,0,2,3,3
C00969,"Dict{Symbol, Any}(:H => 6, :O => 2, :C => 3)","[""sp3"", ""sp3"", ""sp2"", ""sp3"", ""sp2""]","[0, 0, 0, 0, 0]",0,5,0,2,3,3
C00320,"Dict{Symbol, Any}(:H => 1, :S => 2, :O => 3)","[""sp3"", ""sp3"", ""sp2"", ""sp2"", ""sp3""]","[0, 0, 0, 0, 0]",0,5,0,2,3,3
C01888,"Dict{Symbol, Any}(:N => 1, :H => 7, :O => 1, :C => 3)","[""sp2"", ""sp3"", ""sp3"", ""sp2"", ""sp3""]","[0, 0, 0, 0, 0]",0,5,0,2,3,3
C06609,"Dict{Symbol, Any}(:Cl => 2, :H => 4, :C => 3)","[""sp2"", ""sp3"", ""sp2"", ""sp3"", ""sp3""]","[0, 0, 0, 0, 0]",0,5,0,2,3,3
C06611,"Dict{Symbol, Any}(:Cl => 1, :H => 5, :O => 1, :C => 3)","[""sp2"", ""sp3"", ""sp2"", ""sp3"", ""sp3""]","[0, 0, 0, 0, 0]",0,5,0,2,3,3
C06232,"Dict{Symbol, Any}(:H => 2, :Mo => 1, :O => 4)","[""sp3"", ""sp2"", ""sp2"", ""sp3"", ""sp3""]","[0, 0, 0, 0, 0]",0,5,0,2,3,2
C11142,"Dict{Symbol, Any}(:H => 6, :S => 1, :O => 2, :C => 2)","[""sp3"", ""sp2"", ""sp3"", ""sp3"", ""sp2""]","[0, 0, 0, 0, 0]",0,5,0,2,3,2
C05235,"Dict{Symbol, Any}(:H => 6, :O => 2, :C => 3)","[""sp2"", ""sp3"", ""sp2"", ""sp3"", ""sp3""]","[0, 0, 0, 0, 0]",0,5,0,2,3,3
C05665,"Dict{Symbol, Any}(:N => 1, :H => 7, :O => 1, :C => 3)","[""sp3"", ""sp3"", ""sp2"", ""sp3"", ""sp2""]","[0, 0, 0, 0, 0]",0,5,0,2,3,3
C00424,"Dict{Symbol, Any}(:H => 6, :O => 2, :C => 3)","[""sp3"", ""sp2"", ""sp3"", ""sp3"", ""sp2""]","[0, 0, 0, 0, 0]",0,5,0,2,3,3
C14858,"Dict{Symbol, Any}(:Cl => 2, :H => 2, :O => 1, :C => 2)","[""sp3"", ""sp3"", ""sp2"", ""sp3"", ""sp2""]","[0, 0, 0, 0, 0]",0,5,0,2,3,3
C06790,"Dict{Symbol, Any}(:Cl => 3, :H => 1, :C => 2)","[""sp2"", ""sp2"", ""sp3"", ""sp3"", ""sp3""]","[0, 0, 0, 0, 0]",0,5,0,2,3,3
C06610,"Dict{Symbol, Any}(:Cl => 2, :H => 4, :C => 3)","[""sp2"", ""sp3"", ""sp2"", ""sp3"", ""sp3""]","[0, 0, 0, 0, 0]",0,5,0,2,3,3
C14859,"Dict{Symbol, Any}(:Cl => 2, :H => 2, :O => 1, :C => 2)","[""sp3"", ""sp3"", ""sp2"", ""sp3"", ""sp2""]","[0, 0, 0, 0, 0]",0,5,0,2,3,3
C00937,"Dict{Symbol, Any}(:H => 6, :O => 2, :C => 3)","[""sp3"", ""sp2"", ""sp3"", ""sp3"", ""sp2""]","[0, 0, 0, 0, 0]",0,5,0,2,3,3
C00059,"Dict{Symbol, Any}(:H => 2, :S => 1, :O => 4)","[""sp3"", ""sp2"", ""sp2"", ""sp3"", ""sp3""]","[0, 0, 0, 0, 0]",0,5,0,2,3,2
C01412,"Dict{Symbol, Any}(:H => 8, :O => 1, :C => 4)","[""sp3"", ""sp3"", ""sp2"", ""sp3"", ""sp2""]","[0, 0, 0, 0, 0]",0,5,0,2,3,3
C16137,"Dict{Symbol, Any}(:P => 1, :H => 3, :O => 4)","[""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp2""]","[0, 0, 0, 0, 0]",0,5,0,1,4,3
C05172,"Dict{Symbol, Any}(:P => 1, :H => 3, :Se => 1, :O => 3)","[""sp3"", ""sp3"", ""sp3"", ""sp2"", ""sp3"", ""none""]","[0, 0, 0, 0, 0, 0]",0,5,0,1,4,3
C20396,"Dict{Symbol, Any}(:P => 1, :H => 5, :O => 3, :C => 1)","[""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp2""]","[0, 0, 0, 0, 0]",0,5,0,1,4,3
C07308,"Dict{Symbol, Any}(:As => 1, :H => 7, :O => 2, :C => 2)","[""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp2""]","[0, 0, 0, 0, 0]",0,5,0,1,4,3
