id,n_atoms,hybr,n_rings,counted_rings,counted_atoms,sp,sp2,sp3,ma
C08401,"Dict{Symbol, Any}(:N => 1, :H => 25, :S => 3, :O => 9, :C => 13)","[""sp3"", ""sp3"", ""sp2"", ""sp3"", ""sp3"", ""sp2"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp2"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp2"", ""sp3"", ""sp3"", ""sp3"", ""sp2"", ""sp2"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3""]","[1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,26,0,6,20,16
C05469,"Dict{Symbol, Any}(:H => 30, :O => 5, :C => 21)","[""sp3"", ""sp2"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp2"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""none"", ""none"", ""sp2"", ""sp3"", ""sp2"", ""sp3"", ""sp3"", ""sp2"", ""none"", ""none"", ""sp2"", ""sp3""]","[1, 1, 1, 2, 2, 1, 1, 1, 2, 2, 2, 2, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,26,0,6,20,14
C06071,"Dict{Symbol, Any}(:H => 26, :O => 9, :C => 17)","[""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp2"", ""sp3"", ""sp3"", ""sp2"", ""sp3"", ""sp3"", ""sp2"", ""sp2"", ""sp3"", ""sp2"", ""sp2"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""none"", ""none""]","[2, 2, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0]",2,26,0,6,20,17
C01124,"Dict{Symbol, Any}(:H => 30, :O => 5, :C => 21)","[""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp2"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp2"", ""sp3"", ""sp3"", ""sp2"", ""sp3"", ""sp2"", ""sp2"", ""none"", ""none"", ""none"", ""sp2"", ""sp3"", ""sp3""]","[2, 2, 1, 1, 0, 2, 1, 1, 0, 1, 0, 2, 1, 0, 2, 1, 2, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0]",2,26,0,6,20,15
C00735,"Dict{Symbol, Any}(:H => 30, :O => 5, :C => 21)","[""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp2"", ""sp2"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp2"", ""sp2"", ""sp3"", ""sp3"", ""sp2"", ""sp2"", ""none"", ""none"", ""none"", ""sp3""]","[2, 2, 2, 1, 2, 1, 1, 1, 0, 1, 2, 1, 1, 0, 2, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0]",2,26,0,6,20,16
C09155,"Dict{Symbol, Any}(:H => 28, :O => 6, :C => 20)","[""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp2"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp2"", ""sp3"", ""sp3"", ""sp2"", ""sp3"", ""sp3"", ""sp3"", ""sp2"", ""sp3"", ""sp2"", ""sp3"", ""sp2"", ""sp3"", ""none"", ""none"", ""none""]","[2, 2, 2, 1, 2, 1, 1, 0, 0, 0, 2, 1, 0, 1, 0, 2, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0]",2,26,0,6,20,14
C05473,"Dict{Symbol, Any}(:H => 30, :O => 5, :C => 21)","[""sp3"", ""sp2"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp2"", ""sp2"", ""none"", ""none"", ""sp3"", ""sp3"", ""sp2"", ""none"", ""none"", ""sp3"", ""sp2"", ""sp3"", ""sp2""]","[1, 1, 1, 2, 2, 1, 1, 1, 2, 2, 2, 2, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,26,0,6,20,15
C01512,"Dict{Symbol, Any}(:H => 24, :O => 10, :C => 16)","[""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp2"", ""sp3"", ""sp3"", ""sp2"", ""sp3"", ""sp3"", ""sp2"", ""sp2"", ""sp3"", ""sp3"", ""sp2"", ""sp2"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""none"", ""none""]","[2, 2, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0]",2,26,0,6,20,15
C18039,"Dict{Symbol, Any}(:H => 28, :O => 5, :C => 21)","[""sp3"", ""sp2"", ""sp2"", ""sp2"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp2"", ""sp3"", ""none"", ""none"", ""none"", ""none"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp2"", ""sp3"", ""sp3"", ""sp2""]","[1, 1, 1, 2, 2, 1, 1, 1, 2, 2, 2, 3, 2, 2, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0]",3,26,0,6,20,17
C08323,"Dict{Symbol, Any}(:H => 46, :O => 2, :C => 24)","[""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3""]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,26,0,5,21,9
C11989,"Dict{Symbol, Any}(:H => 36, :O => 6, :C => 20)","[""sp3"", ""sp3"", ""sp2"", ""sp3"", ""sp3"", ""sp2"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp2"", ""sp3"", ""sp2"", ""sp3"", ""sp2"", ""sp3""]","[1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0]",1,26,0,5,21,10
C20422,"Dict{Symbol, Any}(:P => 4, :H => 16, :O => 16, :C => 6)","[""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp2"", ""sp3"", ""sp3"", ""sp3"", ""sp2"", ""sp3"", ""sp3"", ""sp3"", ""sp2"", ""sp3"", ""sp3"", ""sp3"", ""sp2"", ""sp3"", ""sp3""]","[0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,26,0,4,22,13
C05471,"Dict{Symbol, Any}(:H => 32, :O => 5, :C => 21)","[""sp3"", ""sp2"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""none"", ""none"", ""sp3"", ""sp2"", ""sp3"", ""sp2"", ""sp3"", ""none"", ""none"", ""sp3"", ""sp3"", ""sp2""]","[1, 1, 1, 2, 2, 1, 1, 1, 2, 2, 2, 2, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,26,0,4,22,14
C05474,"Dict{Symbol, Any}(:H => 32, :O => 5, :C => 21)","[""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp2"", ""sp2"", ""none"", ""none"", ""sp3"", ""sp3"", ""sp3"", ""none"", ""none"", ""sp3"", ""sp2"", ""sp3"", ""sp2""]","[1, 1, 1, 2, 2, 1, 1, 1, 2, 2, 2, 2, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,26,0,4,22,15
C05470,"Dict{Symbol, Any}(:H => 32, :O => 5, :C => 21)","[""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp2"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""none"", ""none"", ""sp3"", ""sp2"", ""sp3"", ""sp2"", ""sp3"", ""sp3"", ""none"", ""none"", ""sp3"", ""sp2""]","[1, 1, 1, 2, 2, 1, 1, 1, 2, 2, 2, 2, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,26,0,4,22,14
C05489,"Dict{Symbol, Any}(:H => 32, :O => 5, :C => 21)","[""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp2"", ""sp2"", ""sp2"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp2"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""none"", ""none"", ""none"", ""sp3""]","[2, 2, 2, 1, 2, 1, 1, 1, 0, 1, 2, 1, 1, 0, 2, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0]",2,26,0,4,22,13
C08320,"Dict{Symbol, Any}(:H => 48, :O => 2, :C => 24)","[""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp2"", ""sp3"", ""sp2"", ""sp2"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3""]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,26,0,3,23,8
C21211,"Dict{Symbol, Any}(:P => 1, :N => 1, :H => 24, :O => 11, :C => 13)","[""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp2"", ""sp2"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp2"", ""sp3""]","[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1,26,0,3,23,16
C05481,"Dict{Symbol, Any}(:H => 34, :O => 5, :C => 21)","[""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp2"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""none"", ""none"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""none"", ""sp3"", ""none"", ""sp2"", ""sp3""]","[1, 1, 1, 2, 2, 1, 1, 1, 2, 2, 2, 2, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,26,0,2,24,14
C05472,"Dict{Symbol, Any}(:H => 34, :O => 5, :C => 21)","[""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""none"", ""sp3"", ""sp3"", ""none"", ""sp3"", ""sp3"", ""sp2"", ""sp3"", ""sp2"", ""sp3"", ""sp3"", ""none"", ""none""]","[1, 1, 1, 2, 2, 1, 1, 1, 2, 2, 2, 2, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,26,0,2,24,14
C05482,"Dict{Symbol, Any}(:H => 36, :O => 5, :C => 21)","[""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""none"", ""none"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""none"", ""none"", ""sp3""]","[1, 1, 1, 2, 2, 1, 1, 1, 2, 2, 2, 2, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,26,0,0,26,14
C21134,"Dict{Symbol, Any}(:N => 3, :H => 15, :O => 3, :C => 21)","[""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2""]","[1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 0, 0, 0, 0]",2,27,0,27,0,18
C21132,"Dict{Symbol, Any}(:N => 3, :H => 15, :O => 3, :C => 21)","[""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2""]","[1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 0, 0, 0, 0]",2,27,0,27,0,16
C06629,"Dict{Symbol, Any}(:N => 1, :H => 15, :O => 6, :C => 20)","[""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp3"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2""]","[2, 2, 1, 1, 1, 1, 2, 0, 2, 0, 2, 2, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0]",2,27,0,26,1,15
C10443,"Dict{Symbol, Any}(:H => 20, :O => 6, :C => 21)","[""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp3"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp3""]","[1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0]",1,27,0,25,2,10
C19699,"Dict{Symbol, Any}(:Cl => 2, :N => 3, :H => 9, :O => 2, :C => 20)","[""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp3"", ""sp3""]","[2, 2, 1, 1, 1, 2, 2, 2, 2, 1, 2, 2, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0]",2,27,0,25,2,15
C12367,"Dict{Symbol, Any}(:H => 14, :O => 7, :C => 20)","[""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp3"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp3"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2""]","[1, 1, 1, 2, 1, 2, 1, 2, 1, 1, 1, 2, 1, 2, 1, 2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,27,0,25,2,16
C08565,"Dict{Symbol, Any}(:N => 2, :H => 18, :O => 7, :C => 18)","[""sp2"", ""sp3"", ""sp2"", ""sp2"", ""sp3"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp3"", ""sp3"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2""]","[1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0]",1,27,0,23,4,13
C18629,"Dict{Symbol, Any}(:H => 16, :O => 7, :C => 20)","[""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp3"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp3"", ""sp2"", ""sp2"", ""sp2"", ""sp3"", ""sp2"", ""sp3"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2""]","[1, 1, 1, 2, 2, 1, 1, 2, 2, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,27,0,23,4,16
C22145,"Dict{Symbol, Any}(:N => 4, :H => 18, :O => 2, :C => 21)","[""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp3"", ""sp2"", ""sp2"", ""sp3"", ""sp2"", ""sp3"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp3"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2""]","[1, 1, 1, 2, 2, 1, 1, 2, 2, 1, 1, 1, 1, 1, 0, 0, 1, 2, 2, 1, 1, 0, 0, 1, 1, 1, 1]",2,27,0,23,4,17
C06327,"Dict{Symbol, Any}(:N => 1, :H => 16, :O => 5, :C => 21)","[""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp3"", ""sp3"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp3"", ""sp2"", ""sp2"", ""sp2"", ""sp3"", ""sp2""]","[2, 2, 2, 1, 2, 1, 2, 1, 1, 1, 1, 0, 2, 1, 0, 0, 1, 2, 2, 1, 1, 1, 2, 2, 1, 1, 1]",2,27,0,23,4,17
C22048,"Dict{Symbol, Any}(:H => 24, :O => 5, :C => 22)","[""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp3"", ""sp2"", ""sp2"", ""sp3"", ""sp3"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp3"", ""sp3""]","[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0]",1,27,0,22,5,15
C20452,"Dict{Symbol, Any}(:H => 18, :O => 7, :C => 20)","[""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp2""]","[1, 1, 1, 2, 2, 1, 1, 2, 2, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,27,0,22,5,14
C05194,"Dict{Symbol, Any}(:N => 1, :H => 17, :O => 5, :C => 21)","[""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp3"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp3"", ""sp3"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp3"", ""sp2"", ""sp2"", ""sp2"", ""sp3"", ""sp2""]","[2, 2, 2, 1, 2, 1, 2, 1, 1, 1, 1, 0, 2, 1, 0, 0, 1, 2, 2, 1, 1, 1, 2, 2, 1, 1, 1]",2,27,0,22,5,16
C16546,"Dict{Symbol, Any}(:N => 1, :H => 27, :O => 1, :C => 25)","[""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp3"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp3"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp3"", ""sp3"", ""sp3"", ""sp3""]","[0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0]",1,27,0,21,6,15
C12401,"Dict{Symbol, Any}(:H => 16, :O => 7, :C => 20)","[""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp3"", ""sp3"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3""]","[2, 2, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,27,0,20,7,18
C20574,"Dict{Symbol, Any}(:H => 16, :O => 7, :C => 20)","[""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3""]","[1, 1, 1, 2, 2, 1, 1, 2, 2, 1, 1, 2, 2, 1, 0, 0, 0, 0, 0, 1, 2, 2, 1, 1, 1, 2, 0]",2,27,0,20,7,18
C20499,"Dict{Symbol, Any}(:H => 20, :O => 7, :C => 20)","[""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3"", ""sp3""]","[1, 1, 1, 2, 2, 1, 1, 2, 2, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,27,0,20,7,16
C06229,"Dict{Symbol, Any}(:Fe => 1, :H => 10, :O => 14, :C => 12)","[""sp2"", ""sp2"", ""sp3"", ""sp3"", ""sp3"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp3"", ""sp2"", ""sp2"", ""sp3"", ""sp3"", ""sp3"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp3"", ""none""]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,27,0,18,8,7
C21183,"Dict{Symbol, Any}(:H => 22, :O => 6, :C => 21)","[""sp3"", ""sp3"", ""sp3"", ""sp2"", ""sp3"", ""sp3"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp3"", ""sp2"", ""sp3"", ""sp2"", ""sp3""]","[1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 0, 0, 0, 1, 1, 1, 0]",2,27,0,19,8,13
C09364,"Dict{Symbol, Any}(:N => 1, :H => 17, :O => 6, :C => 20)","[""sp3"", ""sp2"", ""sp3"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp3"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp3"", ""sp3"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp3"", ""sp2"", ""sp2"", ""sp3"", ""sp2"", ""sp2"", ""sp2"", ""sp3"", ""none"", ""none""]","[1, 2, 1, 1, 2, 1, 2, 1, 1, 2, 1, 2, 1, 1, 0, 0, 2, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 0, 0]",2,27,0,19,8,18
C11678,"Dict{Symbol, Any}(:N => 2, :H => 24, :O => 4, :C => 21)","[""sp3"", ""sp3"", ""sp3"", ""sp3"", ""none"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp3"", ""sp3"", ""sp2"", ""sp3"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""sp2"", ""none"", ""none"", ""sp2"", ""sp3""]","[1, 1, 1, 1, 0, 2, 2, 1, 2, 2, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,27,0,19,8,18
