first,second
rn:R01648,"Dict{String, Any}(""MA_IN"" => Any[5, 5], ""MAIN_PAIRS"" => Any[""RC00006:C00025_C00026"", ""RC00062:C00232_C00334""], ""ENZYME"" => 2, ""MA_OUT"" => Any[4, 5], ""OUT"" => [""C00232"", ""C00025""], ""IN"" => [""C00334"", ""C00026""], ""MEAN_MA"" => 4.75, ""DIFF"" => -1, ""EQUATION"" => ""C00334 + C00026 <=> C00232 + C00025"", ""RCLASS"" => Any[""RC00006"", ""RC00062""])"
rn:R00256,"Dict{String, Any}(""MA_IN"" => Any[6], ""MAIN_PAIRS"" => Any[""RC00010:C00025_C00064"", ""RC02798:C00014_C00064""], ""ENZYME"" => 1, ""MA_OUT"" => Any[5, 1], ""OUT"" => [""C00025"", ""C00014""], ""IN"" => [""C00064"", ""C00001""], ""MEAN_MA"" => 4.5, ""DIFF"" => 0, ""EQUATION"" => ""C00064 + C00001 <=> C00025 + C00014"", ""RCLASS"" => Any[""RC00010"", ""RC02798""])"
rn:R00114,"Dict{String, Any}(""MA_IN"" => Any[5, 33], ""MAIN_PAIRS"" => Any[""RC00001:C00005_C00006"", ""RC00006:C00025_C00026"", ""RC00010:C00025_C00064""], ""ENZYME"" => 1, ""MA_OUT"" => Any[6, 5, 31], ""OUT"" => [""C00064"", ""C00026"", ""C00005"", ""C00080""], ""IN"" => [""C00025"", ""C00006""], ""MEAN_MA"" => 16.5, ""DIFF"" => 4, ""EQUATION"" => ""2 C00025 + C00006 <=> C00064 + C00026 + C00005 + C00080"", ""RCLASS"" => Any[""RC00001"", ""RC00006"", ""RC00010""])"
rn:R00359,"Dict{String, Any}(""MA_IN"" => Any[5, 0], ""MAIN_PAIRS"" => Any[""RC00006:C00036_C00402"", ""RC02755:C00007_C00027""], ""ENZYME"" => 1, ""MA_OUT"" => Any[4, 0], ""OUT"" => [""C00036"", ""C00014"", ""C00027""], ""IN"" => [""C00402"", ""C00001"", ""C00007""], ""MEAN_MA"" => 2.25, ""DIFF"" => -1, ""EQUATION"" => ""C00402 + C00001 + C00007 <=> C00036 + C00014 + C00027"", ""RCLASS"" => Any[""RC00006"", ""RC02755""])"
rn:R00575,"Dict{String, Any}(""MA_IN"" => Any[20, 6], ""MAIN_PAIRS"" => Any[""RC00002:C00002_C00008"", ""RC00010:C00025_C00064"", ""RC02750:C00064_C00169""], ""ENZYME"" => 6, ""MA_OUT"" => Any[19, 5, 6], ""OUT"" => [""C00008"", ""C00009"", ""C00025"", ""C00169""], ""IN"" => [""C00002"", ""C00064"", ""C00288"", ""C00001""], ""MEAN_MA"" => 11.5, ""DIFF"" => 4, ""EQUATION"" => ""2 C00002 + C00064 + C00288 + C00001 <=> 2 C00008 + C00009 + C00025 + C00169"", ""RCLASS"" => Any[""RC00002"", ""RC00010"", ""RC02750""])"
rn:R00348,"Dict{String, Any}(""MA_IN"" => Any[5], ""MAIN_PAIRS"" => Any[""RC00010:C00036_C02362""], ""ENZYME"" => 3, ""MA_OUT"" => Any[4], ""OUT"" => [""C00036"", ""C00014""], ""IN"" => [""C02362"", ""C00001""], ""MEAN_MA"" => 4.5, ""DIFF"" => -1, ""EQUATION"" => ""C02362 + C00001 <=> C00036 + C00014"", ""RCLASS"" => Any[""RC00010""])"
rn:R00149,"Dict{String, Any}(""MA_IN"" => Any[20, 1], ""MAIN_PAIRS"" => Any[""RC00002:C00002_C00008"", ""RC02804:C00014_C00169""], ""ENZYME"" => 6, ""MA_OUT"" => Any[19, 6], ""OUT"" => [""C00008"", ""C00009"", ""C00169""], ""IN"" => [""C00002"", ""C00014"", ""C00011"", ""C00001""], ""MEAN_MA"" => 11.5, ""DIFF"" => 4, ""EQUATION"" => ""2 C00002 + C00014 + C00011 + C00001 <=> 2 C00008 + C00009 + C00169"", ""RCLASS"" => Any[""RC00002"", ""RC02804""])"
rn:R00576,"Dict{String, Any}(""MA_IN"" => Any[6, 3], ""MAIN_PAIRS"" => Any[""RC00006:C00064_C00940"", ""RC00008:C00022_C00041""], ""ENZYME"" => 2, ""MA_OUT"" => Any[6, 4], ""OUT"" => [""C00940"", ""C00041""], ""IN"" => [""C00064"", ""C00022""], ""MEAN_MA"" => 4.75, ""DIFF"" => 1, ""EQUATION"" => ""C00064 + C00022 <=> C00940 + C00041"", ""RCLASS"" => Any[""RC00006"", ""RC00008""])"
rn:R00258,"Dict{String, Any}(""MA_IN"" => Any[4, 5], ""MAIN_PAIRS"" => Any[""RC00006:C00025_C00026"", ""RC00008:C00022_C00041""], ""ENZYME"" => 2, ""MA_OUT"" => Any[3, 5], ""OUT"" => [""C00022"", ""C00025""], ""IN"" => [""C00041"", ""C00026""], ""MEAN_MA"" => 4.25, ""DIFF"" => -1, ""EQUATION"" => ""C00041 + C00026 <=> C00022 + C00025"", ""RCLASS"" => Any[""RC00006"", ""RC00008""])"
rn:R00490,"Dict{String, Any}(""MA_IN"" => Any[5], ""MAIN_PAIRS"" => Any[""RC00316:C00049_C00122"", ""RC02799:C00014_C00049""], ""ENZYME"" => 4, ""MA_OUT"" => Any[4, 1], ""OUT"" => [""C00122"", ""C00014""], ""IN"" => [""C00049""], ""MEAN_MA"" => 3.75, ""DIFF"" => 0, ""EQUATION"" => ""C00049 <=> C00122 + C00014"", ""RCLASS"" => Any[""RC00316"", ""RC02799""])"
rn:R00243,"Dict{String, Any}(""MA_IN"" => Any[5, 33], ""MAIN_PAIRS"" => Any[""RC00001:C00003_C00004"", ""RC00006:C00025_C00026"", ""RC02799:C00014_C00025""], ""ENZYME"" => 1, ""MA_OUT"" => Any[5, 1, 30], ""OUT"" => [""C00026"", ""C00014"", ""C00004"", ""C00080""], ""IN"" => [""C00025"", ""C00003"", ""C00001""], ""MEAN_MA"" => 15.5, ""DIFF"" => -2, ""EQUATION"" => ""C00025 + C00003 + C00001 <=> C00026 + C00014 + C00004 + C00080"", ""RCLASS"" => Any[""RC00001"", ""RC00006"", ""RC02799""])"
rn:R00396,"Dict{String, Any}(""MA_IN"" => Any[4, 33], ""MAIN_PAIRS"" => Any[""RC00001:C00003_C00004"", ""RC00008:C00022_C00041""], ""ENZYME"" => 1, ""MA_OUT"" => Any[3, 30], ""OUT"" => [""C00022"", ""C00014"", ""C00004"", ""C00080""], ""IN"" => [""C00041"", ""C00003"", ""C00001""], ""MEAN_MA"" => 17.5, ""DIFF"" => -4, ""EQUATION"" => ""C00041 + C00003 + C00001 <=> C00022 + C00014 + C00004 + C00080"", ""RCLASS"" => Any[""RC00001"", ""RC00008""])"
