first,second
rn:R08390,"Dict{String, Any}(""MA_IN"" => Any[11], ""MAIN_PAIRS"" => Any[""RC00724:C00777_C16679""], ""ENZYME"" => 1, ""MA_OUT"" => Any[11], ""OUT"" => [""C16679"", ""C03161"", ""C00001""], ""IN"" => [""C00777"", ""C03024"", ""C00007""], ""MEAN_MA"" => 11.0, ""DIFF"" => 0, ""EQUATION"" => ""C00777 + C03024 + C00007 <=> C16679 + C03161 + C00001"", ""RCLASS"" => Any[""RC00724""])"
rn:R02905,"Dict{String, Any}(""MA_IN"" => Any[10], ""MAIN_PAIRS"" => Any[""RC00650:C00778_C05914""], ""ENZYME"" => NaN, ""MA_OUT"" => Any[10], ""OUT"" => [""C05914""], ""IN"" => [""C00778"", ""C00205""], ""MEAN_MA"" => 10.0, ""DIFF"" => 0, ""EQUATION"" => ""C00778 + C00205 <=> C05914"", ""RCLASS"" => Any[""RC00650""])"
rn:R02128,"Dict{String, Any}(""MA_IN"" => Any[10], ""MAIN_PAIRS"" => Any[""RC01826:C00376_C05917""], ""ENZYME"" => NaN, ""MA_OUT"" => Any[10], ""OUT"" => [""C05917"", ""C00205""], ""IN"" => [""C00376""], ""MEAN_MA"" => 10.0, ""DIFF"" => 0, ""EQUATION"" => ""C00376 <=> C05917 + C00205"", ""RCLASS"" => Any[""RC01826""])"
rn:R08385,"Dict{String, Any}(""MA_IN"" => Any[10, 33], ""MAIN_PAIRS"" => Any[""RC00001:C00003_C00004"", ""RC00218:C15493_C16681""], ""ENZYME"" => 1, ""MA_OUT"" => Any[11, 30], ""OUT"" => [""C15493"", ""C00004"", ""C00080""], ""IN"" => [""C16681"", ""C00003"", ""C00001""], ""MEAN_MA"" => 21.0, ""DIFF"" => -2, ""EQUATION"" => ""C16681 + C00003 + C00001 <=> C15493 + C00004 + C00080"", ""RCLASS"" => Any[""RC00001"", ""RC00218""])"
rn:R02125,"Dict{String, Any}(""MA_IN"" => Any[10, 0], ""MAIN_PAIRS"" => Any[""RC00218:C00376_C00777"", ""RC02755:C00007_C00027""], ""ENZYME"" => 1, ""MA_OUT"" => Any[11, 0], ""OUT"" => [""C00777"", ""C00027""], ""IN"" => [""C00376"", ""C00007"", ""C00001""], ""MEAN_MA"" => 5.25, ""DIFF"" => 1, ""EQUATION"" => ""C00376 + C00007 + C00001 <=> C00777 + C00027"", ""RCLASS"" => Any[""RC00218"", ""RC02755""])"
rn:R08384,"Dict{String, Any}(""MA_IN"" => Any[10, 0], ""MAIN_PAIRS"" => Any[""RC00218:C15493_C16681"", ""RC02755:C00007_C00027""], ""ENZYME"" => 1, ""MA_OUT"" => Any[11, 0], ""OUT"" => [""C15493"", ""C00027""], ""IN"" => [""C16681"", ""C00007"", ""C00001""], ""MEAN_MA"" => 5.25, ""DIFF"" => 1, ""EQUATION"" => ""C16681 + C00007 + C00001 <=> C15493 + C00027"", ""RCLASS"" => Any[""RC00218"", ""RC02755""])"
rn:R02366,"Dict{String, Any}(""MA_IN"" => Any[37, 10], ""MAIN_PAIRS"" => Any[""RC00004:C00010_C00040"", ""RC00041:C00473_C02075""], ""ENZYME"" => 2, ""MA_OUT"" => Any[32, 15], ""OUT"" => [""C00010"", ""C02075""], ""IN"" => [""C00040"", ""C00473""], ""MEAN_MA"" => 23.5, ""DIFF"" => 0, ""EQUATION"" => ""C00040 + C00473 <=> C00010 + C02075"", ""RCLASS"" => Any[""RC00004"", ""RC00041""])"
rn:R08380,"Dict{String, Any}(""MA_IN"" => Any[10, 33], ""MAIN_PAIRS"" => Any[""RC00001:C00005_C00006"", ""RC00649:C00899_C02110""], ""ENZYME"" => 1, ""MA_OUT"" => Any[10, 31], ""OUT"" => [""C02110"", ""C00005"", ""C00080""], ""IN"" => [""C00899"", ""C00006""], ""MEAN_MA"" => 21.0, ""DIFF"" => -2, ""EQUATION"" => ""C00899 + C00006 <=> C02110 + C00005 + C00080"", ""RCLASS"" => Any[""RC00001"", ""RC00649""])"
rn:R02124,"Dict{String, Any}(""MA_IN"" => Any[10, 33], ""MAIN_PAIRS"" => Any[""RC00001:C00003_C00004"", ""RC00649:C00376_C00473""], ""ENZYME"" => 1, ""MA_OUT"" => Any[10, 30], ""OUT"" => [""C00376"", ""C00004"", ""C00080""], ""IN"" => [""C00473"", ""C00003""], ""MEAN_MA"" => 20.75, ""DIFF"" => -3, ""EQUATION"" => ""C00473 + C00003 <=> C00376 + C00004 + C00080"", ""RCLASS"" => Any[""RC00001"", ""RC00649""])"
rn:R03836,"Dict{String, Any}(""MA_IN"" => Any[10], ""MAIN_PAIRS"" => Any[""RC01826:C02110_C05917""], ""ENZYME"" => NaN, ""MA_OUT"" => Any[10], ""OUT"" => [""C05917""], ""IN"" => [""C02110""], ""MEAN_MA"" => 10.0, ""DIFF"" => 0, ""EQUATION"" => ""C02110 <=> C05917"", ""RCLASS"" => Any[""RC01826""])"
