first,second
rn:R01739,"Dict{String, Any}(""MA_IN"" => Any[6, 33], ""MAIN_PAIRS"" => Any[""RC00001:C00005_C00006"", ""RC00084:C00257_C06473""], ""ENZYME"" => 1, ""MA_OUT"" => Any[6, 31], ""OUT"" => [""C06473"", ""C00005"", ""C00080""], ""IN"" => [""C00257"", ""C00006""], ""MEAN_MA"" => 19.0, ""DIFF"" => -2, ""EQUATION"" => ""C00257 + C00006 <=> C06473 + C00005 + C00080"", ""RCLASS"" => Any[""RC00001"", ""RC00084""])"
rn:R01057,"Dict{String, Any}(""MA_IN"" => Any[9], ""MAIN_PAIRS"" => Any[""RC00408:C00117_C00620""], ""ENZYME"" => 5, ""MA_OUT"" => Any[9], ""OUT"" => [""C00117""], ""IN"" => [""C00620""], ""MEAN_MA"" => 9.0, ""DIFF"" => 0, ""EQUATION"" => ""C00620 <=> C00117"", ""RCLASS"" => Any[""RC00408""])"
rn:R01844,"Dict{String, Any}(""MA_IN"" => Any[20, 6], ""MAIN_PAIRS"" => Any[""RC00002:C00002_C00008"", ""RC00608:C02076_C05382""], ""ENZYME"" => 2, ""MA_OUT"" => Any[19, 10], ""OUT"" => [""C00008"", ""C05382""], ""IN"" => [""C00002"", ""C02076""], ""MEAN_MA"" => 13.75, ""DIFF"" => 3, ""EQUATION"" => ""C00002 + C02076 <=> C00008 + C05382"", ""RCLASS"" => Any[""RC00002"", ""RC00608""])"
rn:R01528,"Dict{String, Any}(""MA_IN"" => Any[10, 33], ""MAIN_PAIRS"" => Any[""RC00001:C00005_C00006"", ""RC00539:C00199_C00345""], ""ENZYME"" => 1, ""MA_OUT"" => Any[9, 31], ""OUT"" => [""C00199"", ""C00011"", ""C00005"", ""C00080""], ""IN"" => [""C00345"", ""C00006""], ""MEAN_MA"" => 20.75, ""DIFF"" => -3, ""EQUATION"" => ""C00345 + C00006 <=> C00199 + C00011 + C00005 + C00080"", ""RCLASS"" => Any[""RC00001"", ""RC00539""])"
rn:R10408,"Dict{String, Any}(""MA_IN"" => Any[10], ""MAIN_PAIRS"" => Any[""RC00544:C04442_C20589""], ""ENZYME"" => 4, ""MA_OUT"" => Any[11], ""OUT"" => [""C04442"", ""C00014""], ""IN"" => [""C20589""], ""MEAN_MA"" => 10.5, ""DIFF"" => 1, ""EQUATION"" => ""C20589 <=> C04442 + C00014"", ""RCLASS"" => Any[""RC00544""])"
rn:R13199,"Dict{String, Any}(""MA_IN"" => Any[10], ""MAIN_PAIRS"" => Any[""RC00376:C00085_C00668""], ""ENZYME"" => 5, ""MA_OUT"" => Any[10], ""OUT"" => [""C00085""], ""IN"" => [""C00668""], ""MEAN_MA"" => 10.0, ""DIFF"" => 0, ""EQUATION"" => ""C00668 <=> C00085"", ""RCLASS"" => Any[""RC00376""])"
rn:R10324,"Dict{String, Any}(""MA_IN"" => Any[3], ""MAIN_PAIRS"" => Any[""RC00242:C00258_C00577""], ""ENZYME"" => 1, ""MA_OUT"" => Any[4], ""OUT"" => [""C00258"", ""C00030""], ""IN"" => [""C00577"", ""C00001"", ""C00028""], ""MEAN_MA"" => 3.5, ""DIFF"" => 1, ""EQUATION"" => ""C00577 + C00001 + C00028 <=> C00258 + C00030"", ""RCLASS"" => Any[""RC00242""])"
rn:R10615,"Dict{String, Any}(""MA_IN"" => Any[3, 33], ""MAIN_PAIRS"" => Any[""RC00001:C00005_C00006"", ""RC00242:C00258_C00577""], ""ENZYME"" => 1, ""MA_OUT"" => Any[4, 31], ""OUT"" => [""C00258"", ""C00005"", ""C00080""], ""IN"" => [""C00577"", ""C00006"", ""C00001""], ""MEAN_MA"" => 17.75, ""DIFF"" => -1, ""EQUATION"" => ""C00577 + C00006 + C00001 <=> C00258 + C00005 + C00080"", ""RCLASS"" => Any[""RC00001"", ""RC00242""])"
rn:R01051,"Dict{String, Any}(""MA_IN"" => Any[20, 5], ""MAIN_PAIRS"" => Any[""RC00002:C00002_C00008"", ""RC00017:C00117_C00121""], ""ENZYME"" => 2, ""MA_OUT"" => Any[19, 9], ""OUT"" => [""C00008"", ""C00117""], ""IN"" => [""C00002"", ""C00121""], ""MEAN_MA"" => 13.25, ""DIFF"" => 3, ""EQUATION"" => ""C00002 + C00121 <=> C00008 + C00117"", ""RCLASS"" => Any[""RC00002"", ""RC00017""])"
rn:R01737,"Dict{String, Any}(""MA_IN"" => Any[20, 6], ""MAIN_PAIRS"" => Any[""RC00002:C00002_C00008"", ""RC00017:C00257_C00345""], ""ENZYME"" => 2, ""MA_OUT"" => Any[19, 10], ""OUT"" => [""C00008"", ""C00345""], ""IN"" => [""C00002"", ""C00257""], ""MEAN_MA"" => 13.75, ""DIFF"" => 3, ""EQUATION"" => ""C00002 + C00257 <=> C00008 + C00345"", ""RCLASS"" => Any[""RC00002"", ""RC00017""])"
rn:R01520,"Dict{String, Any}(""MA_IN"" => Any[6, 33], ""MAIN_PAIRS"" => Any[""RC00001:C00003_C00004"", ""RC00066:C00198_C00221""], ""ENZYME"" => 1, ""MA_OUT"" => Any[6, 30], ""OUT"" => [""C00198"", ""C00004"", ""C00080""], ""IN"" => [""C00221"", ""C00003""], ""MEAN_MA"" => 18.75, ""DIFF"" => -3, ""EQUATION"" => ""C00221 + C00003 <=> C00198 + C00004 + C00080"", ""RCLASS"" => Any[""RC00001"", ""RC00066""])"
