first,second
rn:R00760,"Dict{String, Any}(""MA_IN"" => Any[20, 6], ""MAIN_PAIRS"" => Any[""RC00002:C00002_C00008"", ""RC00017:C00085_C00095""], ""ENZYME"" => 2, ""MA_OUT"" => Any[19, 10], ""OUT"" => [""C00008"", ""C00085""], ""IN"" => [""C00002"", ""C00095""], ""MEAN_MA"" => 13.75, ""DIFF"" => 3, ""EQUATION"" => ""C00002 + C00095 <=> C00008 + C00085"", ""RCLASS"" => Any[""RC00002"", ""RC00017""])"
rn:R11310,"Dict{String, Any}(""MA_IN"" => Any[10], ""MAIN_PAIRS"" => Any[""RC00408:C00092_C00663""], ""ENZYME"" => 5, ""MA_OUT"" => Any[10], ""OUT"" => [""C00092""], ""IN"" => [""C00663""], ""MEAN_MA"" => 10.0, ""DIFF"" => 0, ""EQUATION"" => ""C00663 <=> C00092"", ""RCLASS"" => Any[""RC00408""])"
rn:R00960,"Dict{String, Any}(""MA_IN"" => Any[10], ""MAIN_PAIRS"" => Any[""RC00017:C00103_C01231"", ""RC00078:C00031_C00103""], ""ENZYME"" => 2, ""MA_OUT"" => Any[10, 6], ""OUT"" => [""C01231"", ""C00031""], ""IN"" => [""C00103""], ""MEAN_MA"" => 9.0, ""DIFF"" => 6, ""EQUATION"" => ""2 C00103 <=> C01231 + C00031"", ""RCLASS"" => Any[""RC00017"", ""RC00078""])"
rn:R00308,"Dict{String, Any}(""MA_IN"" => Any[7], ""MAIN_PAIRS"" => Any[""RC00467:C00031_C00965""], ""ENZYME"" => 3, ""MA_OUT"" => Any[6, 7], ""OUT"" => [""C00031"", ""C00965""], ""IN"" => [""C00965"", ""C00001""], ""MEAN_MA"" => 6.75, ""DIFF"" => 6, ""EQUATION"" => ""C00965 + C00001 <=> C00031 + C00965"", ""RCLASS"" => Any[""RC00467""])"
rn:R10784,"Dict{String, Any}(""MA_IN"" => Any[15], ""MAIN_PAIRS"" => Any[""RC03278:C01725_C06215""], ""ENZYME"" => 3, ""MA_OUT"" => Any[15, 7], ""OUT"" => [""C06215"", ""C01725""], ""IN"" => [""C06215"", ""C00001""], ""MEAN_MA"" => 13.0, ""DIFF"" => 7, ""EQUATION"" => ""C06215 + C00001 <=> C06215 + C01725"", ""RCLASS"" => Any[""RC03278""])"
rn:R00028,"Dict{String, Any}(""MA_IN"" => Any[7], ""MAIN_PAIRS"" => Any[""RC00049:C00031_C00208""], ""ENZYME"" => 3, ""MA_OUT"" => Any[6], ""OUT"" => [""C00031""], ""IN"" => [""C00208"", ""C00001""], ""MEAN_MA"" => 6.5, ""DIFF"" => -1, ""EQUATION"" => ""C00208 + C00001 <=> 2 C00031"", ""RCLASS"" => Any[""RC00049""])"
rn:R00010,"Dict{String, Any}(""MA_IN"" => Any[7], ""MAIN_PAIRS"" => Any[""RC00049:C00031_C01083""], ""ENZYME"" => 3, ""MA_OUT"" => Any[6], ""OUT"" => [""C00031""], ""IN"" => [""C01083"", ""C00001""], ""MEAN_MA"" => 6.5, ""DIFF"" => -1, ""EQUATION"" => ""C01083 + C00001 <=> 2 C00031"", ""RCLASS"" => Any[""RC00049""])"
rn:R01660,"Dict{String, Any}(""MA_IN"" => Any[8, 10], ""MAIN_PAIRS"" => Any[""RC00017:C00103_C01231"", ""RC00043:C00197_C00236""], ""ENZYME"" => 2, ""MA_OUT"" => Any[8, 10], ""OUT"" => [""C00197"", ""C01231""], ""IN"" => [""C00236"", ""C00103""], ""MEAN_MA"" => 9.0, ""DIFF"" => 0, ""EQUATION"" => ""C00236 + C00103 <=> C00197 + C01231"", ""RCLASS"" => Any[""RC00017"", ""RC00043""])"
rn:R00954,"Dict{String, Any}(""MA_IN"" => Any[10], ""MAIN_PAIRS"" => Any[""RC00002:C00103_C00394""], ""ENZYME"" => 2, ""MA_OUT"" => Any[26], ""OUT"" => [""C00013"", ""C00394""], ""IN"" => [""C00044"", ""C00103""], ""MEAN_MA"" => 18.0, ""DIFF"" => 16, ""EQUATION"" => ""C00044 + C00103 <=> C00013 + C00394"", ""RCLASS"" => Any[""RC00002""])"
rn:R09945,"Dict{String, Any}(""MA_IN"" => Any[20, 7], ""MAIN_PAIRS"" => Any[""RC00002:C00002_C00008"", ""RC00078:C00208_C20237""], ""ENZYME"" => 2, ""MA_OUT"" => Any[19, 16], ""OUT"" => [""C00008"", ""C20237""], ""IN"" => [""C00002"", ""C00208""], ""MEAN_MA"" => 15.5, ""DIFF"" => 8, ""EQUATION"" => ""C00002 + C00208 <=> C00008 + C20237"", ""RCLASS"" => Any[""RC00002"", ""RC00078""])"
rn:R00837,"Dict{String, Any}(""MA_IN"" => Any[11], ""MAIN_PAIRS"" => Any[""RC00049:C00031_C00689"", ""RC00049:C00092_C00689""], ""ENZYME"" => 3, ""MA_OUT"" => Any[6, 10], ""OUT"" => [""C00031"", ""C00092""], ""IN"" => [""C00001"", ""C00689""], ""MEAN_MA"" => 9.5, ""DIFF"" => 5, ""EQUATION"" => ""C00001 + C00689 <=> C00031 + C00092"", ""RCLASS"" => Any[""RC00049""])"
rn:R01555,"Dict{String, Any}(""MA_IN"" => Any[7], ""MAIN_PAIRS"" => Any[""RC00049:C00031_C00208""], ""ENZYME"" => 2, ""MA_OUT"" => Any[6], ""OUT"" => [""C00031"", ""C00663""], ""IN"" => [""C00208"", ""C00009""], ""MEAN_MA"" => 6.5, ""DIFF"" => -1, ""EQUATION"" => ""C00208 + C00009 <=> C00031 + C00663"", ""RCLASS"" => Any[""RC00049""])"
rn:R02890,"Dict{String, Any}(""MA_IN"" => Any[19], ""MAIN_PAIRS"" => Any[""RC00005:C00035_C00394""], ""ENZYME"" => 2, ""MA_OUT"" => Any[26], ""OUT"" => [""C00394"", ""C00760""], ""IN"" => [""C00035"", ""C00760""], ""MEAN_MA"" => 22.5, ""DIFF"" => 7, ""EQUATION"" => ""C00035 + C00760 <=> C00394 + C00760"", ""RCLASS"" => Any[""RC00005""])"
rn:R00287,"Dict{String, Any}(""MA_IN"" => Any[22], ""MAIN_PAIRS"" => Any[""RC00002:C00029_C00103"", ""RC00002:C00029_C00105""], ""ENZYME"" => 3, ""MA_OUT"" => Any[15, 10], ""OUT"" => [""C00105"", ""C00103""], ""IN"" => [""C00029"", ""C00001""], ""MEAN_MA"" => 17.25, ""DIFF"" => 3, ""EQUATION"" => ""C00029 + C00001 <=> C00105 + C00103"", ""RCLASS"" => Any[""RC00002""])"
