first,second
rn:R12963,"Dict{String, Any}(""MA_IN"" => Any[39], ""MAIN_PAIRS"" => Any[""RC00049:C01132_C22467"", ""RC00049:C03405_C22467""], ""ENZYME"" => 3, ""MA_OUT"" => Any[31, 9], ""OUT"" => [""C03405"", ""C01132""], ""IN"" => [""C22467"", ""C00001""], ""MEAN_MA"" => 29.5, ""DIFF"" => 1, ""EQUATION"" => ""C22467 + C00001 <=> C03405 + C01132"", ""RCLASS"" => Any[""RC00049""])"
rn:R01891,"Dict{String, Any}(""MA_IN"" => Any[21, 13], ""MAIN_PAIRS"" => Any[""RC00002:C00055_C00307"", ""RC00017:C00195_C00550""], ""ENZYME"" => 2, ""MA_OUT"" => Any[17, 20], ""OUT"" => [""C00055"", ""C00550""], ""IN"" => [""C00307"", ""C00195""], ""MEAN_MA"" => 17.75, ""DIFF"" => 3, ""EQUATION"" => ""C00307 + C00195 <=> C00055 + C00550"", ""RCLASS"" => Any[""RC00002"", ""RC00017""])"
rn:R05112,"Dict{String, Any}(""MA_IN"" => Any[43], ""MAIN_PAIRS"" => Any[""RC00049:C00124_C06136"", ""RC00049:C06135_C06136""], ""ENZYME"" => 3, ""MA_OUT"" => Any[37, 6], ""OUT"" => [""C06135"", ""C00124""], ""IN"" => [""C06136"", ""C00001""], ""MEAN_MA"" => 32.25, ""DIFF"" => 0, ""EQUATION"" => ""C06136 + C00001 <=> C06135 + C00124"", ""RCLASS"" => Any[""RC00049""])"
rn:R01926,"Dict{String, Any}(""MA_IN"" => Any[10, 20], ""MAIN_PAIRS"" => Any[""RC00002:C00002_C00008"", ""RC00017:C00319_C06124""], ""ENZYME"" => 2, ""MA_OUT"" => Any[14, 19], ""OUT"" => [""C06124"", ""C00008""], ""IN"" => [""C00319"", ""C00002""], ""MEAN_MA"" => 15.75, ""DIFF"" => 3, ""EQUATION"" => ""C00319 + C00002 <=> C06124 + C00008"", ""RCLASS"" => Any[""RC00002"", ""RC00017""])"
rn:R01281,"Dict{String, Any}(""MA_IN"" => Any[42, 4], ""MAIN_PAIRS"" => Any[""RC00004:C00010_C00154"", ""RC02725:C00154_C02934"", ""RC02849:C00065_C02934""], ""ENZYME"" => 2, ""MA_OUT"" => Any[8, 32], ""OUT"" => [""C02934"", ""C00010"", ""C00011""], ""IN"" => [""C00154"", ""C00065""], ""MEAN_MA"" => 21.5, ""DIFF"" => -6, ""EQUATION"" => ""C00154 + C00065 <=> C02934 + C00010 + C00011"", ""RCLASS"" => Any[""RC00004"", ""RC02725"", ""RC02849""])"
rn:R06522,"Dict{String, Any}(""MA_IN"" => Any[17], ""MAIN_PAIRS"" => Any[""RC00017:C00195_C02960""], ""ENZYME"" => 3, ""MA_OUT"" => Any[13], ""OUT"" => [""C00195"", ""C00009""], ""IN"" => [""C02960"", ""C00001""], ""MEAN_MA"" => 15.0, ""DIFF"" => -4, ""EQUATION"" => ""C02960 + C00001 <=> C00195 + C00009"", ""RCLASS"" => Any[""RC00017""])"
rn:R03492,"Dict{String, Any}(""MA_IN"" => Any[37], ""MAIN_PAIRS"" => Any[""RC00049:C01132_C06135"", ""RC00049:C01290_C06135""], ""ENZYME"" => 3, ""MA_OUT"" => Any[27, 9], ""OUT"" => [""C01290"", ""C01132""], ""IN"" => [""C06135"", ""C00001""], ""MEAN_MA"" => 27.5, ""DIFF"" => -1, ""EQUATION"" => ""C06135 + C00001 <=> C01290 + C01132"", ""RCLASS"" => Any[""RC00049""])"
rn:R01929,"Dict{String, Any}(""MA_IN"" => Any[21, 10], ""MAIN_PAIRS"" => Any[""RC00002:C00055_C00307"", ""RC00017:C00319_C03640""], ""ENZYME"" => 2, ""MA_OUT"" => Any[17, 18], ""OUT"" => [""C00055"", ""C03640""], ""IN"" => [""C00307"", ""C00319""], ""MEAN_MA"" => 16.5, ""DIFF"" => 4, ""EQUATION"" => ""C00307 + C00319 <=> C00055 + C03640"", ""RCLASS"" => Any[""RC00002"", ""RC00017""])"
rn:R04921,"Dict{String, Any}(""MA_IN"" => Any[20, 13], ""MAIN_PAIRS"" => Any[""RC00002:C00055_C05673"", ""RC00017:C00195_C05681"", ""RC02894:C05673_C05681""], ""ENZYME"" => 2, ""MA_OUT"" => Any[20, 17], ""OUT"" => [""C05681"", ""C00055""], ""IN"" => [""C05673"", ""C00195""], ""MEAN_MA"" => 17.5, ""DIFF"" => 4, ""EQUATION"" => ""C05673 + C00195 <=> C05681 + C00055"", ""RCLASS"" => Any[""RC00002"", ""RC00017"", ""RC02894""])"
rn:R01494,"Dict{String, Any}(""MA_IN"" => Any[13], ""MAIN_PAIRS"" => Any[""RC00064:C00195_C00319"", ""RC00328:C00162_C00195""], ""ENZYME"" => 3, ""MA_OUT"" => Any[2, 10], ""OUT"" => [""C00162"", ""C00319""], ""IN"" => [""C00195"", ""C00001""], ""MEAN_MA"" => 9.5, ""DIFF"" => -1, ""EQUATION"" => ""C00195 + C00001 <=> C00162 + C00319"", ""RCLASS"" => Any[""RC00064"", ""RC00328""])"
