first,second
rn:R02428,"Dict{String, Any}(""MA_IN"" => Any[5], ""MAIN_PAIRS"" => Any[""RC00537:C00502_C02753""], ""ENZYME"" => 3, ""MA_OUT"" => Any[5], ""OUT"" => [""C00502""], ""IN"" => [""C02753"", ""C00001""], ""MEAN_MA"" => 5.0, ""DIFF"" => 0, ""EQUATION"" => ""C02753 + C00001 <=> C00502"", ""RCLASS"" => Any[""RC00537""])"
rn:R12695,"Dict{String, Any}(""MA_IN"" => Any[20, 5], ""MAIN_PAIRS"" => Any[""RC00002:C00002_C00008"", ""RC01069:C00309_C22337""], ""ENZYME"" => 2, ""MA_OUT"" => Any[19, 9], ""OUT"" => [""C00008"", ""C22337""], ""IN"" => [""C00002"", ""C00309""], ""MEAN_MA"" => 13.25, ""DIFF"" => 3, ""EQUATION"" => ""C00002 + C00309 <=> C00008 + C22337"", ""RCLASS"" => Any[""RC00002"", ""RC01069""])"
rn:R01383,"Dict{String, Any}(""MA_IN"" => Any[24, 0], ""MAIN_PAIRS"" => Any[""RC00005:C00015_C00167"", ""RC00529:C01335_C03033"", ""RC02748:C00167_C03033""], ""ENZYME"" => 2, ""MA_OUT"" => Any[16, 8], ""OUT"" => [""C00015"", ""C03033""], ""IN"" => [""C00167"", ""C01335""], ""MEAN_MA"" => 12.0, ""DIFF"" => 0, ""EQUATION"" => ""C00167 + C01335 <=> C00015 + C03033"", ""RCLASS"" => Any[""RC00005"", ""RC00529"", ""RC02748""])"
rn:R02427,"Dict{String, Any}(""MA_IN"" => Any[5], ""MAIN_PAIRS"" => Any[""RC00713:C00502_C02266""], ""ENZYME"" => 3, ""MA_OUT"" => Any[5], ""OUT"" => [""C00502""], ""IN"" => [""C02266"", ""C00001""], ""MEAN_MA"" => 5.0, ""DIFF"" => 0, ""EQUATION"" => ""C02266 + C00001 <=> C00502"", ""RCLASS"" => Any[""RC00713""])"
rn:R01892,"Dict{String, Any}(""MA_IN"" => Any[4, 45], ""MAIN_PAIRS"" => Any[""RC00016:C00125_C00126"", ""RC00102:C00309_C00474""], ""ENZYME"" => 1, ""MA_OUT"" => Any[5, 45], ""OUT"" => [""C00309"", ""C00126"", ""C00080""], ""IN"" => [""C00474"", ""C00125""], ""MEAN_MA"" => 24.75, ""DIFF"" => 1, ""EQUATION"" => ""C00474 + 2 C00125 <=> C00309 + 2 C00126 + 2 C00080"", ""RCLASS"" => Any[""RC00016"", ""RC00102""])"
rn:R07127,"Dict{String, Any}(""MA_IN"" => Any[6, 20], ""MAIN_PAIRS"" => Any[""RC00002:C00002_C00008"", ""RC00017:C00618_C14899""], ""ENZYME"" => 2, ""MA_OUT"" => Any[10, 19], ""OUT"" => [""C14899"", ""C00008""], ""IN"" => [""C00618"", ""C00002""], ""MEAN_MA"" => 13.75, ""DIFF"" => 3, ""EQUATION"" => ""C00618 + C00002 <=> C14899 + C00008"", ""RCLASS"" => Any[""RC00002"", ""RC00017""])"
rn:R02361,"Dict{String, Any}(""MA_IN"" => Any[16], ""MAIN_PAIRS"" => Any[""RC00049:C00470_C00470"", ""RC00705:C00470_C06118""], ""ENZYME"" => 4, ""MA_OUT"" => Any[10, 16], ""OUT"" => [""C06118"", ""C00470""], ""IN"" => [""C00470""], ""MEAN_MA"" => 14.5, ""DIFF"" => 10, ""EQUATION"" => ""C00470 <=> C06118 + C00470"", ""RCLASS"" => Any[""RC00049"", ""RC00705""])"
rn:R02454,"Dict{String, Any}(""MA_IN"" => Any[6, 33], ""MAIN_PAIRS"" => Any[""RC00001:C00003_C00004"", ""RC00085:C00514_C00905""], ""ENZYME"" => 1, ""MA_OUT"" => Any[7, 30], ""OUT"" => [""C00905"", ""C00004"", ""C00080""], ""IN"" => [""C00514"", ""C00003""], ""MEAN_MA"" => 19.0, ""DIFF"" => -2, ""EQUATION"" => ""C00514 + C00003 <=> C00905 + C00004 + C00080"", ""RCLASS"" => Any[""RC00001"", ""RC00085""])"
rn:R01526,"Dict{String, Any}(""MA_IN"" => Any[20, 5], ""MAIN_PAIRS"" => Any[""RC00002:C00002_C00008"", ""RC00538:C00199_C00309""], ""ENZYME"" => 2, ""MA_OUT"" => Any[19, 9], ""OUT"" => [""C00008"", ""C00199""], ""IN"" => [""C00002"", ""C00309""], ""MEAN_MA"" => 13.25, ""DIFF"" => 3, ""EQUATION"" => ""C00002 + C00309 <=> C00008 + C00199"", ""RCLASS"" => Any[""RC00002"", ""RC00538""])"
rn:R01577,"Dict{String, Any}(""MA_IN"" => Any[5], ""MAIN_PAIRS"" => Any[""RC00516:C00216_C00309""], ""ENZYME"" => 5, ""MA_OUT"" => Any[5], ""OUT"" => [""C00309""], ""IN"" => [""C00216""], ""MEAN_MA"" => 5.0, ""DIFF"" => 0, ""EQUATION"" => ""C00216 <=> C00309"", ""RCLASS"" => Any[""RC00516""])"
