first,second
rn:R00066,"Dict{String, Any}(""MA_IN"" => Any[15], ""MAIN_PAIRS"" => Any[""RC00958:C00255_C04332"", ""RC00960:C04332_C04732""], ""ENZYME"" => 2, ""MA_OUT"" => Any[19, 11], ""OUT"" => [""C00255"", ""C04732""], ""IN"" => [""C04332""], ""MEAN_MA"" => 15.0, ""DIFF"" => 15, ""EQUATION"" => ""2 C04332 <=> C00255 + C04732"", ""RCLASS"" => Any[""RC00958"", ""RC00960""])"
rn:R07306,"Dict{String, Any}(""MA_IN"" => Any[20], ""MAIN_PAIRS"" => Any[""RC01790:C00044_C15563""], ""ENZYME"" => 3, ""MA_OUT"" => Any[18], ""OUT"" => [""C15563"", ""C00009""], ""IN"" => [""C00044"", ""C00001""], ""MEAN_MA"" => 19.0, ""DIFF"" => -2, ""EQUATION"" => ""C00044 + 3 C00001 <=> C15563 + 2 C00009"", ""RCLASS"" => Any[""RC01790""])"
rn:R09083,"Dict{String, Any}(""MA_IN"" => Any[22], ""MAIN_PAIRS"" => Any[""RC00435:C00279_C01847"", ""RC02413:C01847_C03114""], ""ENZYME"" => 1, ""MA_OUT"" => Any[8, 8], ""OUT"" => [""C03114"", ""C00279"", ""C00001""], ""IN"" => [""C01847"", ""C00007""], ""MEAN_MA"" => 15.0, ""DIFF"" => -6, ""EQUATION"" => ""C01847 + C00007 <=> C03114 + C00279 + C00001"", ""RCLASS"" => Any[""RC00435"", ""RC02413""])"
rn:R11225,"Dict{String, Any}(""MA_IN"" => Any[22], ""MAIN_PAIRS"" => Any[""RC03392:C01847_C21215""], ""ENZYME"" => 2, ""MA_OUT"" => Any[26], ""OUT"" => [""C21215"", ""C00009""], ""IN"" => [""C21214"", ""C01847""], ""MEAN_MA"" => 24.0, ""DIFF"" => 4, ""EQUATION"" => ""C21214 + C01847 <=> C21215 + C00009"", ""RCLASS"" => Any[""RC03392""])"
rn:R03458,"Dict{String, Any}(""MA_IN"" => Any[15, 33], ""MAIN_PAIRS"" => Any[""RC00001:C00005_C00006"", ""RC00933:C01268_C04454""], ""ENZYME"" => 1, ""MA_OUT"" => Any[16, 31], ""OUT"" => [""C01268"", ""C00005"", ""C00080""], ""IN"" => [""C04454"", ""C00006""], ""MEAN_MA"" => 23.75, ""DIFF"" => -1, ""EQUATION"" => ""C04454 + C00006 <=> C01268 + C00005 + C00080"", ""RCLASS"" => Any[""RC00001"", ""RC00933""])"
rn:R09374,"Dict{String, Any}(""MA_IN"" => Any[18], ""MAIN_PAIRS"" => Any[""RC00263:C01304_C15563"", ""RC00323:C00058_C15563""], ""ENZYME"" => 3, ""MA_OUT"" => Any[17, 1], ""OUT"" => [""C01304"", ""C00058""], ""IN"" => [""C15563"", ""C00001""], ""MEAN_MA"" => 13.5, ""DIFF"" => 0, ""EQUATION"" => ""C15563 + C00001 <=> C01304 + C00058"", ""RCLASS"" => Any[""RC00263"", ""RC00323""])"
rn:R05707,"Dict{String, Any}(""MA_IN"" => Any[17, 33], ""MAIN_PAIRS"" => Any[""RC00001:C00005_C00006"", ""RC00126:C00255_C01007""], ""ENZYME"" => 1, ""MA_OUT"" => Any[19, 31], ""OUT"" => [""C00255"", ""C00005"", ""C00080""], ""IN"" => [""C01007"", ""C00006""], ""MEAN_MA"" => 25.0, ""DIFF"" => 0, ""EQUATION"" => ""C01007 + C00006 <=> C00255 + C00005 + C00080"", ""RCLASS"" => Any[""RC00001"", ""RC00126""])"
rn:R05705,"Dict{String, Any}(""MA_IN"" => Any[22, 33], ""MAIN_PAIRS"" => Any[""RC00001:C00003_C00004"", ""RC00126:C00061_C01847""], ""ENZYME"" => 1, ""MA_OUT"" => Any[22, 30], ""OUT"" => [""C00061"", ""C00004"", ""C00080""], ""IN"" => [""C01847"", ""C00003""], ""MEAN_MA"" => 26.75, ""DIFF"" => -3, ""EQUATION"" => ""C01847 + C00003 <=> C00061 + C00004 + C00080"", ""RCLASS"" => Any[""RC00001"", ""RC00126""])"
rn:R07281,"Dict{String, Any}(""MA_IN"" => Any[9], ""MAIN_PAIRS"" => Any[""RC01792:C00058_C00199"", ""RC01815:C00199_C15556""], ""ENZYME"" => 4, ""MA_OUT"" => Any[8, 1], ""OUT"" => [""C15556"", ""C00058""], ""IN"" => [""C00199""], ""MEAN_MA"" => 6.75, ""DIFF"" => 0, ""EQUATION"" => ""C00199 <=> C15556 + C00058"", ""RCLASS"" => Any[""RC01792"", ""RC01815""])"
rn:R12896,"Dict{String, Any}(""MA_IN"" => Any[9], ""MAIN_PAIRS"" => Any[""RC00002:C00235_C21214""], ""ENZYME"" => 3, ""MA_OUT"" => Any[8], ""OUT"" => [""C21214"", ""C00009""], ""IN"" => [""C00235"", ""C00001""], ""MEAN_MA"" => 8.5, ""DIFF"" => -1, ""EQUATION"" => ""C00235 + C00001 <=> C21214 + C00009"", ""RCLASS"" => Any[""RC00002""])"
