first,second
rn:R03383,"Dict{String, Any}(""MA_IN"" => Any[4, 32], ""MAIN_PAIRS"" => Any[""RC00004:C00010_C01213"", ""RC00137:C01213_C02170""], ""ENZYME"" => 6, ""MA_OUT"" => Any[39], ""OUT"" => [""C01213"", ""C00020"", ""C00013""], ""IN"" => [""C02170"", ""C00010"", ""C00002""], ""MEAN_MA"" => 28.5, ""DIFF"" => 3, ""EQUATION"" => ""C02170 + C00010 + C00002 <=> C01213 + C00020 + C00013"", ""RCLASS"" => Any[""RC00004"", ""RC00137""])"
rn:R02085,"Dict{String, Any}(""MA_IN"" => Any[41], ""MAIN_PAIRS"" => Any[""RC02416:C00356_C03231""], ""ENZYME"" => 4, ""MA_OUT"" => Any[40], ""OUT"" => [""C03231"", ""C00001""], ""IN"" => [""C00356""], ""MEAN_MA"" => 40.5, ""DIFF"" => -1, ""EQUATION"" => ""C00356 <=> C03231 + C00001"", ""RCLASS"" => Any[""RC02416""])"
rn:R04138,"Dict{String, Any}(""MA_IN"" => Any[20, 39, 2], ""MAIN_PAIRS"" => Any[""RC00002:C00002_C00008"", ""RC00367:C00288_C03231"", ""RC00942:C03069_C03231""], ""ENZYME"" => 6, ""MA_OUT"" => Any[19, 40], ""OUT"" => [""C00008"", ""C00009"", ""C03231""], ""IN"" => [""C00002"", ""C03069"", ""C00288""], ""MEAN_MA"" => 24.916666666666664, ""DIFF"" => -2, ""EQUATION"" => ""C00002 + C03069 + C00288 <=> C00008 + C00009 + C03231"", ""RCLASS"" => Any[""RC00002"", ""RC00367"", ""RC00942""])"
rn:R01978,"Dict{String, Any}(""MA_IN"" => Any[41, 32], ""MAIN_PAIRS"" => Any[""RC00004:C00010_C00024"", ""RC00503:C00332_C00356""], ""ENZYME"" => 2, ""MA_OUT"" => Any[37, 39], ""OUT"" => [""C00024"", ""C00001"", ""C00332""], ""IN"" => [""C00356"", ""C00010""], ""MEAN_MA"" => 37.25, ""DIFF"" => 3, ""EQUATION"" => ""C00356 + C00010 <=> C00024 + C00001 + C00332"", ""RCLASS"" => Any[""RC00004"", ""RC00503""])"
rn:R07160,"Dict{String, Any}(""MA_IN"" => Any[5, 32], ""MAIN_PAIRS"" => Any[""RC00004:C00010_C00630"", ""RC02856:C00141_C00630""], ""ENZYME"" => 1, ""MA_OUT"" => Any[37], ""OUT"" => [""C00630"", ""C00011"", ""C00138"", ""C00080""], ""IN"" => [""C00141"", ""C00010"", ""C00139""], ""MEAN_MA"" => 27.75, ""DIFF"" => 0, ""EQUATION"" => ""C00141 + C00010 + 2 C00139 <=> C00630 + C00011 + 2 C00138 + C00080"", ""RCLASS"" => Any[""RC00004"", ""RC02856""])"
rn:R00927,"Dict{String, Any}(""MA_IN"" => Any[37, 37], ""MAIN_PAIRS"" => Any[""RC00004:C00010_C00024"", ""RC00405:C00100_C03344""], ""ENZYME"" => 2, ""MA_OUT"" => Any[32, 39], ""OUT"" => [""C00010"", ""C03344""], ""IN"" => [""C00100"", ""C00024""], ""MEAN_MA"" => 36.25, ""DIFF"" => -3, ""EQUATION"" => ""C00100 + C00024 <=> C00010 + C03344"", ""RCLASS"" => Any[""RC00004"", ""RC00405""])"
rn:R07601,"Dict{String, Any}(""MA_IN"" => Any[6, 18], ""MAIN_PAIRS"" => Any[""RC00027:C00068_C15974"", ""RC02743:C00233_C15974""], ""ENZYME"" => 1, ""MA_OUT"" => Any[21], ""OUT"" => [""C15974"", ""C00011""], ""IN"" => [""C00233"", ""C00068""], ""MEAN_MA"" => 16.5, ""DIFF"" => -3, ""EQUATION"" => ""C00233 + C00068 <=> C15974 + C00011"", ""RCLASS"" => Any[""RC00027"", ""RC02743""])"
rn:R01088,"Dict{String, Any}(""MA_IN"" => Any[6, 33], ""MAIN_PAIRS"" => Any[""RC00001:C00003_C00004"", ""RC00006:C00123_C00233""], ""ENZYME"" => 1, ""MA_OUT"" => Any[6, 30], ""OUT"" => [""C00233"", ""C00014"", ""C00004"", ""C00080""], ""IN"" => [""C00123"", ""C00001"", ""C00003""], ""MEAN_MA"" => 18.75, ""DIFF"" => -3, ""EQUATION"" => ""C00123 + C00001 + C00003 <=> C00233 + C00014 + C00004 + C00080"", ""RCLASS"" => Any[""RC00001"", ""RC00006""])"
rn:R04203,"Dict{String, Any}(""MA_IN"" => Any[38, 33], ""MAIN_PAIRS"" => Any[""RC00001:C00003_C00004"", ""RC00525:C03344_C04405""], ""ENZYME"" => 1, ""MA_OUT"" => Any[39, 30], ""OUT"" => [""C03344"", ""C00004"", ""C00080""], ""IN"" => [""C04405"", ""C00003""], ""MEAN_MA"" => 35.0, ""DIFF"" => -2, ""EQUATION"" => ""C04405 + C00003 <=> C03344 + C00004 + C00080"", ""RCLASS"" => Any[""RC00001"", ""RC00525""])"
rn:R00410,"Dict{String, Any}(""MA_IN"" => Any[40, 4], ""MAIN_PAIRS"" => Any[""RC00014:C00042_C00091"", ""RC00014:C00164_C00332""], ""ENZYME"" => 2, ""MA_OUT"" => Any[4, 39], ""OUT"" => [""C00042"", ""C00332""], ""IN"" => [""C00091"", ""C00164""], ""MEAN_MA"" => 21.75, ""DIFF"" => -1, ""EQUATION"" => ""C00091 + C00164 <=> C00042 + C00332"", ""RCLASS"" => Any[""RC00014""])"
rn:R07604,"Dict{String, Any}(""MA_IN"" => Any[21, 9], ""MAIN_PAIRS"" => Any[""RC00027:C00068_C15978"", ""RC00627:C15972_C15979"", ""RC02953:C15978_C15979""], ""ENZYME"" => 1, ""MA_OUT"" => Any[11, 18], ""OUT"" => [""C15979"", ""C00068""], ""IN"" => [""C15978"", ""C15972""], ""MEAN_MA"" => 14.75, ""DIFF"" => -1, ""EQUATION"" => ""C15978 + C15972 <=> C15979 + C00068"", ""RCLASS"" => Any[""RC00027"", ""RC00627"", ""RC02953""])"
rn:R07599,"Dict{String, Any}(""MA_IN"" => Any[5, 18], ""MAIN_PAIRS"" => Any[""RC00027:C00068_C15976"", ""RC02949:C00141_C15976""], ""ENZYME"" => 1, ""MA_OUT"" => Any[21], ""OUT"" => [""C15976"", ""C00011""], ""IN"" => [""C00141"", ""C00068""], ""MEAN_MA"" => 16.25, ""DIFF"" => -2, ""EQUATION"" => ""C00141 + C00068 <=> C15976 + C00011"", ""RCLASS"" => Any[""RC00027"", ""RC02949""])"
rn:R08567,"Dict{String, Any}(""MA_IN"" => Any[6, 32], ""MAIN_PAIRS"" => Any[""RC00004:C00010_C15980"", ""RC02856:C00671_C15980""], ""ENZYME"" => 1, ""MA_OUT"" => Any[38], ""OUT"" => [""C15980"", ""C00011"", ""C00138"", ""C00080""], ""IN"" => [""C00671"", ""C00010"", ""C00139""], ""MEAN_MA"" => 28.5, ""DIFF"" => 0, ""EQUATION"" => ""C00671 + C00010 + 2 C00139 <=> C15980 + C00011 + 2 C00138 + C00080"", ""RCLASS"" => Any[""RC00004"", ""RC02856""])"
