first,second
rn:R09497,"Dict{String, Any}(""MA_IN"" => Any[2], ""MAIN_PAIRS"" => Any[""RC02812:C00088_C00244""], ""ENZYME"" => 1, ""MA_OUT"" => Any[1], ""OUT"" => [""C00088"", ""C15602"", ""C00001""], ""IN"" => [""C00244"", ""C15603""], ""MEAN_MA"" => 1.5, ""DIFF"" => -1, ""EQUATION"" => ""C00244 + C15603 <=> C00088 + C15602 + C00001"", ""RCLASS"" => Any[""RC02812""])"
rn:R00798,"Dict{String, Any}(""MA_IN"" => Any[1], ""MAIN_PAIRS"" => Any[""RC02812:C00088_C00244""], ""ENZYME"" => 1, ""MA_OUT"" => Any[2], ""OUT"" => [""C00244"", ""C00030""], ""IN"" => [""C00088"", ""C00028"", ""C00001""], ""MEAN_MA"" => 1.5, ""DIFF"" => 1, ""EQUATION"" => ""C00088 + C00028 + C00001 <=> C00244 + C00030"", ""RCLASS"" => Any[""RC02812""])"
rn:R05712,"Dict{String, Any}(""MA_IN"" => Any[1, 45], ""MAIN_PAIRS"" => Any[""RC00016:C00125_C00126"", ""RC00176:C00014_C00088""], ""ENZYME"" => 1, ""MA_OUT"" => Any[1, 45], ""OUT"" => [""C00088"", ""C00126"", ""C00080""], ""IN"" => [""C00014"", ""C00001"", ""C00125""], ""MEAN_MA"" => 23.0, ""DIFF"" => 0, ""EQUATION"" => ""C00014 + 2 C00001 + 6 C00125 <=> C00088 + 6 C00126 + 6 C00080"", ""RCLASS"" => Any[""RC00016"", ""RC00176""])"
rn:R00540,"Dict{String, Any}(""MA_IN"" => Any[1], ""MAIN_PAIRS"" => Any[""RC00325:C00060_C00726"", ""RC02811:C00014_C00726""], ""ENZYME"" => 3, ""MA_OUT"" => Any[2, 1], ""OUT"" => [""C00060"", ""C00014""], ""IN"" => [""C00726"", ""C00001""], ""MEAN_MA"" => 1.25, ""DIFF"" => 2, ""EQUATION"" => ""C00726 + 2 C00001 <=> C00060 + C00014"", ""RCLASS"" => Any[""RC00325"", ""RC02811""])"
rn:R05185,"Dict{String, Any}(""MA_IN"" => Any[20, 0], ""MAIN_PAIRS"" => Any[""RC00002:C00002_C00008"", ""RC02891:C00014_C00697""], ""ENZYME"" => 1, ""MA_OUT"" => Any[19, 1], ""OUT"" => [""C00009"", ""C00008"", ""C00139"", ""C00014"", ""C00282""], ""IN"" => [""C00002"", ""C00697"", ""C00138"", ""C00080"", ""C00001""], ""MEAN_MA"" => 10.0, ""DIFF"" => 0, ""EQUATION"" => ""16 C00002 + C00697 + 8 C00138 + 8 C00080 + 16 C00001 <=> 16 C00009 + 16 C00008 + 8 C00139 + 2 C00014 + C00282"", ""RCLASS"" => Any[""RC00002"", ""RC02891""])"
rn:R00796,"Dict{String, Any}(""MA_IN"" => Any[1, 33], ""MAIN_PAIRS"" => Any[""RC00001:C00005_C00006"", ""RC02812:C00088_C00244""], ""ENZYME"" => 1, ""MA_OUT"" => Any[2, 31], ""OUT"" => [""C00244"", ""C00005"", ""C00080""], ""IN"" => [""C00088"", ""C00006"", ""C00001""], ""MEAN_MA"" => 16.75, ""DIFF"" => -1, ""EQUATION"" => ""C00088 + C00006 + C00001 <=> C00244 + C00005 + C00080"", ""RCLASS"" => Any[""RC00001"", ""RC02812""])"
rn:R00524,"Dict{String, Any}(""MA_IN"" => Any[1], ""MAIN_PAIRS"" => Any[""RC02432:C00058_C00488"", ""RC02810:C00014_C00488""], ""ENZYME"" => 3, ""MA_OUT"" => Any[1, 1], ""OUT"" => [""C00058"", ""C00014""], ""IN"" => [""C00488"", ""C00001""], ""MEAN_MA"" => 1.0, ""DIFF"" => 1, ""EQUATION"" => ""C00488 + C00001 <=> C00058 + C00014"", ""RCLASS"" => Any[""RC02432"", ""RC02810""])"
rn:R00294,"Dict{String, Any}(""MA_IN"" => Any[0, 45], ""MAIN_PAIRS"" => Any[""RC00016:C00125_C00126"", ""RC02794:C00533_C00887""], ""ENZYME"" => 1, ""MA_OUT"" => Any[1, 45], ""OUT"" => [""C00887"", ""C00125"", ""C00001""], ""IN"" => [""C00533"", ""C00126"", ""C00080""], ""MEAN_MA"" => 22.75, ""DIFF"" => 1, ""EQUATION"" => ""2 C00533 + 2 C00126 + 2 C00080 <=> C00887 + 2 C00125 + C00001"", ""RCLASS"" => Any[""RC00016"", ""RC02794""])"
rn:R09446,"Dict{String, Any}(""MA_IN"" => Any[0, 31], ""MAIN_PAIRS"" => Any[""RC00001:C00005_C00006"", ""RC02794:C00533_C00887""], ""ENZYME"" => 1, ""MA_OUT"" => Any[1, 33], ""OUT"" => [""C00887"", ""C00006"", ""C00001""], ""IN"" => [""C00533"", ""C00005"", ""C00080""], ""MEAN_MA"" => 16.25, ""DIFF"" => 3, ""EQUATION"" => ""2 C00533 + C00005 + C00080 <=> C00887 + C00006 + C00001"", ""RCLASS"" => Any[""RC00001"", ""RC02794""])"
rn:R09808,"Dict{String, Any}(""MA_IN"" => Any[0], ""MAIN_PAIRS"" => Any[""RC02794:C00533_C00887""], ""ENZYME"" => 1, ""MA_OUT"" => Any[1], ""OUT"" => [""C00887"", ""C00697""], ""IN"" => [""C00533"", ""C19935""], ""MEAN_MA"" => 0.5, ""DIFF"" => 1, ""EQUATION"" => ""C00533 + C19935 <=> C00887 + C00697"", ""RCLASS"" => Any[""RC02794""])"
rn:R12084,"Dict{String, Any}(""MA_IN"" => Any[0], ""MAIN_PAIRS"" => Any[""RC02891:C00014_C00697""], ""ENZYME"" => 1, ""MA_OUT"" => Any[1], ""OUT"" => [""C00139"", ""C00282"", ""C00014"", ""C00008"", ""C00009""], ""IN"" => [""C00138"", ""C00080"", ""C00697"", ""C00002"", ""C00001""], ""MEAN_MA"" => 0.5, ""DIFF"" => 1, ""EQUATION"" => ""12 C00138 + 12 C00080 + C00697 + 40 C00002 + 40 C00001 <=> 12 C00139 + 3 C00282 + 2 C00014 + 40 C00008 + 40 C00009"", ""RCLASS"" => Any[""RC02891""])"
rn:R00114,"Dict{String, Any}(""MA_IN"" => Any[5, 33], ""MAIN_PAIRS"" => Any[""RC00001:C00005_C00006"", ""RC00006:C00025_C00026"", ""RC00010:C00025_C00064""], ""ENZYME"" => 1, ""MA_OUT"" => Any[6, 5, 31], ""OUT"" => [""C00064"", ""C00026"", ""C00005"", ""C00080""], ""IN"" => [""C00025"", ""C00006""], ""MEAN_MA"" => 16.5, ""DIFF"" => 4, ""EQUATION"" => ""2 C00025 + C00006 <=> C00064 + C00026 + C00005 + C00080"", ""RCLASS"" => Any[""RC00001"", ""RC00006"", ""RC00010""])"
rn:R00794,"Dict{String, Any}(""MA_IN"" => Any[1, 33], ""MAIN_PAIRS"" => Any[""RC00001:C00003_C00004"", ""RC02812:C00088_C00244""], ""ENZYME"" => 1, ""MA_OUT"" => Any[2, 30], ""OUT"" => [""C00244"", ""C00004"", ""C00080""], ""IN"" => [""C00088"", ""C00003"", ""C00001""], ""MEAN_MA"" => 16.5, ""DIFF"" => -2, ""EQUATION"" => ""C00088 + C00003 + C00001 <=> C00244 + C00004 + C00080"", ""RCLASS"" => Any[""RC00001"", ""RC02812""])"
rn:R10388,"Dict{String, Any}(""MA_IN"" => Any[2, 0], ""MAIN_PAIRS"" => Any[""RC02755:C00007_C00027"", ""RC03154:C00088_C06058""], ""ENZYME"" => 1, ""MA_OUT"" => Any[1, 0], ""OUT"" => [""C00071"", ""C00088"", ""C00027""], ""IN"" => [""C06058"", ""C00001"", ""C00007""], ""MEAN_MA"" => 0.75, ""DIFF"" => -1, ""EQUATION"" => ""C06058 + C00001 + C00007 <=> C00071 + C00088 + C00027"", ""RCLASS"" => Any[""RC02755"", ""RC03154""])"
rn:R09996,"Dict{String, Any}(""MA_IN"" => Any[0], ""MAIN_PAIRS"" => Any[""RC03008:C00533_C00697""], ""ENZYME"" => NaN, ""MA_OUT"" => Any[0], ""OUT"" => [""C00697"", ""C00007""], ""IN"" => [""C00533""], ""MEAN_MA"" => 0.0, ""DIFF"" => 0, ""EQUATION"" => ""2 C00533 <=> C00697 + C00007"", ""RCLASS"" => Any[""RC03008""])"
rn:R10230,"Dict{String, Any}(""MA_IN"" => Any[0], ""MAIN_PAIRS"" => Any[""RC00383:C00088_C00192""], ""ENZYME"" => 1, ""MA_OUT"" => Any[1], ""OUT"" => [""C00088"", ""C00001"", ""C00080""], ""IN"" => [""C00192"", ""C00007""], ""MEAN_MA"" => 0.5, ""DIFF"" => 1, ""EQUATION"" => ""C00192 + C00007 <=> C00088 + C00001 + C00080"", ""RCLASS"" => Any[""RC00383""])"
rn:R00149,"Dict{String, Any}(""MA_IN"" => Any[20, 1], ""MAIN_PAIRS"" => Any[""RC00002:C00002_C00008"", ""RC02804:C00014_C00169""], ""ENZYME"" => 6, ""MA_OUT"" => Any[19, 6], ""OUT"" => [""C00008"", ""C00009"", ""C00169""], ""IN"" => [""C00002"", ""C00014"", ""C00011"", ""C00001""], ""MEAN_MA"" => 11.5, ""DIFF"" => 4, ""EQUATION"" => ""2 C00002 + C00014 + C00011 + C00001 <=> 2 C00008 + C00009 + C00169"", ""RCLASS"" => Any[""RC00002"", ""RC02804""])"
rn:R00143,"Dict{String, Any}(""MA_IN"" => Any[1, 33], ""MAIN_PAIRS"" => Any[""RC00001:C00003_C00004"", ""RC02797:C00014_C00192""], ""ENZYME"" => 1, ""MA_OUT"" => Any[0, 30], ""OUT"" => [""C00192"", ""C00004"", ""C00080""], ""IN"" => [""C00014"", ""C00003"", ""C00001""], ""MEAN_MA"" => 16.0, ""DIFF"" => -4, ""EQUATION"" => ""C00014 + C00003 + C00001 <=> C00192 + C00004 + C00080"", ""RCLASS"" => Any[""RC00001"", ""RC02797""])"
rn:R10389,"Dict{String, Any}(""MA_IN"" => Any[2, 0], ""MAIN_PAIRS"" => Any[""RC02755:C00007_C00027"", ""RC03154:C00088_C06058""], ""ENZYME"" => 1, ""MA_OUT"" => Any[1, 0], ""OUT"" => [""C01450"", ""C00088"", ""C00027""], ""IN"" => [""C06058"", ""C00001"", ""C00007""], ""MEAN_MA"" => 0.75, ""DIFF"" => -1, ""EQUATION"" => ""C06058 + C00001 + C00007 <=> C01450 + C00088 + C00027"", ""RCLASS"" => Any[""RC02755"", ""RC03154""])"
