first,second
rn:R11178,"Dict{String, Any}(""MA_IN"" => Any[10], ""MAIN_PAIRS"" => Any[""RC03023:C19569_C20361""], ""ENZYME"" => NaN, ""MA_OUT"" => Any[10], ""OUT"" => [""C19569"", ""C00218""], ""IN"" => [""C20361"", ""C00001""], ""MEAN_MA"" => 10.0, ""DIFF"" => 0, ""EQUATION"" => ""C20361 + C00001 <=> C19569 + C00218"", ""RCLASS"" => Any[""RC03023""])"
rn:R07221,"Dict{String, Any}(""MA_IN"" => Any[7, 0], ""MAIN_PAIRS"" => Any[""RC01860:C01020_C15523"", ""RC02755:C00007_C00027""], ""ENZYME"" => 1, ""MA_OUT"" => Any[8, 0], ""OUT"" => [""C15523"", ""C00027""], ""IN"" => [""C01020"", ""C00001"", ""C00007""], ""MEAN_MA"" => 3.75, ""DIFF"" => 1, ""EQUATION"" => ""C01020 + C00001 + C00007 <=> C15523 + C00027"", ""RCLASS"" => Any[""RC01860"", ""RC02755""])"
rn:R02322,"Dict{String, Any}(""MA_IN"" => Any[17], ""MAIN_PAIRS"" => Any[""RC00100:C00455_C01185""], ""ENZYME"" => 3, ""MA_OUT"" => Any[16], ""OUT"" => [""C01185"", ""C00014""], ""IN"" => [""C00455"", ""C00001""], ""MEAN_MA"" => 16.5, ""DIFF"" => -1, ""EQUATION"" => ""C00455 + C00001 <=> C01185 + C00014"", ""RCLASS"" => Any[""RC00100""])"
rn:R10102,"Dict{String, Any}(""MA_IN"" => Any[6, 0], ""MAIN_PAIRS"" => Any[""RC00060:C00334_C15987"", ""RC00557:C00067_C15987"", ""RC02755:C00007_C00027""], ""ENZYME"" => 1, ""MA_OUT"" => Any[5, 0, 0], ""OUT"" => [""C00334"", ""C00067"", ""C00027""], ""IN"" => [""C15987"", ""C00007"", ""C00001""], ""MEAN_MA"" => 2.3333333333333335, ""DIFF"" => -1, ""EQUATION"" => ""C15987 + C00007 + C00001 <=> C00334 + C00067 + C00027"", ""RCLASS"" => Any[""RC00060"", ""RC00557"", ""RC02755""])"
rn:R02323,"Dict{String, Any}(""MA_IN"" => Any[17], ""MAIN_PAIRS"" => Any[""RC00017:C00455_C03150""], ""ENZYME"" => 3, ""MA_OUT"" => Any[13], ""OUT"" => [""C03150"", ""C00009""], ""IN"" => [""C00455"", ""C00001""], ""MEAN_MA"" => 15.0, ""DIFF"" => -4, ""EQUATION"" => ""C00455 + C00001 <=> C03150 + C00009"", ""RCLASS"" => Any[""RC00017""])"
rn:R00104,"Dict{String, Any}(""MA_IN"" => Any[20, 33], ""MAIN_PAIRS"" => Any[""RC00002:C00002_C00008"", ""RC00078:C00003_C00006""], ""ENZYME"" => 2, ""MA_OUT"" => Any[19, 33], ""OUT"" => [""C00008"", ""C00006""], ""IN"" => [""C00002"", ""C00003""], ""MEAN_MA"" => 26.25, ""DIFF"" => -1, ""EQUATION"" => ""C00002 + C00003 <=> C00008 + C00006"", ""RCLASS"" => Any[""RC00002"", ""RC00078""])"
rn:R07407,"Dict{String, Any}(""MA_IN"" => Any[5, 33], ""MAIN_PAIRS"" => Any[""RC00001:C00005_C00006"", ""RC02566:C00049_C05840""], ""ENZYME"" => 1, ""MA_OUT"" => Any[5, 31], ""OUT"" => [""C05840"", ""C00005"", ""C00080""], ""IN"" => [""C00049"", ""C00006""], ""MEAN_MA"" => 18.5, ""DIFF"" => -2, ""EQUATION"" => ""C00049 + C00006 <=> C05840 + C00005 + C00080"", ""RCLASS"" => Any[""RC00001"", ""RC02566""])"
rn:R07947,"Dict{String, Any}(""MA_IN"" => Any[12], ""MAIN_PAIRS"" => Any[""RC02086:C15986_C16151""], ""ENZYME"" => NaN, ""MA_OUT"" => Any[11], ""OUT"" => [""C16151"", ""C00001""], ""IN"" => [""C15986""], ""MEAN_MA"" => 11.5, ""DIFF"" => -1, ""EQUATION"" => ""C15986 <=> C16151 + C00001"", ""RCLASS"" => Any[""RC02086""])"
rn:R09126,"Dict{String, Any}(""MA_IN"" => Any[7], ""MAIN_PAIRS"" => Any[""RC00323:C00058_C18232"", ""RC02431:C01596_C18232""], ""ENZYME"" => 3, ""MA_OUT"" => Any[5, 1], ""OUT"" => [""C01596"", ""C00058""], ""IN"" => [""C18232"", ""C00001""], ""MEAN_MA"" => 5.0, ""DIFF"" => -1, ""EQUATION"" => ""C18232 + C00001 <=> C01596 + C00058"", ""RCLASS"" => Any[""RC00323"", ""RC02431""])"
rn:R13176,"Dict{String, Any}(""MA_IN"" => Any[31], ""MAIN_PAIRS"" => Any[""RC00001:C00005_C00006""], ""ENZYME"" => 7, ""MA_OUT"" => Any[33], ""OUT"" => [""C00006"", ""C00004"", ""C00080""], ""IN"" => [""C00005"", ""C00003"", ""C00080""], ""MEAN_MA"" => 32.0, ""DIFF"" => 2, ""EQUATION"" => ""C00005 + C00003 + C00080 <=> C00006 + C00004 + C00080"", ""RCLASS"" => Any[""RC00001""])"
rn:R07986,"Dict{String, Any}(""MA_IN"" => Any[5], ""MAIN_PAIRS"" => Any[""RC01917:C02930_C16390""], ""ENZYME"" => NaN, ""MA_OUT"" => Any[5], ""OUT"" => [""C02930"", ""C00001""], ""IN"" => [""C16390""], ""MEAN_MA"" => 5.0, ""DIFF"" => 0, ""EQUATION"" => ""C16390 <=> C02930 + C00001"", ""RCLASS"" => Any[""RC01917""])"
rn:R10131,"Dict{String, Any}(""MA_IN"" => Any[10, 33], ""MAIN_PAIRS"" => Any[""RC00001:C00003_C00004"", ""RC03053:C16152_C20381""], ""ENZYME"" => 1, ""MA_OUT"" => Any[9, 30], ""OUT"" => [""C16152"", ""C00004"", ""C00080""], ""IN"" => [""C20381"", ""C00003""], ""MEAN_MA"" => 20.5, ""DIFF"" => -4, ""EQUATION"" => ""C20381 + C00003 <=> C16152 + C00004 + C00080"", ""RCLASS"" => Any[""RC00001"", ""RC03053""])"
rn:R02295,"Dict{String, Any}(""MA_IN"" => Any[12], ""MAIN_PAIRS"" => Any[""RC00033:C00253_C05841""], ""ENZYME"" => 2, ""MA_OUT"" => Any[7], ""OUT"" => [""C00253"", ""C00620"", ""C00080""], ""IN"" => [""C05841"", ""C00009""], ""MEAN_MA"" => 9.5, ""DIFF"" => -5, ""EQUATION"" => ""C05841 + C00009 <=> C00253 + C00620 + C00080"", ""RCLASS"" => Any[""RC00033""])"
rn:R03164,"Dict{String, Any}(""MA_IN"" => Any[7], ""MAIN_PAIRS"" => Any[""RC02422:C01020_C04226""], ""ENZYME"" => 1, ""MA_OUT"" => Any[7], ""OUT"" => [""C04226"", ""C00139""], ""IN"" => [""C01020"", ""C00138""], ""MEAN_MA"" => 7.0, ""DIFF"" => 0, ""EQUATION"" => ""C01020 + C00138 <=> C04226 + C00139"", ""RCLASS"" => Any[""RC02422""])"
rn:R09473,"Dict{String, Any}(""MA_IN"" => Any[7], ""MAIN_PAIRS"" => Any[""RC00589:C00253_C01020""], ""ENZYME"" => 1, ""MA_OUT"" => Any[7], ""OUT"" => [""C01020"", ""C00924"", ""C00080""], ""IN"" => [""C00253"", ""C00001"", ""C00923""], ""MEAN_MA"" => 7.0, ""DIFF"" => 0, ""EQUATION"" => ""C00253 + C00001 + 2 C00923 <=> C01020 + 2 C00924 + 2 C00080"", ""RCLASS"" => Any[""RC00589""])"
rn:R00112,"Dict{String, Any}(""MA_IN"" => Any[31, 33], ""MAIN_PAIRS"" => Any[""RC00001:C00003_C00004"", ""RC00001:C00005_C00006""], ""ENZYME"" => 1, ""MA_OUT"" => Any[33, 30], ""OUT"" => [""C00006"", ""C00004""], ""IN"" => [""C00005"", ""C00003""], ""MEAN_MA"" => 31.75, ""DIFF"" => -1, ""EQUATION"" => ""C00005 + C00003 <=> C00006 + C00004"", ""RCLASS"" => Any[""RC00001""])"
rn:R02294,"Dict{String, Any}(""MA_IN"" => Any[13], ""MAIN_PAIRS"" => Any[""RC00033:C00153_C03150""], ""ENZYME"" => 2, ""MA_OUT"" => Any[7], ""OUT"" => [""C00153"", ""C00620""], ""IN"" => [""C03150"", ""C00009""], ""MEAN_MA"" => 10.0, ""DIFF"" => -6, ""EQUATION"" => ""C03150 + C00009 <=> C00153 + C00620"", ""RCLASS"" => Any[""RC00033""])"
rn:R07514,"Dict{String, Any}(""MA_IN"" => Any[11], ""MAIN_PAIRS"" => Any[""RC01860:C01297_C15986""], ""ENZYME"" => 1, ""MA_OUT"" => Any[12], ""OUT"" => [""C15986"", ""C00030""], ""IN"" => [""C01297"", ""C00028"", ""C00001""], ""MEAN_MA"" => 11.5, ""DIFF"" => 1, ""EQUATION"" => ""C01297 + C00028 + C00001 <=> C15986 + C00030"", ""RCLASS"" => Any[""RC01860""])"
rn:R01268,"Dict{String, Any}(""MA_IN"" => Any[7], ""MAIN_PAIRS"" => Any[""RC00100:C00153_C00253""], ""ENZYME"" => 3, ""MA_OUT"" => Any[7], ""OUT"" => [""C00253"", ""C00014""], ""IN"" => [""C00153"", ""C00001""], ""MEAN_MA"" => 7.0, ""DIFF"" => 0, ""EQUATION"" => ""C00153 + C00001 <=> C00253 + C00014"", ""RCLASS"" => Any[""RC00100""])"
