first,second
rn:R01911,"Dict{String, Any}(""MA_IN"" => Any[8], ""MAIN_PAIRS"" => Any[""RC00017:C00314_C00627""], ""ENZYME"" => 3, ""MA_OUT"" => Any[12], ""OUT"" => [""C00627"", ""C00001""], ""IN"" => [""C00314"", ""C00009""], ""MEAN_MA"" => 10.0, ""DIFF"" => 4, ""EQUATION"" => ""C00314 + C00009 <=> C00627 + C00001"", ""RCLASS"" => Any[""RC00017""])"
rn:R01708,"Dict{String, Any}(""MA_IN"" => Any[8, 33], ""MAIN_PAIRS"" => Any[""RC00001:C00005_C00006"", ""RC00116:C00250_C00314""], ""ENZYME"" => 1, ""MA_OUT"" => Any[9, 31], ""OUT"" => [""C00250"", ""C00005"", ""C00080""], ""IN"" => [""C00314"", ""C00006""], ""MEAN_MA"" => 20.25, ""DIFF"" => -1, ""EQUATION"" => ""C00314 + C00006 <=> C00250 + C00005 + C00080"", ""RCLASS"" => Any[""RC00001"", ""RC00116""])"
rn:R04570,"Dict{String, Any}(""MA_IN"" => Any[9, 31], ""MAIN_PAIRS"" => Any[""RC00001:C00005_C00006"", ""RC01178:C04690_C04773""], ""ENZYME"" => 1, ""MA_OUT"" => Any[9, 33], ""OUT"" => [""C04690"", ""C00006""], ""IN"" => [""C04773"", ""C00007"", ""C00005"", ""C00080""], ""MEAN_MA"" => 20.5, ""DIFF"" => 2, ""EQUATION"" => ""C04773 + C00007 + C00005 + C00080 <=> C04690 + C00006"", ""RCLASS"" => Any[""RC00001"", ""RC01178""])"
rn:R01710,"Dict{String, Any}(""MA_IN"" => Any[9, 0], ""MAIN_PAIRS"" => Any[""RC00048:C00250_C00534"", ""RC02755:C00007_C00027""], ""ENZYME"" => 1, ""MA_OUT"" => Any[9, 0], ""OUT"" => [""C00250"", ""C00014"", ""C00027""], ""IN"" => [""C00534"", ""C00001"", ""C00007""], ""MEAN_MA"" => 4.5, ""DIFF"" => 0, ""EQUATION"" => ""C00534 + C00001 + C00007 <=> C00250 + C00014 + C00027"", ""RCLASS"" => Any[""RC00048"", ""RC02755""])"
rn:R01825,"Dict{String, Any}(""MA_IN"" => Any[8, 33], ""MAIN_PAIRS"" => Any[""RC00001:C00003_C00004"", ""RC00242:C00279_C03393""], ""ENZYME"" => 1, ""MA_OUT"" => Any[9, 30], ""OUT"" => [""C03393"", ""C00004"", ""C00080""], ""IN"" => [""C00279"", ""C00003"", ""C00001""], ""MEAN_MA"" => 20.0, ""DIFF"" => -2, ""EQUATION"" => ""C00279 + C00003 + C00001 <=> C03393 + C00004 + C00080"", ""RCLASS"" => Any[""RC00001"", ""RC00242""])"
rn:R01712,"Dict{String, Any}(""MA_IN"" => Any[9, 3], ""MAIN_PAIRS"" => Any[""RC00008:C00022_C00041"", ""RC00048:C00250_C00534""], ""ENZYME"" => 2, ""MA_OUT"" => Any[9, 4], ""OUT"" => [""C00250"", ""C00041""], ""IN"" => [""C00534"", ""C00022""], ""MEAN_MA"" => 6.25, ""DIFF"" => 1, ""EQUATION"" => ""C00534 + C00022 <=> C00250 + C00041"", ""RCLASS"" => Any[""RC00008"", ""RC00048""])"
rn:R02493,"Dict{String, Any}(""MA_IN"" => Any[20, 9], ""MAIN_PAIRS"" => Any[""RC00002:C00002_C00008"", ""RC00017:C00534_C00647""], ""ENZYME"" => 2, ""MA_OUT"" => Any[19, 13], ""OUT"" => [""C00008"", ""C00647""], ""IN"" => [""C00002"", ""C00534""], ""MEAN_MA"" => 15.25, ""DIFF"" => 3, ""EQUATION"" => ""C00002 + C00534 <=> C00008 + C00647"", ""RCLASS"" => Any[""RC00002"", ""RC00017""])"
rn:R01909,"Dict{String, Any}(""MA_IN"" => Any[20, 8], ""MAIN_PAIRS"" => Any[""RC00002:C00002_C00008"", ""RC00017:C00314_C00627""], ""ENZYME"" => 2, ""MA_OUT"" => Any[19, 12], ""OUT"" => [""C00008"", ""C00627""], ""IN"" => [""C00002"", ""C00314""], ""MEAN_MA"" => 14.75, ""DIFF"" => 3, ""EQUATION"" => ""C00002 + C00314 <=> C00008 + C00627"", ""RCLASS"" => Any[""RC00002"", ""RC00017""])"
rn:R01910,"Dict{String, Any}(""MA_IN"" => Any[8, 0], ""MAIN_PAIRS"" => Any[""RC00116:C00314_C06051"", ""RC02755:C00007_C00027""], ""ENZYME"" => 1, ""MA_OUT"" => Any[9, 0], ""OUT"" => [""C06051"", ""C00027""], ""IN"" => [""C00314"", ""C00007""], ""MEAN_MA"" => 4.25, ""DIFF"" => 1, ""EQUATION"" => ""C00314 + C00007 <=> C06051 + C00027"", ""RCLASS"" => Any[""RC00116"", ""RC02755""])"
rn:R00278,"Dict{String, Any}(""MA_IN"" => Any[12, 0], ""MAIN_PAIRS"" => Any[""RC00116:C00018_C00627"", ""RC02755:C00007_C00027""], ""ENZYME"" => 1, ""MA_OUT"" => Any[0, 13], ""OUT"" => [""C00027"", ""C00018""], ""IN"" => [""C00627"", ""C00007""], ""MEAN_MA"" => 6.25, ""DIFF"" => 1, ""EQUATION"" => ""C00627 + C00007 <=> C00027 + C00018"", ""RCLASS"" => Any[""RC00116"", ""RC02755""])"
