first,second
rn:R05832,"Dict{String, Any}(""MA_IN"" => Any[16], ""MAIN_PAIRS"" => Any[""RC00661:C01512_C11636""], ""ENZYME"" => 1, ""MA_OUT"" => Any[15], ""OUT"" => [""C01512"", ""C03161"", ""C00001""], ""IN"" => [""C11636"", ""C03024"", ""C00007""], ""MEAN_MA"" => 15.5, ""DIFF"" => -1, ""EQUATION"" => ""C11636 + C03024 + C00007 <=> C01512 + C03161 + C00001"", ""RCLASS"" => Any[""RC00661""])"
rn:R10834,"Dict{String, Any}(""MA_IN"" => Any[22, 9], ""MAIN_PAIRS"" => Any[""RC00005:C00015_C00029"", ""RC00049:C11636_C20789""], ""ENZYME"" => 2, ""MA_OUT"" => Any[16, 16], ""OUT"" => [""C00015"", ""C11636""], ""IN"" => [""C00029"", ""C20789""], ""MEAN_MA"" => 15.75, ""DIFF"" => 1, ""EQUATION"" => ""C00029 + C20789 <=> C00015 + C11636"", ""RCLASS"" => Any[""RC00005"", ""RC00049""])"
rn:R02994,"Dict{String, Any}(""MA_IN"" => Any[5, 33], ""MAIN_PAIRS"" => Any[""RC00001:C00003_C00004"", ""RC00127:C00848_C03092""], ""ENZYME"" => 1, ""MA_OUT"" => Any[6, 30], ""OUT"" => [""C00848"", ""C00004"", ""C00080""], ""IN"" => [""C03092"", ""C00003""], ""MEAN_MA"" => 18.5, ""DIFF"" => -2, ""EQUATION"" => ""C03092 + C00003 <=> C00848 + C00004 + C00080"", ""RCLASS"" => Any[""RC00001"", ""RC00127""])"
rn:R09702,"Dict{String, Any}(""MA_IN"" => Any[6], ""MAIN_PAIRS"" => Any[""RC02836:C06074_C11389""], ""ENZYME"" => 4, ""MA_OUT"" => Any[5], ""OUT"" => [""C06074"", ""C00001""], ""IN"" => [""C11389""], ""MEAN_MA"" => 5.5, ""DIFF"" => -1, ""EQUATION"" => ""C11389 <=> C06074 + C00001"", ""RCLASS"" => Any[""RC02836""])"
rn:R09972,"Dict{String, Any}(""MA_IN"" => Any[11], ""MAIN_PAIRS"" => Any[""RC02304:C00341_C06305""], ""ENZYME"" => 4, ""MA_OUT"" => Any[5], ""OUT"" => [""C06305"", ""C00013""], ""IN"" => [""C00341""], ""MEAN_MA"" => 8.0, ""DIFF"" => -6, ""EQUATION"" => ""C00341 <=> C06305 + C00013"", ""RCLASS"" => Any[""RC02304""])"
rn:R03554,"Dict{String, Any}(""MA_IN"" => Any[20, 15], ""MAIN_PAIRS"" => Any[""RC00003:C00019_C00021"", ""RC00460:C01433_C01512""], ""ENZYME"" => 2, ""MA_OUT"" => Any[19, 16], ""OUT"" => [""C00021"", ""C01433""], ""IN"" => [""C00019"", ""C01512""], ""MEAN_MA"" => 17.5, ""DIFF"" => 0, ""EQUATION"" => ""C00019 + C01512 <=> C00021 + C01433"", ""RCLASS"" => Any[""RC00003"", ""RC00460""])"
rn:R02007,"Dict{String, Any}(""MA_IN"" => Any[11], ""MAIN_PAIRS"" => Any[""RC00636:C00341_C03190""], ""ENZYME"" => 5, ""MA_OUT"" => Any[11], ""OUT"" => [""C00341""], ""IN"" => [""C03190""], ""MEAN_MA"" => 11.0, ""DIFF"" => 0, ""EQUATION"" => ""C03190 <=> C00341"", ""RCLASS"" => Any[""RC00636""])"
rn:R07631,"Dict{String, Any}(""MA_IN"" => Any[11], ""MAIN_PAIRS"" => Any[""RC01821:C00341_C11389""], ""ENZYME"" => 4, ""MA_OUT"" => Any[6], ""OUT"" => [""C11389"", ""C00013""], ""IN"" => [""C00341"", ""C00001""], ""MEAN_MA"" => 8.5, ""DIFF"" => -5, ""EQUATION"" => ""C00341 + C00001 <=> C11389 + C00013"", ""RCLASS"" => Any[""RC01821""])"
rn:R08785,"Dict{String, Any}(""MA_IN"" => Any[6], ""MAIN_PAIRS"" => Any[""RC01137:C01500_C17621""], ""ENZYME"" => 1, ""MA_OUT"" => Any[7], ""OUT"" => [""C17621"", ""C03161"", ""C00001""], ""IN"" => [""C01500"", ""C03024"", ""C00007""], ""MEAN_MA"" => 6.5, ""DIFF"" => 1, ""EQUATION"" => ""C01500 + C03024 + C00007 <=> C17621 + C03161 + C00001"", ""RCLASS"" => Any[""RC01137""])"
rn:R05833,"Dict{String, Any}(""MA_IN"" => Any[15], ""MAIN_PAIRS"" => Any[""RC00954:C01512_C01957""], ""ENZYME"" => 1, ""MA_OUT"" => Any[17], ""OUT"" => [""C01957"", ""C03161"", ""C00001""], ""IN"" => [""C01512"", ""C03024"", ""C00007""], ""MEAN_MA"" => 16.0, ""DIFF"" => 2, ""EQUATION"" => ""C01512 + C03024 + C00007 <=> C01957 + C03161 + 2 C00001"", ""RCLASS"" => Any[""RC00954""])"
