first,second
rn:R07064,"Dict{String, Any}(""MA_IN"" => Any[14], ""MAIN_PAIRS"" => Any[""RC00037:C00157_C04230"", ""RC00094:C00157_C01595""], ""ENZYME"" => 3, ""MA_OUT"" => Any[13, 9], ""OUT"" => [""C04230"", ""C01595""], ""IN"" => [""C00157"", ""C00001""], ""MEAN_MA"" => 12.5, ""DIFF"" => 8, ""EQUATION"" => ""C00157 + C00001 <=> C04230 + C01595"", ""RCLASS"" => Any[""RC00037"", ""RC00094""])"
rn:R07063,"Dict{String, Any}(""MA_IN"" => Any[9], ""MAIN_PAIRS"" => Any[""RC00917:C01595_C06426""], ""ENZYME"" => 1, ""MA_OUT"" => Any[9], ""OUT"" => [""C06426"", ""C00028"", ""C00001""], ""IN"" => [""C01595"", ""C00030"", ""C00007""], ""MEAN_MA"" => 9.0, ""DIFF"" => 0, ""EQUATION"" => ""C01595 + C00030 + C00007 <=> C06426 + C00028 + 2 C00001"", ""RCLASS"" => Any[""RC00917""])"
rn:R07057,"Dict{String, Any}(""MA_IN"" => Any[9], ""MAIN_PAIRS"" => Any[""RC00561:C01595_C14827""], ""ENZYME"" => 1, ""MA_OUT"" => Any[11], ""OUT"" => [""C14827""], ""IN"" => [""C01595"", ""C00007""], ""MEAN_MA"" => 10.0, ""DIFF"" => 2, ""EQUATION"" => ""C01595 + C00007 <=> C14827"", ""RCLASS"" => Any[""RC00561""])"
rn:R07056,"Dict{String, Any}(""MA_IN"" => Any[9, 31], ""MAIN_PAIRS"" => Any[""RC00001:C00005_C00006"", ""RC01711:C01595_C14826""], ""ENZYME"" => 1, ""MA_OUT"" => Any[9, 33], ""OUT"" => [""C14826"", ""C00006"", ""C00001""], ""IN"" => [""C01595"", ""C00007"", ""C00005"", ""C00080""], ""MEAN_MA"" => 20.5, ""DIFF"" => 2, ""EQUATION"" => ""C01595 + C00007 + C00005 + C00080 <=> C14826 + C00006 + C00001"", ""RCLASS"" => Any[""RC00001"", ""RC01711""])"
rn:R09811,"Dict{String, Any}(""MA_IN"" => Any[9], ""MAIN_PAIRS"" => Any[""RC02662:C01595_C19937""], ""ENZYME"" => 1, ""MA_OUT"" => Any[11], ""OUT"" => [""C19937""], ""IN"" => [""C01595"", ""C00007""], ""MEAN_MA"" => 10.0, ""DIFF"" => 2, ""EQUATION"" => ""C01595 + C00007 <=> C19937"", ""RCLASS"" => Any[""RC02662""])"
rn:R07061,"Dict{String, Any}(""MA_IN"" => Any[9], ""MAIN_PAIRS"" => Any[""RC01716:C01595_C14831""], ""ENZYME"" => 1, ""MA_OUT"" => Any[11], ""OUT"" => [""C14831""], ""IN"" => [""C01595"", ""C00007""], ""MEAN_MA"" => 10.0, ""DIFF"" => 2, ""EQUATION"" => ""C01595 + C00007 <=> C14831"", ""RCLASS"" => Any[""RC01716""])"
rn:R07122,"Dict{String, Any}(""MA_IN"" => Any[10], ""MAIN_PAIRS"" => Any[""RC01757:C14825_C14828""], ""ENZYME"" => 3, ""MA_OUT"" => Any[10], ""OUT"" => [""C14828""], ""IN"" => [""C14825"", ""C00001""], ""MEAN_MA"" => 10.0, ""DIFF"" => 0, ""EQUATION"" => ""C14825 + C00001 <=> C14828"", ""RCLASS"" => Any[""RC01757""])"
rn:R07055,"Dict{String, Any}(""MA_IN"" => Any[9, 31], ""MAIN_PAIRS"" => Any[""RC00001:C00005_C00006"", ""RC01711:C01595_C14825""], ""ENZYME"" => 1, ""MA_OUT"" => Any[10, 33], ""OUT"" => [""C14825"", ""C00006"", ""C00001""], ""IN"" => [""C01595"", ""C00007"", ""C00005"", ""C00080""], ""MEAN_MA"" => 20.75, ""DIFF"" => 3, ""EQUATION"" => ""C01595 + C00007 + C00005 + C00080 <=> C14825 + C00006 + C00001"", ""RCLASS"" => Any[""RC00001"", ""RC01711""])"
rn:R03627,"Dict{String, Any}(""MA_IN"" => Any[9], ""MAIN_PAIRS"" => Any[""RC00968:C01595_C04056""], ""ENZYME"" => 5, ""MA_OUT"" => Any[9], ""OUT"" => [""C04056""], ""IN"" => [""C01595""], ""MEAN_MA"" => 9.0, ""DIFF"" => 0, ""EQUATION"" => ""C01595 <=> C04056"", ""RCLASS"" => Any[""RC00968""])"
rn:R07121,"Dict{String, Any}(""MA_IN"" => Any[9], ""MAIN_PAIRS"" => Any[""RC01757:C14826_C14829""], ""ENZYME"" => 3, ""MA_OUT"" => Any[9], ""OUT"" => [""C14829""], ""IN"" => [""C14826"", ""C00001""], ""MEAN_MA"" => 9.0, ""DIFF"" => 0, ""EQUATION"" => ""C14826 + C00001 <=> C14829"", ""RCLASS"" => Any[""RC01757""])"
rn:R07062,"Dict{String, Any}(""MA_IN"" => Any[11], ""MAIN_PAIRS"" => Any[""RC01737:C07354_C14831""], ""ENZYME"" => 5, ""MA_OUT"" => Any[11], ""OUT"" => [""C07354""], ""IN"" => [""C14831""], ""MEAN_MA"" => 11.0, ""DIFF"" => 0, ""EQUATION"" => ""C14831 <=> C07354"", ""RCLASS"" => Any[""RC01737""])"
rn:R05718,"Dict{String, Any}(""MA_IN"" => Any[9], ""MAIN_PAIRS"" => Any[""RC01456:C01595_C07338""], ""ENZYME"" => 1, ""MA_OUT"" => Any[11], ""OUT"" => [""C07338""], ""IN"" => [""C01595"", ""C00007""], ""MEAN_MA"" => 10.0, ""DIFF"" => 2, ""EQUATION"" => ""C01595 + C00007 <=> C07338"", ""RCLASS"" => Any[""RC01456""])"
rn:R05740,"Dict{String, Any}(""MA_IN"" => Any[9], ""MAIN_PAIRS"" => Any[""RC01462:C01595_C07289""], ""ENZYME"" => 1, ""MA_OUT"" => Any[10], ""OUT"" => [""C07289"", ""C00996"", ""C00001""], ""IN"" => [""C01595"", ""C00999"", ""C00007"", ""C00080""], ""MEAN_MA"" => 9.5, ""DIFF"" => 1, ""EQUATION"" => ""C01595 + 2 C00999 + C00007 + 2 C00080 <=> C07289 + 2 C00996 + 2 C00001"", ""RCLASS"" => Any[""RC01462""])"
