first,second
rn:R09839,"Dict{String, Any}(""MA_IN"" => Any[42, 32], ""MAIN_PAIRS"" => Any[""RC00004:C00010_C14144"", ""RC00326:C00024_C19945"", ""RC03003:C14144_C19945""], ""ENZYME"" => 2, ""MA_OUT"" => Any[39, 37], ""OUT"" => [""C14144"", ""C00024""], ""IN"" => [""C19945"", ""C00010""], ""MEAN_MA"" => 37.5, ""DIFF"" => 2, ""EQUATION"" => ""C19945 + C00010 <=> C14144 + C00024"", ""RCLASS"" => Any[""RC00004"", ""RC00326"", ""RC03003""])"
rn:R07294,"Dict{String, Any}(""MA_IN"" => Any[41], ""MAIN_PAIRS"" => Any[""RC00004:C00010_C15524"", ""RC01903:C02137_C15524""], ""ENZYME"" => 3, ""MA_OUT"" => Any[7, 32], ""OUT"" => [""C02137"", ""C00010""], ""IN"" => [""C15524"", ""C00001""], ""MEAN_MA"" => 30.25, ""DIFF"" => -2, ""EQUATION"" => ""C15524 + C00001 <=> C02137 + C00010"", ""RCLASS"" => Any[""RC00004"", ""RC01903""])"
rn:R00688,"Dict{String, Any}(""MA_IN"" => Any[9, 33], ""MAIN_PAIRS"" => Any[""RC00001:C00003_C00004"", ""RC00006:C00079_C00166""], ""ENZYME"" => 1, ""MA_OUT"" => Any[8, 30], ""OUT"" => [""C00166"", ""C00014"", ""C00004"", ""C00080""], ""IN"" => [""C00079"", ""C00001"", ""C00003""], ""MEAN_MA"" => 20.0, ""DIFF"" => -4, ""EQUATION"" => ""C00079 + C00001 + C00003 <=> C00166 + C00014 + C00004 + C00080"", ""RCLASS"" => Any[""RC00001"", ""RC00006""])"
rn:R09836,"Dict{String, Any}(""MA_IN"" => Any[41], ""MAIN_PAIRS"" => Any[""RC02667:C19946_C19975""], ""ENZYME"" => 3, ""MA_OUT"" => Any[41], ""OUT"" => [""C19946""], ""IN"" => [""C19975"", ""C00001""], ""MEAN_MA"" => 41.0, ""DIFF"" => 0, ""EQUATION"" => ""C19975 + C00001 <=> C19946"", ""RCLASS"" => Any[""RC02667""])"
rn:R06788,"Dict{String, Any}(""MA_IN"" => Any[7], ""MAIN_PAIRS"" => Any[""RC01364:C12623_C12624""], ""ENZYME"" => 1, ""MA_OUT"" => Any[7], ""OUT"" => [""C12624""], ""IN"" => [""C12623"", ""C00007""], ""MEAN_MA"" => 7.0, ""DIFF"" => 0, ""EQUATION"" => ""C12623 + C00007 <=> C12624"", ""RCLASS"" => Any[""RC01364""])"
rn:R00689,"Dict{String, Any}(""MA_IN"" => Any[9, 0], ""MAIN_PAIRS"" => Any[""RC00006:C00079_C00166"", ""RC02755:C00007_C00027""], ""ENZYME"" => 1, ""MA_OUT"" => Any[8, 0], ""OUT"" => [""C00166"", ""C00014"", ""C00027""], ""IN"" => [""C00079"", ""C00001"", ""C00007""], ""MEAN_MA"" => 4.25, ""DIFF"" => -1, ""EQUATION"" => ""C00079 + C00001 + C00007 <=> C00166 + C00014 + C00027"", ""RCLASS"" => Any[""RC00006"", ""RC02755""])"
rn:R02252,"Dict{String, Any}(""MA_IN"" => Any[8, 33], ""MAIN_PAIRS"" => Any[""RC00001:C00003_C00004"", ""RC00669:C00423_C05629""], ""ENZYME"" => 1, ""MA_OUT"" => Any[6, 30], ""OUT"" => [""C00423"", ""C00004"", ""C00080""], ""IN"" => [""C05629"", ""C00003""], ""MEAN_MA"" => 19.25, ""DIFF"" => -5, ""EQUATION"" => ""C05629 + C00003 <=> C00423 + C00004 + C00080"", ""RCLASS"" => Any[""RC00001"", ""RC00669""])"
rn:R00686,"Dict{String, Any}(""MA_IN"" => Any[9], ""MAIN_PAIRS"" => Any[""RC00302:C00079_C02265""], ""ENZYME"" => 5, ""MA_OUT"" => Any[9], ""OUT"" => [""C00020"", ""C00013"", ""C02265""], ""IN"" => [""C00002"", ""C00079"", ""C00001""], ""MEAN_MA"" => 9.0, ""DIFF"" => 0, ""EQUATION"" => ""C00002 + C00079 + C00001 <=> C00020 + C00013 + C02265"", ""RCLASS"" => Any[""RC00302""])"
rn:R00698,"Dict{String, Any}(""MA_IN"" => Any[9], ""MAIN_PAIRS"" => Any[""RC00213:C00079_C02505""], ""ENZYME"" => 1, ""MA_OUT"" => Any[7], ""OUT"" => [""C02505"", ""C00011""], ""IN"" => [""C00079"", ""C00007""], ""MEAN_MA"" => 8.0, ""DIFF"" => -2, ""EQUATION"" => ""C00079 + C00007 <=> C02505 + C00011"", ""RCLASS"" => Any[""RC00213""])"
rn:R06782,"Dict{String, Any}(""MA_IN"" => Any[8, 30], ""MAIN_PAIRS"" => Any[""RC00001:C00003_C00004"", ""RC00098:C05629_C11588""], ""ENZYME"" => 1, ""MA_OUT"" => Any[8, 33], ""OUT"" => [""C11588"", ""C00003""], ""IN"" => [""C05629"", ""C00007"", ""C00004"", ""C00080""], ""MEAN_MA"" => 19.75, ""DIFF"" => 3, ""EQUATION"" => ""C05629 + C00007 + C00004 + C00080 <=> C11588 + C00003"", ""RCLASS"" => Any[""RC00001"", ""RC00098""])"
