first,second
rn:R03428,"Dict{String, Any}(""MA_IN"" => Any[20, 9], ""MAIN_PAIRS"" => Any[""RC00002:C00002_C00008"", ""RC00078:C01243_C01272""], ""ENZYME"" => 2, ""MA_OUT"" => Any[19, 9], ""OUT"" => [""C00008"", ""C01272""], ""IN"" => [""C00002"", ""C01243""], ""MEAN_MA"" => 14.25, ""DIFF"" => -1, ""EQUATION"" => ""C00002 + C01243 <=> C00008 + C01272"", ""RCLASS"" => Any[""RC00002"", ""RC00078""])"
rn:R03435,"Dict{String, Any}(""MA_IN"" => Any[17], ""MAIN_PAIRS"" => Any[""RC00017:C00641_C04637"", ""RC00425:C01245_C04637""], ""ENZYME"" => 3, ""MA_OUT"" => Any[9, 6], ""OUT"" => [""C01245"", ""C00641""], ""IN"" => [""C04637"", ""C00001""], ""MEAN_MA"" => 12.25, ""DIFF"" => -2, ""EQUATION"" => ""C04637 + C00001 <=> C01245 + C00641"", ""RCLASS"" => Any[""RC00017"", ""RC00425""])"
rn:R01183,"Dict{String, Any}(""MA_IN"" => Any[4, 33], ""MAIN_PAIRS"" => Any[""RC00001:C00003_C00004"", ""RC00182:C00137_C00691""], ""ENZYME"" => 1, ""MA_OUT"" => Any[6, 30], ""OUT"" => [""C00691"", ""C00004"", ""C00080""], ""IN"" => [""C00137"", ""C00003""], ""MEAN_MA"" => 18.25, ""DIFF"" => -1, ""EQUATION"" => ""C00137 + C00003 <=> C00691 + C00004 + C00080"", ""RCLASS"" => Any[""RC00001"", ""RC00182""])"
rn:R03363,"Dict{String, Any}(""MA_IN"" => Any[18], ""MAIN_PAIRS"" => Any[""RC00078:C01194_C04549""], ""ENZYME"" => 3, ""MA_OUT"" => Any[14], ""OUT"" => [""C01194"", ""C00009""], ""IN"" => [""C04549"", ""C00001""], ""MEAN_MA"" => 16.0, ""DIFF"" => -4, ""EQUATION"" => ""C04549 + C00001 <=> C01194 + C00009"", ""RCLASS"" => Any[""RC00078""])"
rn:R00706,"Dict{String, Any}(""MA_IN"" => Any[3, 32, 33], ""MAIN_PAIRS"" => Any[""RC00001:C00005_C00006"", ""RC00004:C00010_C00024"", ""RC02723:C00024_C00222""], ""ENZYME"" => 1, ""MA_OUT"" => Any[37, 31], ""OUT"" => [""C00024"", ""C00011"", ""C00005"", ""C00080""], ""IN"" => [""C00222"", ""C00010"", ""C00006""], ""MEAN_MA"" => 28.333333333333336, ""DIFF"" => 0, ""EQUATION"" => ""C00222 + C00010 + C00006 <=> C00024 + C00011 + C00005 + C00080"", ""RCLASS"" => Any[""RC00001"", ""RC00004"", ""RC02723""])"
rn:R04404,"Dict{String, Any}(""MA_IN"" => Any[17], ""MAIN_PAIRS"" => Any[""RC00078:C01277_C04637""], ""ENZYME"" => 3, ""MA_OUT"" => Any[17], ""OUT"" => [""C01277"", ""C00009""], ""IN"" => [""C04637"", ""C00001""], ""MEAN_MA"" => 17.0, ""DIFF"" => 0, ""EQUATION"" => ""C04637 + C00001 <=> C01277 + C00009"", ""RCLASS"" => Any[""RC00078""])"
rn:R03330,"Dict{String, Any}(""MA_IN"" => Any[8], ""MAIN_PAIRS"" => Any[""RC00078:C01177_C04062""], ""ENZYME"" => 3, ""MA_OUT"" => Any[8], ""OUT"" => [""C01177"", ""C00009""], ""IN"" => [""C04062"", ""C00001""], ""MEAN_MA"" => 8.0, ""DIFF"" => 0, ""EQUATION"" => ""C04062 + C00001 <=> C01177 + C00009"", ""RCLASS"" => Any[""RC00078""])"
rn:R07279,"Dict{String, Any}(""MA_IN"" => Any[20, 4], ""MAIN_PAIRS"" => Any[""RC00002:C00002_C00008"", ""RC00078:C00137_C04006""], ""ENZYME"" => 2, ""MA_OUT"" => Any[19, 8], ""OUT"" => [""C00008"", ""C04006""], ""IN"" => [""C00002"", ""C00137""], ""MEAN_MA"" => 12.75, ""DIFF"" => 3, ""EQUATION"" => ""C00002 + C00137 <=> C00008 + C04006"", ""RCLASS"" => Any[""RC00002"", ""RC00078""])"
rn:R05795,"Dict{String, Any}(""MA_IN"" => Any[20, 17], ""MAIN_PAIRS"" => Any[""RC00002:C00002_C00008"", ""RC00078:C01277_C11554""], ""ENZYME"" => 2, ""MA_OUT"" => Any[19, 18], ""OUT"" => [""C00008"", ""C11554""], ""IN"" => [""C00002"", ""C01277""], ""MEAN_MA"" => 18.5, ""DIFF"" => 0, ""EQUATION"" => ""C00002 + C01277 <=> C00008 + C11554"", ""RCLASS"" => Any[""RC00002"", ""RC00078""])"
rn:R05803,"Dict{String, Any}(""MA_IN"" => Any[20, 16], ""MAIN_PAIRS"" => Any[""RC00002:C00002_C00008"", ""RC00078:C04637_C11557""], ""ENZYME"" => 2, ""MA_OUT"" => Any[19, 17], ""OUT"" => [""C00008"", ""C04637""], ""IN"" => [""C00002"", ""C11557""], ""MEAN_MA"" => 18.0, ""DIFF"" => 0, ""EQUATION"" => ""C00002 + C11557 <=> C00008 + C04637"", ""RCLASS"" => Any[""RC00002"", ""RC00078""])"
rn:R09827,"Dict{String, Any}(""MA_IN"" => Any[18], ""MAIN_PAIRS"" => Any[""RC00078:C05981_C11554""], ""ENZYME"" => 3, ""MA_OUT"" => Any[18], ""OUT"" => [""C11554"", ""C00009""], ""IN"" => [""C05981"", ""C00001""], ""MEAN_MA"" => 18.0, ""DIFF"" => 0, ""EQUATION"" => ""C05981 + C00001 <=> C11554 + C00009"", ""RCLASS"" => Any[""RC00078""])"
rn:R11770,"Dict{String, Any}(""MA_IN"" => Any[6], ""MAIN_PAIRS"" => Any[""RC00182:C00691_C21643""], ""ENZYME"" => 1, ""MA_OUT"" => Any[6], ""OUT"" => [""C21643"", ""C00004"", ""C00080""], ""IN"" => [""C00691"", ""C00003""], ""MEAN_MA"" => 6.0, ""DIFF"" => 0, ""EQUATION"" => ""C00691 + C00003 <=> C21643 + C00004 + C00080"", ""RCLASS"" => Any[""RC00182""])"
rn:R09954,"Dict{String, Any}(""MA_IN"" => Any[4, 33], ""MAIN_PAIRS"" => Any[""RC00001:C00005_C00006"", ""RC00182:C00691_C06153""], ""ENZYME"" => 1, ""MA_OUT"" => Any[6, 31], ""OUT"" => [""C00691"", ""C00005"", ""C00080""], ""IN"" => [""C06153"", ""C00006""], ""MEAN_MA"" => 18.5, ""DIFF"" => 0, ""EQUATION"" => ""C06153 + C00006 <=> C00691 + C00005 + C00080"", ""RCLASS"" => Any[""RC00001"", ""RC00182""])"
