first,second
rn:R09498,"Dict{String, Any}(""MA_IN"" => Any[2, 33], ""MAIN_PAIRS"" => Any[""RC00001:C00003_C00004"", ""RC02554:C11142_C11143""], ""ENZYME"" => 1, ""MA_OUT"" => Any[2, 30], ""OUT"" => [""C11142"", ""C00004"", ""C00080""], ""IN"" => [""C11143"", ""C00001"", ""C00003""], ""MEAN_MA"" => 16.75, ""DIFF"" => -3, ""EQUATION"" => ""C11143 + C00001 + C00003 <=> C11142 + C00004 + C00080"", ""RCLASS"" => Any[""RC00001"", ""RC02554""])"
rn:R00509,"Dict{String, Any}(""MA_IN"" => Any[20, 20], ""MAIN_PAIRS"" => Any[""RC00002:C00002_C00008"", ""RC00078:C00053_C00224""], ""ENZYME"" => 2, ""MA_OUT"" => Any[19, 22], ""OUT"" => [""C00008"", ""C00053""], ""IN"" => [""C00002"", ""C00224""], ""MEAN_MA"" => 20.25, ""DIFF"" => 1, ""EQUATION"" => ""C00002 + C00224 <=> C00008 + C00053"", ""RCLASS"" => Any[""RC00002"", ""RC00078""])"
rn:R13452,"Dict{String, Any}(""MA_IN"" => Any[6], ""MAIN_PAIRS"" => Any[""RC00748:C00580_C04022"", ""RC01115:C01013_C04022""], ""ENZYME"" => NaN, ""MA_OUT"" => Any[1, 3], ""OUT"" => [""C00580"", ""C01013""], ""IN"" => [""C04022"", ""C00001""], ""MEAN_MA"" => 4.0, ""DIFF"" => -2, ""EQUATION"" => ""C04022 + C00001 <=> C00580 + C01013"", ""RCLASS"" => Any[""RC00748"", ""RC01115""])"
rn:R09997,"Dict{String, Any}(""MA_IN"" => Any[5], ""MAIN_PAIRS"" => Any[""RC00035:C03576_C03920""], ""ENZYME"" => 2, ""MA_OUT"" => Any[6], ""OUT"" => [""C03920"", ""C00283""], ""IN"" => [""C00409"", ""C03576""], ""MEAN_MA"" => 5.5, ""DIFF"" => 1, ""EQUATION"" => ""C00409 + C03576 <=> C03920 + C00283"", ""RCLASS"" => Any[""RC00035""])"
rn:R10206,"Dict{String, Any}(""MA_IN"" => Any[3, 22], ""MAIN_PAIRS"" => Any[""RC00126:C00061_C01847"", ""RC02556:C00067_C11145""], ""ENZYME"" => 1, ""MA_OUT"" => Any[22, 0], ""OUT"" => [""C00061"", ""C00094"", ""C00001"", ""C00067""], ""IN"" => [""C11145"", ""C01847"", ""C00007""], ""MEAN_MA"" => 11.75, ""DIFF"" => -3, ""EQUATION"" => ""C11145 + C01847 + C00007 <=> C00061 + C00094 + C00001 + C00067"", ""RCLASS"" => Any[""RC00126"", ""RC02556""])"
rn:R08553,"Dict{String, Any}(""MA_IN"" => Any[17, 2, 40], ""MAIN_PAIRS"" => Any[""RC00007:C00020_C00224"", ""RC00126:C00016_C01352"", ""RC02862:C00094_C00224""], ""ENZYME"" => 1, ""MA_OUT"" => Any[20, 41], ""OUT"" => [""C00224"", ""C01352""], ""IN"" => [""C00020"", ""C00094"", ""C00016""], ""MEAN_MA"" => 25.083333333333336, ""DIFF"" => 2, ""EQUATION"" => ""C00020 + C00094 + C00016 <=> C00224 + C01352"", ""RCLASS"" => Any[""RC00007"", ""RC00126"", ""RC02862""])"
rn:R09786,"Dict{String, Any}(""MA_IN"" => Any[1, 30], ""MAIN_PAIRS"" => Any[""RC00001:C00003_C00004"", ""RC02653:C00409_C00580"", ""RC02654:C00067_C00580""], ""ENZYME"" => 1, ""MA_OUT"" => Any[0, 0, 33], ""OUT"" => [""C00409"", ""C00067"", ""C00003"", ""C00001""], ""IN"" => [""C00580"", ""C00007"", ""C00004"", ""C00080""], ""MEAN_MA"" => 13.25, ""DIFF"" => 2, ""EQUATION"" => ""C00580 + C00007 + C00004 + C00080 <=> C00409 + C00067 + C00003 + C00001"", ""RCLASS"" => Any[""RC00001"", ""RC02653"", ""RC02654""])"
rn:R09499,"Dict{String, Any}(""MA_IN"" => Any[1, 45], ""MAIN_PAIRS"" => Any[""RC00016:C00125_C00126"", ""RC00227:C00087_C00283""], ""ENZYME"" => 1, ""MA_OUT"" => Any[1, 45], ""OUT"" => [""C00087"", ""C00126"", ""C00080""], ""IN"" => [""C00283"", ""C00125""], ""MEAN_MA"" => 23.0, ""DIFF"" => 0, ""EQUATION"" => ""C00283 + 2 C00125 <=> C00087 + 2 C00126 + 2 C00080"", ""RCLASS"" => Any[""RC00016"", ""RC00227""])"
rn:R11487,"Dict{String, Any}(""MA_IN"" => Any[2], ""MAIN_PAIRS"" => Any[""RC00168:C00059_C00094""], ""ENZYME"" => 1, ""MA_OUT"" => Any[2], ""OUT"" => [""C00059"", ""C15603""], ""IN"" => [""C00094"", ""C15602"", ""C00001""], ""MEAN_MA"" => 2.0, ""DIFF"" => 0, ""EQUATION"" => ""C00094 + C15602 + C00001 <=> C00059 + C15603"", ""RCLASS"" => Any[""RC00168""])"
rn:R05320,"Dict{String, Any}(""MA_IN"" => Any[5], ""MAIN_PAIRS"" => Any[""RC01331:C00245_C06735""], ""ENZYME"" => 1, ""MA_OUT"" => Any[2], ""OUT"" => [""C00094"", ""C06735"", ""C00042"", ""C00011""], ""IN"" => [""C00245"", ""C00026"", ""C00007""], ""MEAN_MA"" => 3.5, ""DIFF"" => -3, ""EQUATION"" => ""C00245 + C00026 + C00007 <=> C00094 + C06735 + C00042 + C00011"", ""RCLASS"" => Any[""RC01331""])"
