first,second
rn:R10119,"Dict{String, Any}(""MA_IN"" => Any[7, 5], ""MAIN_PAIRS"" => Any[""RC00039:C00229_C20375"", ""RC02728:C20375_C20376"", ""RC02888:C01209_C20376""], ""ENZYME"" => 2, ""MA_OUT"" => Any[8, 0], ""OUT"" => [""C20376"", ""C00011"", ""C00229""], ""IN"" => [""C20375"", ""C01209""], ""MEAN_MA"" => 5.0, ""DIFF"" => -4, ""EQUATION"" => ""C20375 + C01209 <=> C20376 + C00011 + C00229"", ""RCLASS"" => Any[""RC00039"", ""RC02728"", ""RC02888""])"
rn:R05145,"Dict{String, Any}(""MA_IN"" => Any[31, 9], ""MAIN_PAIRS"" => Any[""RC00070:C00020_C05921"", ""RC00096:C06249_C06250"", ""RC02896:C05921_C06250""], ""ENZYME"" => 6, ""MA_OUT"" => Any[17, 16], ""OUT"" => [""C00020"", ""C06250""], ""IN"" => [""C05921"", ""C06249""], ""MEAN_MA"" => 18.25, ""DIFF"" => -7, ""EQUATION"" => ""C05921 + C06249 <=> C00020 + C06250"", ""RCLASS"" => Any[""RC00070"", ""RC00096"", ""RC02896""])"
rn:R10115,"Dict{String, Any}(""MA_IN"" => Any[6, 5], ""MAIN_PAIRS"" => Any[""RC00039:C00229_C19673"", ""RC02728:C19673_C20372"", ""RC02888:C01209_C20372""], ""ENZYME"" => 2, ""MA_OUT"" => Any[8, 0], ""OUT"" => [""C20372"", ""C00011"", ""C00229""], ""IN"" => [""C19673"", ""C01209""], ""MEAN_MA"" => 4.75, ""DIFF"" => -3, ""EQUATION"" => ""C19673 + C01209 <=> C20372 + C00011 + C00229"", ""RCLASS"" => Any[""RC00039"", ""RC02728"", ""RC02888""])"
rn:R01078,"Dict{String, Any}(""MA_IN"" => Any[9, 20], ""MAIN_PAIRS"" => Any[""RC00021:C00019_C00073"", ""RC00441:C00120_C01909""], ""ENZYME"" => 2, ""MA_OUT"" => Any[11, 7], ""OUT"" => [""C00120"", ""C00073"", ""C05198""], ""IN"" => [""C01909"", ""C17023"", ""C00019"", ""C05359"", ""C00080""], ""MEAN_MA"" => 11.75, ""DIFF"" => -11, ""EQUATION"" => ""C01909 + C17023 + 2 C00019 + 2 C05359 + 2 C00080 <=> C00120 + 2 C00073 + 2 C05198"", ""RCLASS"" => Any[""RC00021"", ""RC00441""])"
rn:R10118,"Dict{String, Any}(""MA_IN"" => Any[8, 31], ""MAIN_PAIRS"" => Any[""RC00001:C00005_C00006"", ""RC00052:C20374_C20375""], ""ENZYME"" => 1, ""MA_OUT"" => Any[7, 33], ""OUT"" => [""C20375"", ""C00006""], ""IN"" => [""C20374"", ""C00005"", ""C00080""], ""MEAN_MA"" => 19.75, ""DIFF"" => 1, ""EQUATION"" => ""C20374 + C00005 + C00080 <=> C20375 + C00006"", ""RCLASS"" => Any[""RC00001"", ""RC00052""])"
rn:R03209,"Dict{String, Any}(""MA_IN"" => Any[5, 32], ""MAIN_PAIRS"" => Any[""RC00004:C00010_C01063"", ""RC00014:C01063_C02656""], ""ENZYME"" => 6, ""MA_OUT"" => Any[40], ""OUT"" => [""C00020"", ""C00013"", ""C01063""], ""IN"" => [""C00002"", ""C02656"", ""C00010""], ""MEAN_MA"" => 29.25, ""DIFF"" => 3, ""EQUATION"" => ""C00002 + C02656 + C00010 <=> C00020 + C00013 + C01063"", ""RCLASS"" => Any[""RC00004"", ""RC00014""])"
rn:R10127,"Dict{String, Any}(""MA_IN"" => Any[12, 31], ""MAIN_PAIRS"" => Any[""RC00001:C00005_C00006"", ""RC03056:C00120_C20386""], ""ENZYME"" => 1, ""MA_OUT"" => Any[11, 33], ""OUT"" => [""C00120"", ""C00006"", ""C00001""], ""IN"" => [""C20386"", ""C00005"", ""C00080""], ""MEAN_MA"" => 21.75, ""DIFF"" => 1, ""EQUATION"" => ""C20386 + C00005 + C00080 <=> C00120 + C00006 + C00001"", ""RCLASS"" => Any[""RC00001"", ""RC03056""])"
rn:R03762,"Dict{String, Any}(""MA_IN"" => Any[31, 32], ""MAIN_PAIRS"" => Any[""RC00004:C00010_C01894"", ""RC00070:C00020_C05921"", ""RC02816:C01894_C05921""], ""ENZYME"" => 6, ""MA_OUT"" => Any[17, 45], ""OUT"" => [""C00020"", ""C01894""], ""IN"" => [""C05921"", ""C00010""], ""MEAN_MA"" => 31.25, ""DIFF"" => -1, ""EQUATION"" => ""C05921 + C00010 <=> C00020 + C01894"", ""RCLASS"" => Any[""RC00004"", ""RC00070"", ""RC02816""])"
rn:R10699,"Dict{String, Any}(""MA_IN"" => Any[6, 7], ""MAIN_PAIRS"" => Any[""RC00062:C00047_C04076"", ""RC00887:C01037_C01092""], ""ENZYME"" => 2, ""MA_OUT"" => Any[6, 7], ""OUT"" => [""C04076"", ""C01037""], ""IN"" => [""C00047"", ""C01092""], ""MEAN_MA"" => 6.5, ""DIFF"" => 0, ""EQUATION"" => ""C00047 + C01092 <=> C04076 + C01037"", ""RCLASS"" => Any[""RC00062"", ""RC00887""])"
rn:R01077,"Dict{String, Any}(""MA_IN"" => Any[15], ""MAIN_PAIRS"" => Any[""RC00090:C00120_C05552"", ""RC00096:C00047_C05552""], ""ENZYME"" => 3, ""MA_OUT"" => Any[11, 6], ""OUT"" => [""C00120"", ""C00047""], ""IN"" => [""C05552"", ""C00001""], ""MEAN_MA"" => 11.75, ""DIFF"" => 2, ""EQUATION"" => ""C05552 + C00001 <=> C00120 + C00047"", ""RCLASS"" => Any[""RC00090"", ""RC00096""])"
rn:R09725,"Dict{String, Any}(""MA_IN"" => Any[8], ""MAIN_PAIRS"" => Any[""RC00460:C19845_C19846"", ""RC00461:C00132_C19846""], ""ENZYME"" => 3, ""MA_OUT"" => Any[7, 0], ""OUT"" => [""C19845"", ""C00132""], ""IN"" => [""C19846"", ""C00001""], ""MEAN_MA"" => 5.75, ""DIFF"" => -1, ""EQUATION"" => ""C19846 + C00001 <=> C19845 + C00132"", ""RCLASS"" => Any[""RC00460"", ""RC00461""])"
rn:R10117,"Dict{String, Any}(""MA_IN"" => Any[8], ""MAIN_PAIRS"" => Any[""RC01095:C20373_C20374""], ""ENZYME"" => 4, ""MA_OUT"" => Any[8], ""OUT"" => [""C20374"", ""C00001""], ""IN"" => [""C20373""], ""MEAN_MA"" => 8.0, ""DIFF"" => 0, ""EQUATION"" => ""C20373 <=> C20374 + C00001"", ""RCLASS"" => Any[""RC01095""])"
rn:R10116,"Dict{String, Any}(""MA_IN"" => Any[8, 31], ""MAIN_PAIRS"" => Any[""RC00001:C00005_C00006"", ""RC00029:C20372_C20373""], ""ENZYME"" => 1, ""MA_OUT"" => Any[8, 33], ""OUT"" => [""C20373"", ""C00006""], ""IN"" => [""C20372"", ""C00005"", ""C00080""], ""MEAN_MA"" => 20.0, ""DIFF"" => 2, ""EQUATION"" => ""C20372 + C00005 + C00080 <=> C20373 + C00006"", ""RCLASS"" => Any[""RC00001"", ""RC00029""])"
rn:R10121,"Dict{String, Any}(""MA_IN"" => Any[9], ""MAIN_PAIRS"" => Any[""RC01095:C20377_C20378""], ""ENZYME"" => 4, ""MA_OUT"" => Any[10], ""OUT"" => [""C20378"", ""C00001""], ""IN"" => [""C20377""], ""MEAN_MA"" => 9.5, ""DIFF"" => 1, ""EQUATION"" => ""C20377 <=> C20378 + C00001"", ""RCLASS"" => Any[""RC01095""])"
rn:R01074,"Dict{String, Any}(""MA_IN"" => Any[11], ""MAIN_PAIRS"" => Any[""RC00043:C00120_C05921""], ""ENZYME"" => 6, ""MA_OUT"" => Any[31], ""OUT"" => [""C00013"", ""C05921""], ""IN"" => [""C00002"", ""C00120""], ""MEAN_MA"" => 21.0, ""DIFF"" => 20, ""EQUATION"" => ""C00002 + C00120 <=> C00013 + C05921"", ""RCLASS"" => Any[""RC00043""])"
rn:R10122,"Dict{String, Any}(""MA_IN"" => Any[10, 31], ""MAIN_PAIRS"" => Any[""RC00001:C00005_C00006"", ""RC00052:C19846_C20378""], ""ENZYME"" => 1, ""MA_OUT"" => Any[8, 33], ""OUT"" => [""C19846"", ""C00006""], ""IN"" => [""C20378"", ""C00005"", ""C00080""], ""MEAN_MA"" => 20.5, ""DIFF"" => 0, ""EQUATION"" => ""C20378 + C00005 + C00080 <=> C19846 + C00006"", ""RCLASS"" => Any[""RC00001"", ""RC00052""])"
