first,second
rn:R02472,"Dict{String, Any}(""MA_IN"" => Any[5, 33], ""MAIN_PAIRS"" => Any[""RC00001:C00005_C00006"", ""RC00726:C00522_C00966""], ""ENZYME"" => 1, ""MA_OUT"" => Any[6, 31], ""OUT"" => [""C00966"", ""C00005"", ""C00080""], ""IN"" => [""C00522"", ""C00006""], ""MEAN_MA"" => 18.75, ""DIFF"" => -1, ""EQUATION"" => ""C00522 + C00006 <=> C00966 + C00005 + C00080"", ""RCLASS"" => Any[""RC00001"", ""RC00726""])"
rn:R03036,"Dict{String, Any}(""MA_IN"" => Any[31], ""MAIN_PAIRS"" => Any[""RC00002:C00020_C00882"", ""RC00002:C00882_C01134""], ""ENZYME"" => 3, ""MA_OUT"" => Any[13, 17], ""OUT"" => [""C01134"", ""C00020""], ""IN"" => [""C00882"", ""C00001""], ""MEAN_MA"" => 23.0, ""DIFF"" => -1, ""EQUATION"" => ""C00882 + C00001 <=> C01134 + C00020"", ""RCLASS"" => Any[""RC00002""])"
rn:R01625,"Dict{String, Any}(""MA_IN"" => Any[32], ""MAIN_PAIRS"" => Any[""RC00002:C00010_C00054""], ""ENZYME"" => 2, ""MA_OUT"" => Any[18], ""OUT"" => [""C00054"", ""C00229""], ""IN"" => [""C00010"", ""C03688""], ""MEAN_MA"" => 25.0, ""DIFF"" => -14, ""EQUATION"" => ""C00010 + C03688 <=> C00054 + C00229"", ""RCLASS"" => Any[""RC00002""])"
rn:R03018,"Dict{String, Any}(""MA_IN"" => Any[20, 9], ""MAIN_PAIRS"" => Any[""RC00002:C00002_C00008"", ""RC00017:C00864_C03492""], ""ENZYME"" => 2, ""MA_OUT"" => Any[19, 13], ""OUT"" => [""C00008"", ""C03492""], ""IN"" => [""C00002"", ""C00864""], ""MEAN_MA"" => 15.25, ""DIFF"" => 3, ""EQUATION"" => ""C00002 + C00864 <=> C00008 + C03492"", ""RCLASS"" => Any[""RC00002"", ""RC00017""])"
rn:R09076,"Dict{String, Any}(""MA_IN"" => Any[5, 0], ""MAIN_PAIRS"" => Any[""RC00053:C00315_C00750"", ""RC00225:C00750_C05665"", ""RC02755:C00007_C00027""], ""ENZYME"" => 1, ""MA_OUT"" => Any[5, 3, 0], ""OUT"" => [""C00315"", ""C05665"", ""C00027""], ""IN"" => [""C00750"", ""C00007"", ""C00001""], ""MEAN_MA"" => 2.583333333333333, ""DIFF"" => 3, ""EQUATION"" => ""C00750 + C00007 + C00001 <=> C00315 + C05665 + C00027"", ""RCLASS"" => Any[""RC00053"", ""RC00225"", ""RC02755""])"
rn:R03035,"Dict{String, Any}(""MA_IN"" => Any[13], ""MAIN_PAIRS"" => Any[""RC00002:C00882_C01134""], ""ENZYME"" => 2, ""MA_OUT"" => Any[31], ""OUT"" => [""C00013"", ""C00882""], ""IN"" => [""C00002"", ""C01134""], ""MEAN_MA"" => 22.0, ""DIFF"" => 18, ""EQUATION"" => ""C00002 + C01134 <=> C00013 + C00882"", ""RCLASS"" => Any[""RC00002""])"
rn:R02972,"Dict{String, Any}(""MA_IN"" => Any[11], ""MAIN_PAIRS"" => Any[""RC00822:C00831_C04079""], ""ENZYME"" => 4, ""MA_OUT"" => Any[9], ""OUT"" => [""C00831"", ""C00011""], ""IN"" => [""C04079""], ""MEAN_MA"" => 10.0, ""DIFF"" => -2, ""EQUATION"" => ""C04079 <=> C00831 + C00011"", ""RCLASS"" => Any[""RC00822""])"
rn:R09378,"Dict{String, Any}(""MA_IN"" => Any[20, 5], ""MAIN_PAIRS"" => Any[""RC00002:C00002_C00008"", ""RC00017:C00522_C18911""], ""ENZYME"" => 2, ""MA_OUT"" => Any[19, 9], ""OUT"" => [""C00008"", ""C18911""], ""IN"" => [""C00002"", ""C00522""], ""MEAN_MA"" => 13.25, ""DIFF"" => 3, ""EQUATION"" => ""C00002 + C00522 <=> C00008 + C18911"", ""RCLASS"" => Any[""RC00002"", ""RC00017""])"
rn:R01226,"Dict{String, Any}(""MA_IN"" => Any[22, 5], ""MAIN_PAIRS"" => Any[""RC00022:C00101_C00143"", ""RC00200:C00141_C00966""], ""ENZYME"" => 2, ""MA_OUT"" => Any[19, 6], ""OUT"" => [""C00101"", ""C00966""], ""IN"" => [""C00143"", ""C00141"", ""C00001""], ""MEAN_MA"" => 13.0, ""DIFF"" => -2, ""EQUATION"" => ""C00143 + C00141 + C00001 <=> C00101 + C00966"", ""RCLASS"" => Any[""RC00022"", ""RC00200""])"
rn:R03198,"Dict{String, Any}(""MA_IN"" => Any[6, 33], ""MAIN_PAIRS"" => Any[""RC00001:C00003_C00004"", ""RC00873:C01053_C01088""], ""ENZYME"" => 1, ""MA_OUT"" => Any[6, 30], ""OUT"" => [""C01088"", ""C00004"", ""C00080""], ""IN"" => [""C01053"", ""C00003"", ""C00001""], ""MEAN_MA"" => 18.75, ""DIFF"" => -3, ""EQUATION"" => ""C01053 + C00003 + C00001 <=> C01088 + C00004 + C00080"", ""RCLASS"" => Any[""RC00001"", ""RC00873""])"
