first,second
rn:R02569,"Dict{String, Any}(""MA_IN"" => Any[37, 8], ""MAIN_PAIRS"" => Any[""RC00004:C00010_C00024"", ""RC00004:C15973_C16255"", ""RC02857:C00024_C16255""], ""ENZYME"" => 2, ""MA_OUT"" => Any[32, 10], ""OUT"" => [""C00010"", ""C16255""], ""IN"" => [""C00024"", ""C15973""], ""MEAN_MA"" => 21.75, ""DIFF"" => -3, ""EQUATION"" => ""C00024 + C15973 <=> C00010 + C16255"", ""RCLASS"" => Any[""RC00004"", ""RC02857""])"
rn:R01516,"Dict{String, Any}(""MA_IN"" => Any[8], ""MAIN_PAIRS"" => Any[""RC00428:C00197_C01159""], ""ENZYME"" => 5, ""MA_OUT"" => Any[8], ""OUT"" => [""C00197"", ""C04262""], ""IN"" => [""C01159"", ""C00615""], ""MEAN_MA"" => 8.0, ""DIFF"" => 0, ""EQUATION"" => ""C01159 + C00615 <=> C00197 + C04262"", ""RCLASS"" => Any[""RC00428""])"
rn:R04394,"Dict{String, Any}(""MA_IN"" => Any[15, 11], ""MAIN_PAIRS"" => Any[""RC00017:C01451_C06188"", ""RC03206:C00615_C04261""], ""ENZYME"" => 2, ""MA_OUT"" => Any[12, 15], ""OUT"" => [""C00615"", ""C06188""], ""IN"" => [""C04261"", ""C01451""], ""MEAN_MA"" => 13.25, ""DIFF"" => 1, ""EQUATION"" => ""C04261 + C01451 <=> C00615 + C06188"", ""RCLASS"" => Any[""RC00017"", ""RC03206""])"
rn:R03270,"Dict{String, Any}(""MA_IN"" => Any[19, 9], ""MAIN_PAIRS"" => Any[""RC00027:C00068_C05125"", ""RC00627:C15972_C16255"", ""RC02882:C05125_C16255""], ""ENZYME"" => 1, ""MA_OUT"" => Any[10, 18], ""OUT"" => [""C16255"", ""C00068""], ""IN"" => [""C05125"", ""C15972""], ""MEAN_MA"" => 14.0, ""DIFF"" => 0, ""EQUATION"" => ""C05125 + C15972 <=> C16255 + C00068"", ""RCLASS"" => Any[""RC00027"", ""RC00627"", ""RC02882""])"
rn:R01512,"Dict{String, Any}(""MA_IN"" => Any[20, 8], ""MAIN_PAIRS"" => Any[""RC00002:C00002_C00008"", ""RC00043:C00197_C00236""], ""ENZYME"" => 2, ""MA_OUT"" => Any[19, 8], ""OUT"" => [""C00008"", ""C00236""], ""IN"" => [""C00002"", ""C00197""], ""MEAN_MA"" => 13.75, ""DIFF"" => -1, ""EQUATION"" => ""C00002 + C00197 <=> C00008 + C00236"", ""RCLASS"" => Any[""RC00002"", ""RC00043""])"
rn:R01600,"Dict{String, Any}(""MA_IN"" => Any[20, 6], ""MAIN_PAIRS"" => Any[""RC00002:C00002_C00008"", ""RC00017:C00221_C01172""], ""ENZYME"" => 2, ""MA_OUT"" => Any[19, 10], ""OUT"" => [""C00008"", ""C01172""], ""IN"" => [""C00002"", ""C00221""], ""MEAN_MA"" => 13.75, ""DIFF"" => 3, ""EQUATION"" => ""C00002 + C00221 <=> C00008 + C01172"", ""RCLASS"" => Any[""RC00002"", ""RC00017""])"
rn:R00711,"Dict{String, Any}(""MA_IN"" => Any[1, 33], ""MAIN_PAIRS"" => Any[""RC00001:C00005_C00006"", ""RC00047:C00033_C00084""], ""ENZYME"" => 1, ""MA_OUT"" => Any[2, 31], ""OUT"" => [""C00033"", ""C00005"", ""C00080""], ""IN"" => [""C00084"", ""C00006"", ""C00001""], ""MEAN_MA"" => 16.75, ""DIFF"" => -1, ""EQUATION"" => ""C00084 + C00006 + C00001 <=> C00033 + C00005 + C00080"", ""RCLASS"" => Any[""RC00001"", ""RC00047""])"
rn:R02738,"Dict{String, Any}(""MA_IN"" => Any[15, 6], ""MAIN_PAIRS"" => Any[""RC00017:C00031_C00668"", ""RC03206:C00615_C04261""], ""ENZYME"" => 2, ""MA_OUT"" => Any[12, 10], ""OUT"" => [""C00615"", ""C00668""], ""IN"" => [""C04261"", ""C00031""], ""MEAN_MA"" => 10.75, ""DIFF"" => 1, ""EQUATION"" => ""C04261 + C00031 <=> C00615 + C00668"", ""RCLASS"" => Any[""RC00017"", ""RC03206""])"
rn:R13199,"Dict{String, Any}(""MA_IN"" => Any[10], ""MAIN_PAIRS"" => Any[""RC00376:C00085_C00668""], ""ENZYME"" => 5, ""MA_OUT"" => Any[10], ""OUT"" => [""C00085""], ""IN"" => [""C00668""], ""MEAN_MA"" => 10.0, ""DIFF"" => 0, ""EQUATION"" => ""C00668 <=> C00085"", ""RCLASS"" => Any[""RC00376""])"
rn:R00710,"Dict{String, Any}(""MA_IN"" => Any[1, 33], ""MAIN_PAIRS"" => Any[""RC00001:C00003_C00004"", ""RC00047:C00033_C00084""], ""ENZYME"" => 1, ""MA_OUT"" => Any[2, 30], ""OUT"" => [""C00033"", ""C00004"", ""C00080""], ""IN"" => [""C00084"", ""C00003"", ""C00001""], ""MEAN_MA"" => 16.5, ""DIFF"" => -2, ""EQUATION"" => ""C00084 + C00003 + C00001 <=> C00033 + C00004 + C00080"", ""RCLASS"" => Any[""RC00001"", ""RC00047""])"
rn:R00014,"Dict{String, Any}(""MA_IN"" => Any[3, 18], ""MAIN_PAIRS"" => Any[""RC00027:C00068_C05125"", ""RC02744:C00022_C05125""], ""ENZYME"" => 1, ""MA_OUT"" => Any[19], ""OUT"" => [""C05125"", ""C00011""], ""IN"" => [""C00022"", ""C00068""], ""MEAN_MA"" => 14.75, ""DIFF"" => -2, ""EQUATION"" => ""C00022 + C00068 <=> C05125 + C00011"", ""RCLASS"" => Any[""RC00027"", ""RC02744""])"
rn:R00206,"Dict{String, Any}(""MA_IN"" => Any[20, 3], ""MAIN_PAIRS"" => Any[""RC00002:C00002_C00020"", ""RC00015:C00022_C00074""], ""ENZYME"" => 2, ""MA_OUT"" => Any[17, 8], ""OUT"" => [""C00020"", ""C00074"", ""C00013""], ""IN"" => [""C00002"", ""C00022"", ""C00009""], ""MEAN_MA"" => 12.0, ""DIFF"" => 2, ""EQUATION"" => ""C00002 + C00022 + C00009 <=> C00020 + C00074 + C00013"", ""RCLASS"" => Any[""RC00002"", ""RC00015""])"
rn:R09532,"Dict{String, Any}(""MA_IN"" => Any[8], ""MAIN_PAIRS"" => Any[""RC00017:C00631_C01159""], ""ENZYME"" => 3, ""MA_OUT"" => Any[8], ""OUT"" => [""C00631"", ""C00009""], ""IN"" => [""C01159"", ""C00001""], ""MEAN_MA"" => 8.0, ""DIFF"" => 0, ""EQUATION"" => ""C01159 + C00001 <=> C00631 + C00009"", ""RCLASS"" => Any[""RC00017""])"
rn:R09479,"Dict{String, Any}(""MA_IN"" => Any[1, 11], ""MAIN_PAIRS"" => Any[""RC00061:C00390_C00399"", ""RC00088:C00084_C00469""], ""ENZYME"" => 1, ""MA_OUT"" => Any[1, 11], ""OUT"" => [""C00084"", ""C00390""], ""IN"" => [""C00469"", ""C00399""], ""MEAN_MA"" => 6.0, ""DIFF"" => 0, ""EQUATION"" => ""C00469 + C00399 <=> C00084 + C00390"", ""RCLASS"" => Any[""RC00061"", ""RC00088""])"
