first,second
rn:R01047,"Dict{String, Any}(""MA_IN"" => Any[3], ""MAIN_PAIRS"" => Any[""RC00429:C00116_C00969""], ""ENZYME"" => 4, ""MA_OUT"" => Any[3], ""OUT"" => [""C00969"", ""C00001""], ""IN"" => [""C00116""], ""MEAN_MA"" => 3.0, ""DIFF"" => 0, ""EQUATION"" => ""C00116 <=> C00969 + C00001"", ""RCLASS"" => Any[""RC00429""])"
rn:R05081,"Dict{String, Any}(""MA_IN"" => Any[11, 18], ""MAIN_PAIRS"" => Any[""RC00017:C00344_C00641"", ""RC00017:C06040_C06041""], ""ENZYME"" => 2, ""MA_OUT"" => Any[6, 26], ""OUT"" => [""C00641"", ""C06041""], ""IN"" => [""C00344"", ""C06040""], ""MEAN_MA"" => 15.25, ""DIFF"" => 3, ""EQUATION"" => ""C00344 + C06040 <=> C00641 + C06041"", ""RCLASS"" => Any[""RC00017""])"
rn:R12241,"Dict{String, Any}(""MA_IN"" => Any[6, 7], ""MAIN_PAIRS"" => Any[""RC00041:C00093_C00681"", ""RC03568:C00681_C02133""], ""ENZYME"" => 2, ""MA_OUT"" => Any[10], ""OUT"" => [""C00681"", ""C00009""], ""IN"" => [""C02133"", ""C00093""], ""MEAN_MA"" => 8.25, ""DIFF"" => -3, ""EQUATION"" => ""C02133 + C00093 <=> C00681 + C00009"", ""RCLASS"" => Any[""RC00041"", ""RC03568""])"
rn:R01752,"Dict{String, Any}(""MA_IN"" => Any[3, 33], ""MAIN_PAIRS"" => Any[""RC00001:C00003_C00004"", ""RC00242:C00258_C00577""], ""ENZYME"" => 1, ""MA_OUT"" => Any[4, 30], ""OUT"" => [""C00258"", ""C00004"", ""C00080""], ""IN"" => [""C00577"", ""C00003"", ""C00001""], ""MEAN_MA"" => 17.5, ""DIFF"" => -2, ""EQUATION"" => ""C00577 + C00003 + C00001 <=> C00258 + C00004 + C00080"", ""RCLASS"" => Any[""RC00001"", ""RC00242""])"
rn:R02687,"Dict{String, Any}(""MA_IN"" => Any[6], ""MAIN_PAIRS"" => Any[""RC00037:C00641_C01885"", ""RC00094:C00162_C00641""], ""ENZYME"" => 3, ""MA_OUT"" => Any[6, 2], ""OUT"" => [""C01885"", ""C00162""], ""IN"" => [""C00641"", ""C00001""], ""MEAN_MA"" => 5.0, ""DIFF"" => 2, ""EQUATION"" => ""C00641 + C00001 <=> C01885 + C00162"", ""RCLASS"" => Any[""RC00037"", ""RC00094""])"
rn:R12240,"Dict{String, Any}(""MA_IN"" => Any[5], ""MAIN_PAIRS"" => Any[""RC00039:C00173_C00229""], ""ENZYME"" => 2, ""MA_OUT"" => Any[0], ""OUT"" => [""C02133"", ""C00229""], ""IN"" => [""C00173"", ""C00009""], ""MEAN_MA"" => 2.5, ""DIFF"" => -5, ""EQUATION"" => ""C00173 + C00009 <=> C02133 + C00229"", ""RCLASS"" => Any[""RC00039""])"
rn:R03119,"Dict{String, Any}(""MA_IN"" => Any[2, 33], ""MAIN_PAIRS"" => Any[""RC00001:C00003_C00004"", ""RC00087:C00969_C02457""], ""ENZYME"" => 1, ""MA_OUT"" => Any[3, 30], ""OUT"" => [""C00969"", ""C00004"", ""C00080""], ""IN"" => [""C02457"", ""C00003""], ""MEAN_MA"" => 17.0, ""DIFF"" => -2, ""EQUATION"" => ""C02457 + C00003 <=> C00969 + C00004 + C00080"", ""RCLASS"" => Any[""RC00001"", ""RC00087""])"
rn:R01034,"Dict{String, Any}(""MA_IN"" => Any[3, 33], ""MAIN_PAIRS"" => Any[""RC00001:C00003_C00004"", ""RC00029:C00116_C00184""], ""ENZYME"" => 1, ""MA_OUT"" => Any[3, 30], ""OUT"" => [""C00184"", ""C00004"", ""C00080""], ""IN"" => [""C00116"", ""C00003""], ""MEAN_MA"" => 17.25, ""DIFF"" => -3, ""EQUATION"" => ""C00116 + C00003 <=> C00184 + C00004 + C00080"", ""RCLASS"" => Any[""RC00001"", ""RC00029""])"
rn:R04470,"Dict{String, Any}(""MA_IN"" => Any[18], ""MAIN_PAIRS"" => Any[""RC00059:C03692_C06037"", ""RC00451:C00124_C06037""], ""ENZYME"" => 3, ""MA_OUT"" => Any[10, 6], ""OUT"" => [""C03692"", ""C00124""], ""IN"" => [""C06037"", ""C00001""], ""MEAN_MA"" => 13.0, ""DIFF"" => -2, ""EQUATION"" => ""C06037 + C00001 <=> C03692 + C00124"", ""RCLASS"" => Any[""RC00059"", ""RC00451""])"
rn:R04469,"Dict{String, Any}(""MA_IN"" => Any[10, 23], ""MAIN_PAIRS"" => Any[""RC00005:C00015_C00052"", ""RC00059:C03692_C06037""], ""ENZYME"" => 2, ""MA_OUT"" => Any[18, 16], ""OUT"" => [""C06037"", ""C00015""], ""IN"" => [""C03692"", ""C00052""], ""MEAN_MA"" => 16.75, ""DIFF"" => 1, ""EQUATION"" => ""C03692 + C00052 <=> C06037 + C00015"", ""RCLASS"" => Any[""RC00005"", ""RC00059""])"
rn:R02240,"Dict{String, Any}(""MA_IN"" => Any[20, 6], ""MAIN_PAIRS"" => Any[""RC00002:C00002_C00008"", ""RC00017:C00416_C00641""], ""ENZYME"" => 2, ""MA_OUT"" => Any[19, 10], ""OUT"" => [""C00008"", ""C00416""], ""IN"" => [""C00002"", ""C00641""], ""MEAN_MA"" => 13.75, ""DIFF"" => 3, ""EQUATION"" => ""C00002 + C00641 <=> C00008 + C00416"", ""RCLASS"" => Any[""RC00002"", ""RC00017""])"
rn:R02757,"Dict{String, Any}(""MA_IN"" => Any[20, 6], ""MAIN_PAIRS"" => Any[""RC00002:C00002_C00008"", ""RC00017:C00681_C01885""], ""ENZYME"" => 2, ""MA_OUT"" => Any[19, 10], ""OUT"" => [""C00008"", ""C00681""], ""IN"" => [""C00002"", ""C01885""], ""MEAN_MA"" => 13.75, ""DIFF"" => 3, ""EQUATION"" => ""C00002 + C01885 <=> C00008 + C00681"", ""RCLASS"" => Any[""RC00002"", ""RC00017""])"
rn:R06867,"Dict{String, Any}(""MA_IN"" => Any[26, 6], ""MAIN_PAIRS"" => Any[""RC00005:C00015_C11521"", ""RC00059:C00641_C13508""], ""ENZYME"" => NaN, ""MA_OUT"" => Any[14, 16], ""OUT"" => [""C13508"", ""C00015""], ""IN"" => [""C11521"", ""C00641""], ""MEAN_MA"" => 15.5, ""DIFF"" => -2, ""EQUATION"" => ""C11521 + C00641 <=> C13508 + C00015"", ""RCLASS"" => Any[""RC00005"", ""RC00059""])"
rn:R02251,"Dict{String, Any}(""MA_IN"" => Any[6, 32], ""MAIN_PAIRS"" => Any[""RC00004:C00010_C00040"", ""RC00041:C00422_C00641""], ""ENZYME"" => 2, ""MA_OUT"" => Any[6, 37], ""OUT"" => [""C00641"", ""C00040""], ""IN"" => [""C00422"", ""C00010""], ""MEAN_MA"" => 20.25, ""DIFF"" => 5, ""EQUATION"" => ""C00422 + C00010 <=> C00641 + C00040"", ""RCLASS"" => Any[""RC00004"", ""RC00041""])"
