first,second
rn:R01975,"Dict{String, Any}(""MA_IN"" => Any[38, 33], ""MAIN_PAIRS"" => Any[""RC00001:C00003_C00004"", ""RC00117:C00332_C01144""], ""ENZYME"" => 1, ""MA_OUT"" => Any[39, 30], ""OUT"" => [""C00332"", ""C00004"", ""C00080""], ""IN"" => [""C01144"", ""C00003""], ""MEAN_MA"" => 35.0, ""DIFF"" => -2, ""EQUATION"" => ""C01144 + C00003 <=> C00332 + C00004 + C00080"", ""RCLASS"" => Any[""RC00001"", ""RC00117""])"
rn:R02681,"Dict{String, Any}(""MA_IN"" => Any[8, 0], ""MAIN_PAIRS"" => Any[""RC00080:C00637_C00954"", ""RC02755:C00007_C00027""], ""ENZYME"" => 1, ""MA_OUT"" => Any[9, 0], ""OUT"" => [""C00954"", ""C00027""], ""IN"" => [""C00637"", ""C00007"", ""C00001""], ""MEAN_MA"" => 4.25, ""DIFF"" => 1, ""EQUATION"" => ""C00637 + C00007 + C00001 <=> C00954 + C00027"", ""RCLASS"" => Any[""RC00080"", ""RC02755""])"
rn:R04293,"Dict{String, Any}(""MA_IN"" => Any[8], ""MAIN_PAIRS"" => Any[""RC01120:C03722_C04409""], ""ENZYME"" => NaN, ""MA_OUT"" => Any[8], ""OUT"" => [""C04409""], ""IN"" => [""C03722"", ""C00001""], ""MEAN_MA"" => 8.0, ""DIFF"" => 0, ""EQUATION"" => ""C03722 + C00001 <=> C04409"", ""RCLASS"" => Any[""RC01120""])"
rn:R00685,"Dict{String, Any}(""MA_IN"" => Any[11], ""MAIN_PAIRS"" => Any[""RC00299:C00078_C00398""], ""ENZYME"" => 4, ""MA_OUT"" => Any[8], ""OUT"" => [""C00398"", ""C00011""], ""IN"" => [""C00078""], ""MEAN_MA"" => 9.5, ""DIFF"" => -3, ""EQUATION"" => ""C00078 <=> C00398 + C00011"", ""RCLASS"" => Any[""RC00299""])"
rn:R04020,"Dict{String, Any}(""MA_IN"" => Any[9], ""MAIN_PAIRS"" => Any[""RC00483:C02693_C02938""], ""ENZYME"" => 4, ""MA_OUT"" => Any[8], ""OUT"" => [""C02938"", ""C00001""], ""IN"" => [""C02693""], ""MEAN_MA"" => 8.5, ""DIFF"" => -1, ""EQUATION"" => ""C02693 <=> C02938 + C00001"", ""RCLASS"" => Any[""RC00483""])"
rn:R04906,"Dict{String, Any}(""MA_IN"" => Any[10], ""MAIN_PAIRS"" => Any[""RC00090:C05635_C05832""], ""ENZYME"" => 6, ""MA_OUT"" => Any[12], ""OUT"" => [""C05832""], ""IN"" => [""C05635""], ""MEAN_MA"" => 11.0, ""DIFF"" => 2, ""EQUATION"" => ""C05635 <=> C05832"", ""RCLASS"" => Any[""RC00090""])"
rn:R02912,"Dict{String, Any}(""MA_IN"" => Any[9, 20], ""MAIN_PAIRS"" => Any[""RC00113:C00101_C00440"", ""RC00392:C00780_C05659""], ""ENZYME"" => 2, ""MA_OUT"" => Any[10, 19], ""OUT"" => [""C05659"", ""C00101""], ""IN"" => [""C00780"", ""C00440""], ""MEAN_MA"" => 14.5, ""DIFF"" => 0, ""EQUATION"" => ""C00780 + C00440 <=> C05659 + C00101"", ""RCLASS"" => Any[""RC00113"", ""RC00392""])"
rn:R03251,"Dict{String, Any}(""MA_IN"" => Any[10, 33], ""MAIN_PAIRS"" => Any[""RC00001:C00003_C00004"", ""RC00891:C01111_C01249""], ""ENZYME"" => 1, ""MA_OUT"" => Any[11, 30], ""OUT"" => [""C01111"", ""C00004"", ""C00080""], ""IN"" => [""C01249"", ""C00003""], ""MEAN_MA"" => 21.0, ""DIFF"" => -2, ""EQUATION"" => ""C01249 + C00003 <=> C01111 + C00004 + C00080"", ""RCLASS"" => Any[""RC00001"", ""RC00891""])"
rn:R08167,"Dict{String, Any}(""MA_IN"" => Any[17, 22], ""MAIN_PAIRS"" => Any[""RC00007:C00053_C00054"", ""RC00883:C05837_C16517""], ""ENZYME"" => 2, ""MA_OUT"" => Any[21, 18], ""OUT"" => [""C05837"", ""C00054""], ""IN"" => [""C16517"", ""C00053""], ""MEAN_MA"" => 19.5, ""DIFF"" => 0, ""EQUATION"" => ""C16517 + C00053 <=> C05837 + C00054"", ""RCLASS"" => Any[""RC00007"", ""RC00883""])"
rn:R02908,"Dict{String, Any}(""MA_IN"" => Any[9, 0], ""MAIN_PAIRS"" => Any[""RC00062:C00780_C05634"", ""RC02755:C00007_C00027""], ""ENZYME"" => 1, ""MA_OUT"" => Any[9, 0], ""OUT"" => [""C05634"", ""C00014"", ""C00027""], ""IN"" => [""C00780"", ""C00001"", ""C00007""], ""MEAN_MA"" => 4.5, ""DIFF"" => 0, ""EQUATION"" => ""C00780 + C00001 + C00007 <=> C05634 + C00014 + C00027"", ""RCLASS"" => Any[""RC00062"", ""RC02755""])"
