first,second
rn:R02600,"Dict{String, Any}(""MA_IN"" => Any[5, 31], ""MAIN_PAIRS"" => Any[""RC00001:C00005_C00006"", ""RC00087:C00593_C05123""], ""ENZYME"" => 1, ""MA_OUT"" => Any[5, 33], ""OUT"" => [""C05123"", ""C00006""], ""IN"" => [""C00593"", ""C00005"", ""C00080""], ""MEAN_MA"" => 18.5, ""DIFF"" => 2, ""EQUATION"" => ""C00593 + C00005 + C00080 <=> C05123 + C00006"", ""RCLASS"" => Any[""RC00001"", ""RC00087""])"
rn:R00396,"Dict{String, Any}(""MA_IN"" => Any[4, 33], ""MAIN_PAIRS"" => Any[""RC00001:C00003_C00004"", ""RC00008:C00022_C00041""], ""ENZYME"" => 1, ""MA_OUT"" => Any[3, 30], ""OUT"" => [""C00022"", ""C00014"", ""C00004"", ""C00080""], ""IN"" => [""C00041"", ""C00003"", ""C00001""], ""MEAN_MA"" => 17.5, ""DIFF"" => -4, ""EQUATION"" => ""C00041 + C00003 + C00001 <=> C00022 + C00014 + C00004 + C00080"", ""RCLASS"" => Any[""RC00001"", ""RC00008""])"
rn:R00315,"Dict{String, Any}(""MA_IN"" => Any[20, 2], ""MAIN_PAIRS"" => Any[""RC00002:C00002_C00008"", ""RC00043:C00033_C00227""], ""ENZYME"" => 2, ""MA_OUT"" => Any[19, 6], ""OUT"" => [""C00008"", ""C00227""], ""IN"" => [""C00002"", ""C00033""], ""MEAN_MA"" => 11.75, ""DIFF"" => 3, ""EQUATION"" => ""C00002 + C00033 <=> C00008 + C00227"", ""RCLASS"" => Any[""RC00002"", ""RC00043""])"
rn:R01686,"Dict{String, Any}(""MA_IN"" => Any[5, 9], ""MAIN_PAIRS"" => Any[""RC00024:C00062_C00077"", ""RC00024:C00245_C01959""], ""ENZYME"" => 2, ""MA_OUT"" => Any[8, 6], ""OUT"" => [""C01959"", ""C00077""], ""IN"" => [""C00245"", ""C00062""], ""MEAN_MA"" => 7.0, ""DIFF"" => 0, ""EQUATION"" => ""C00245 + C00062 <=> C01959 + C00077"", ""RCLASS"" => Any[""RC00024""])"
rn:R01682,"Dict{String, Any}(""MA_IN"" => Any[8], ""MAIN_PAIRS"" => Any[""RC00299:C00245_C00506""], ""ENZYME"" => 4, ""MA_OUT"" => Any[5], ""OUT"" => [""C00245"", ""C00011""], ""IN"" => [""C00506""], ""MEAN_MA"" => 6.5, ""DIFF"" => -3, ""EQUATION"" => ""C00506 <=> C00245 + C00011"", ""RCLASS"" => Any[""RC00299""])"
rn:R13030,"Dict{String, Any}(""MA_IN"" => Any[6], ""MAIN_PAIRS"" => Any[""RC00014:C14179_C19685""], ""ENZYME"" => 6, ""MA_OUT"" => Any[40], ""OUT"" => [""C19685"", ""C00020"", ""C00013""], ""IN"" => [""C14179"", ""C00010"", ""C00002""], ""MEAN_MA"" => 23.0, ""DIFF"" => 34, ""EQUATION"" => ""C14179 + C00010 + C00002 <=> C19685 + C00020 + C00013"", ""RCLASS"" => Any[""RC00014""])"
rn:R05651,"Dict{String, Any}(""MA_IN"" => Any[5], ""MAIN_PAIRS"" => Any[""RC02903:C00094_C00593"", ""RC02909:C00227_C00593""], ""ENZYME"" => 2, ""MA_OUT"" => Any[6, 2], ""OUT"" => [""C00227"", ""C00094""], ""IN"" => [""C00593"", ""C00009""], ""MEAN_MA"" => 4.5, ""DIFF"" => 3, ""EQUATION"" => ""C00593 + C00009 <=> C00227 + C00094"", ""RCLASS"" => Any[""RC02903"", ""RC02909""])"
rn:R12959,"Dict{String, Any}(""MA_IN"" => Any[4], ""MAIN_PAIRS"" => Any[""RC00580:C00245_C00519""], ""ENZYME"" => 1, ""MA_OUT"" => Any[5], ""OUT"" => [""C00245"", ""C00006"", ""C00001""], ""IN"" => [""C00519"", ""C00005"", ""C00080"", ""C00007""], ""MEAN_MA"" => 4.5, ""DIFF"" => 1, ""EQUATION"" => ""C00519 + C00005 + C00080 + C00007 <=> C00245 + C00006 + C00001"", ""RCLASS"" => Any[""RC00580""])"
rn:R03785,"Dict{String, Any}(""MA_IN"" => Any[20, 8], ""MAIN_PAIRS"" => Any[""RC00002:C00002_C00008"", ""RC00203:C01959_C03149""], ""ENZYME"" => 2, ""MA_OUT"" => Any[19, 12], ""OUT"" => [""C00008"", ""C03149""], ""IN"" => [""C00002"", ""C01959""], ""MEAN_MA"" => 14.75, ""DIFF"" => 3, ""EQUATION"" => ""C00002 + C01959 <=> C00008 + C03149"", ""RCLASS"" => Any[""RC00002"", ""RC00203""])"
rn:R13009,"Dict{String, Any}(""MA_IN"" => Any[5], ""MAIN_PAIRS"" => Any[""RC00087:C00593_C05123""], ""ENZYME"" => 1, ""MA_OUT"" => Any[5], ""OUT"" => [""C00593"", ""C00004"", ""C00080""], ""IN"" => [""C05123"", ""C00003""], ""MEAN_MA"" => 5.0, ""DIFF"" => 0, ""EQUATION"" => ""C05123 + C00003 <=> C00593 + C00004 + C00080"", ""RCLASS"" => Any[""RC00087""])"
rn:R02434,"Dict{String, Any}(""MA_IN"" => Any[8, 30], ""MAIN_PAIRS"" => Any[""RC00001:C00003_C00004"", ""RC00580:C00506_C00606""], ""ENZYME"" => NaN, ""MA_OUT"" => Any[7, 33], ""OUT"" => [""C00606"", ""C00001"", ""C00003""], ""IN"" => [""C00506"", ""C00004"", ""C00080""], ""MEAN_MA"" => 19.5, ""DIFF"" => 2, ""EQUATION"" => ""C00506 + C00004 + C00080 <=> C00606 + C00001 + C00003"", ""RCLASS"" => Any[""RC00001"", ""RC00580""])"
rn:R01687,"Dict{String, Any}(""MA_IN"" => Any[11, 5], ""MAIN_PAIRS"" => Any[""RC00064:C00012_C03193"", ""RC00096:C00245_C05844""], ""ENZYME"" => 2, ""MA_OUT"" => Any[6, 12], ""OUT"" => [""C00012"", ""C05844""], ""IN"" => [""C03193"", ""C00245""], ""MEAN_MA"" => 8.5, ""DIFF"" => 2, ""EQUATION"" => ""C03193 + C00245 <=> C00012 + C05844"", ""RCLASS"" => Any[""RC00064"", ""RC00096""])"
rn:R05652,"Dict{String, Any}(""MA_IN"" => Any[5, 3], ""MAIN_PAIRS"" => Any[""RC00008:C00022_C00041"", ""RC00062:C00245_C00593""], ""ENZYME"" => 2, ""MA_OUT"" => Any[5, 4], ""OUT"" => [""C00593"", ""C00041""], ""IN"" => [""C00245"", ""C00022""], ""MEAN_MA"" => 4.25, ""DIFF"" => 1, ""EQUATION"" => ""C00245 + C00022 <=> C00593 + C00041"", ""RCLASS"" => Any[""RC00008"", ""RC00062""])"
rn:R02466,"Dict{String, Any}(""MA_IN"" => Any[7], ""MAIN_PAIRS"" => Any[""RC00299:C00519_C00606""], ""ENZYME"" => 4, ""MA_OUT"" => Any[4], ""OUT"" => [""C00519"", ""C00011""], ""IN"" => [""C00606""], ""MEAN_MA"" => 5.5, ""DIFF"" => -3, ""EQUATION"" => ""C00606 <=> C00519 + C00011"", ""RCLASS"" => Any[""RC00299""])"
rn:R00230,"Dict{String, Any}(""MA_IN"" => Any[37], ""MAIN_PAIRS"" => Any[""RC00004:C00010_C00024"", ""RC02746:C00024_C00227""], ""ENZYME"" => 2, ""MA_OUT"" => Any[32, 6], ""OUT"" => [""C00010"", ""C00227""], ""IN"" => [""C00024"", ""C00009""], ""MEAN_MA"" => 28.0, ""DIFF"" => 1, ""EQUATION"" => ""C00024 + C00009 <=> C00010 + C00227"", ""RCLASS"" => Any[""RC00004"", ""RC02746""])"
rn:R00893,"Dict{String, Any}(""MA_IN"" => Any[5], ""MAIN_PAIRS"" => Any[""RC00404:C00097_C00606""], ""ENZYME"" => 1, ""MA_OUT"" => Any[7], ""OUT"" => [""C00606""], ""IN"" => [""C00097"", ""C00007""], ""MEAN_MA"" => 6.0, ""DIFF"" => 2, ""EQUATION"" => ""C00097 + C00007 <=> C00606"", ""RCLASS"" => Any[""RC00404""])"
rn:R01684,"Dict{String, Any}(""MA_IN"" => Any[5, 5], ""MAIN_PAIRS"" => Any[""RC00006:C00025_C00026"", ""RC00062:C00245_C00593""], ""ENZYME"" => 2, ""MA_OUT"" => Any[5, 5], ""OUT"" => [""C00593"", ""C00025""], ""IN"" => [""C00245"", ""C00026""], ""MEAN_MA"" => 5.0, ""DIFF"" => 0, ""EQUATION"" => ""C00245 + C00026 <=> C00593 + C00025"", ""RCLASS"" => Any[""RC00006"", ""RC00062""])"
rn:R01685,"Dict{String, Any}(""MA_IN"" => Any[5, 45], ""MAIN_PAIRS"" => Any[""RC00016:C00125_C00126"", ""RC00062:C00245_C00593""], ""ENZYME"" => 1, ""MA_OUT"" => Any[5, 45], ""OUT"" => [""C00593"", ""C00014"", ""C00126"", ""C00080""], ""IN"" => [""C00245"", ""C00001"", ""C00125""], ""MEAN_MA"" => 25.0, ""DIFF"" => 0, ""EQUATION"" => ""C00245 + C00001 + 2 C00125 <=> C00593 + C00014 + 2 C00126 + 2 C00080"", ""RCLASS"" => Any[""RC00016"", ""RC00062""])"
rn:R09557,"Dict{String, Any}(""MA_IN"" => Any[5, 32, 33], ""MAIN_PAIRS"" => Any[""RC00001:C00005_C00006"", ""RC00004:C00010_C19685"", ""RC00184:C00593_C19685""], ""ENZYME"" => 1, ""MA_OUT"" => Any[40, 31], ""OUT"" => [""C19685"", ""C00005"", ""C00080""], ""IN"" => [""C00593"", ""C00010"", ""C00006""], ""MEAN_MA"" => 29.416666666666664, ""DIFF"" => 1, ""EQUATION"" => ""C00593 + C00010 + C00006 <=> C19685 + C00005 + C00080"", ""RCLASS"" => Any[""RC00001"", ""RC00004"", ""RC00184""])"
rn:R02467,"Dict{String, Any}(""MA_IN"" => Any[2], ""MAIN_PAIRS"" => Any[""RC00404:C00519_C01678""], ""ENZYME"" => 1, ""MA_OUT"" => Any[4], ""OUT"" => [""C00519""], ""IN"" => [""C01678"", ""C00007""], ""MEAN_MA"" => 3.0, ""DIFF"" => 2, ""EQUATION"" => ""C01678 + C00007 <=> C00519"", ""RCLASS"" => Any[""RC00404""])"
rn:R03720,"Dict{String, Any}(""MA_IN"" => Any[52, 5], ""MAIN_PAIRS"" => Any[""RC00004:C00010_C01794"", ""RC00096:C00245_C05122""], ""ENZYME"" => 2, ""MA_OUT"" => Any[32, 25], ""OUT"" => [""C00010"", ""C05122""], ""IN"" => [""C01794"", ""C00245""], ""MEAN_MA"" => 28.5, ""DIFF"" => 0, ""EQUATION"" => ""C01794 + C00245 <=> C00010 + C05122"", ""RCLASS"" => Any[""RC00004"", ""RC00096""])"
rn:R05320,"Dict{String, Any}(""MA_IN"" => Any[5], ""MAIN_PAIRS"" => Any[""RC01331:C00245_C06735""], ""ENZYME"" => 1, ""MA_OUT"" => Any[2], ""OUT"" => [""C00094"", ""C06735"", ""C00042"", ""C00011""], ""IN"" => [""C00245"", ""C00026"", ""C00007""], ""MEAN_MA"" => 3.5, ""DIFF"" => -3, ""EQUATION"" => ""C00245 + C00026 + C00007 <=> C00094 + C06735 + C00042 + C00011"", ""RCLASS"" => Any[""RC01331""])"
