first,second
rn:R03236,"Dict{String, Any}(""MA_IN"" => Any[10, 20], ""MAIN_PAIRS"" => Any[""RC00002:C00002_C00008"", ""RC00017:C01097_C03785""], ""ENZYME"" => 2, ""MA_OUT"" => Any[10, 19], ""OUT"" => [""C03785"", ""C00008""], ""IN"" => [""C01097"", ""C00002""], ""MEAN_MA"" => 14.75, ""DIFF"" => -1, ""EQUATION"" => ""C01097 + C00002 <=> C03785 + C00008"", ""RCLASS"" => Any[""RC00002"", ""RC00017""])"
rn:R00291,"Dict{String, Any}(""MA_IN"" => Any[22], ""MAIN_PAIRS"" => Any[""RC00289:C00029_C00052""], ""ENZYME"" => 5, ""MA_OUT"" => Any[23], ""OUT"" => [""C00052""], ""IN"" => [""C00029""], ""MEAN_MA"" => 22.5, ""DIFF"" => 1, ""EQUATION"" => ""C00029 <=> C00052"", ""RCLASS"" => Any[""RC00289""])"
rn:R03239,"Dict{String, Any}(""MA_IN"" => Any[20, 10], ""MAIN_PAIRS"" => Any[""RC00002:C00081_C00104"", ""RC00017:C01097_C03785""], ""ENZYME"" => 2, ""MA_OUT"" => Any[19, 10], ""OUT"" => [""C00104"", ""C03785""], ""IN"" => [""C00081"", ""C01097""], ""MEAN_MA"" => 14.75, ""DIFF"" => -1, ""EQUATION"" => ""C00081 + C01097 <=> C00104 + C03785"", ""RCLASS"" => Any[""RC00002"", ""RC00017""])"
rn:R01105,"Dict{String, Any}(""MA_IN"" => Any[9], ""MAIN_PAIRS"" => Any[""RC00452:C00124_C05796""], ""ENZYME"" => 3, ""MA_OUT"" => Any[6, 9], ""OUT"" => [""C00124"", ""C05796""], ""IN"" => [""C05796"", ""C00001""], ""MEAN_MA"" => 8.25, ""DIFF"" => 6, ""EQUATION"" => ""C05796 + C00001 <=> C00124 + C05796"", ""RCLASS"" => Any[""RC00452""])"
rn:R03237,"Dict{String, Any}(""MA_IN"" => Any[20, 10], ""MAIN_PAIRS"" => Any[""RC00002:C00063_C00112"", ""RC00017:C01097_C03785""], ""ENZYME"" => 2, ""MA_OUT"" => Any[18, 10], ""OUT"" => [""C00112"", ""C03785""], ""IN"" => [""C00063"", ""C01097""], ""MEAN_MA"" => 14.5, ""DIFF"" => -2, ""EQUATION"" => ""C00063 + C01097 <=> C00112 + C03785"", ""RCLASS"" => Any[""RC00002"", ""RC00017""])"
rn:R00503,"Dict{String, Any}(""MA_IN"" => Any[23, 6], ""MAIN_PAIRS"" => Any[""RC00005:C00015_C00052"", ""RC00049:C00031_C00243"", ""RC02748:C00052_C00243""], ""ENZYME"" => 2, ""MA_OUT"" => Any[16, 7], ""OUT"" => [""C00015"", ""C00243""], ""IN"" => [""C00052"", ""C00031""], ""MEAN_MA"" => 13.0, ""DIFF"" => -6, ""EQUATION"" => ""C00052 + C00031 <=> C00015 + C00243"", ""RCLASS"" => Any[""RC00005"", ""RC00049"", ""RC02748""])"
rn:R03418,"Dict{String, Any}(""MA_IN"" => Any[7, 12], ""MAIN_PAIRS"" => Any[""RC00049:C00137_C01235"", ""RC00059:C00492_C01613""], ""ENZYME"" => 2, ""MA_OUT"" => Any[4, 20], ""OUT"" => [""C00137"", ""C01613""], ""IN"" => [""C01235"", ""C00492""], ""MEAN_MA"" => 10.75, ""DIFF"" => 5, ""EQUATION"" => ""C01235 + C00492 <=> C00137 + C01613"", ""RCLASS"" => Any[""RC00049"", ""RC00059""])"
rn:R03033,"Dict{String, Any}(""MA_IN"" => Any[6], ""MAIN_PAIRS"" => Any[""RC00543:C00880_C01216""], ""ENZYME"" => 4, ""MA_OUT"" => Any[7], ""OUT"" => [""C01216"", ""C00001""], ""IN"" => [""C00880""], ""MEAN_MA"" => 6.5, ""DIFF"" => 1, ""EQUATION"" => ""C00880 <=> C01216 + C00001"", ""RCLASS"" => Any[""RC00543""])"
rn:R03635,"Dict{String, Any}(""MA_IN"" => Any[20], ""MAIN_PAIRS"" => Any[""RC00028:C00095_C01613"", ""RC00077:C01613_C05404""], ""ENZYME"" => 3, ""MA_OUT"" => Any[11, 6], ""OUT"" => [""C05404"", ""C00095""], ""IN"" => [""C01613"", ""C00001""], ""MEAN_MA"" => 14.25, ""DIFF"" => -3, ""EQUATION"" => ""C01613 + C00001 <=> C05404 + C00095"", ""RCLASS"" => Any[""RC00028"", ""RC00077""])"
rn:R05571,"Dict{String, Any}(""MA_IN"" => Any[9, 33], ""MAIN_PAIRS"" => Any[""RC00001:C00003_C00004"", ""RC00085:C01097_C06311""], ""ENZYME"" => 1, ""MA_OUT"" => Any[10, 30], ""OUT"" => [""C01097"", ""C00004"", ""C00080""], ""IN"" => [""C06311"", ""C00003""], ""MEAN_MA"" => 20.5, ""DIFF"" => -2, ""EQUATION"" => ""C06311 + C00003 <=> C01097 + C00004 + C00080"", ""RCLASS"" => Any[""RC00001"", ""RC00085""])"
rn:R08367,"Dict{String, Any}(""MA_IN"" => Any[6, 15], ""MAIN_PAIRS"" => Any[""RC00017:C02262_C06377"", ""RC03206:C00615_C04261""], ""ENZYME"" => 2, ""MA_OUT"" => Any[10, 12], ""OUT"" => [""C06377"", ""C00615""], ""IN"" => [""C02262"", ""C04261""], ""MEAN_MA"" => 10.75, ""DIFF"" => 1, ""EQUATION"" => ""C02262 + C04261 <=> C06377 + C00615"", ""RCLASS"" => Any[""RC00017"", ""RC03206""])"
rn:R01101,"Dict{String, Any}(""MA_IN"" => Any[7], ""MAIN_PAIRS"" => Any[""RC00059:C00031_C05402"", ""RC00451:C00124_C05402""], ""ENZYME"" => 3, ""MA_OUT"" => Any[6, 6], ""OUT"" => [""C00124"", ""C00031""], ""IN"" => [""C05402"", ""C00001""], ""MEAN_MA"" => 6.5, ""DIFF"" => 5, ""EQUATION"" => ""C05402 + C00001 <=> C00124 + C00031"", ""RCLASS"" => Any[""RC00059"", ""RC00451""])"
rn:R08544,"Dict{String, Any}(""MA_IN"" => Any[6, 33], ""MAIN_PAIRS"" => Any[""RC00001:C00003_C00004"", ""RC00066:C00124_C02669""], ""ENZYME"" => 1, ""MA_OUT"" => Any[6, 30], ""OUT"" => [""C02669"", ""C00004"", ""C00080""], ""IN"" => [""C00124"", ""C00003""], ""MEAN_MA"" => 18.75, ""DIFF"" => -3, ""EQUATION"" => ""C00124 + C00003 <=> C02669 + C00004 + C00080"", ""RCLASS"" => Any[""RC00001"", ""RC00066""])"
rn:R02411,"Dict{String, Any}(""MA_IN"" => Any[7, 8], ""MAIN_PAIRS"" => Any[""RC00049:C00137_C01235"", ""RC00059:C00089_C00492""], ""ENZYME"" => 2, ""MA_OUT"" => Any[4, 12], ""OUT"" => [""C00137"", ""C00492""], ""IN"" => [""C01235"", ""C00089""], ""MEAN_MA"" => 7.75, ""DIFF"" => 1, ""EQUATION"" => ""C01235 + C00089 <=> C00137 + C00492"", ""RCLASS"" => Any[""RC00049"", ""RC00059""])"
rn:R00502,"Dict{String, Any}(""MA_IN"" => Any[10], ""MAIN_PAIRS"" => Any[""RC00002:C00052_C00446""], ""ENZYME"" => 2, ""MA_OUT"" => Any[23], ""OUT"" => [""C00013"", ""C00052""], ""IN"" => [""C00075"", ""C00446""], ""MEAN_MA"" => 16.5, ""DIFF"" => 13, ""EQUATION"" => ""C00075 + C00446 <=> C00013 + C00052"", ""RCLASS"" => Any[""RC00002""])"
rn:R05570,"Dict{String, Any}(""MA_IN"" => Any[5, 15], ""MAIN_PAIRS"" => Any[""RC00017:C01697_C06311"", ""RC03206:C00615_C04261""], ""ENZYME"" => 2, ""MA_OUT"" => Any[9, 12], ""OUT"" => [""C06311"", ""C00615""], ""IN"" => [""C01697"", ""C04261""], ""MEAN_MA"" => 10.25, ""DIFF"" => 1, ""EQUATION"" => ""C01697 + C04261 <=> C06311 + C00615"", ""RCLASS"" => Any[""RC00017"", ""RC03206""])"
rn:R01069,"Dict{String, Any}(""MA_IN"" => Any[10], ""MAIN_PAIRS"" => Any[""RC00438:C00111_C03785"", ""RC00439:C00118_C03785""], ""ENZYME"" => 4, ""MA_OUT"" => Any[7, 7], ""OUT"" => [""C00111"", ""C00118""], ""IN"" => [""C03785""], ""MEAN_MA"" => 8.5, ""DIFF"" => 4, ""EQUATION"" => ""C03785 <=> C00111 + C00118"", ""RCLASS"" => Any[""RC00438"", ""RC00439""])"
rn:R00801,"Dict{String, Any}(""MA_IN"" => Any[8], ""MAIN_PAIRS"" => Any[""RC00028:C00089_C00095"", ""RC00077:C00031_C00089""], ""ENZYME"" => 3, ""MA_OUT"" => Any[6, 6], ""OUT"" => [""C00095"", ""C00031""], ""IN"" => [""C00089"", ""C00001""], ""MEAN_MA"" => 7.0, ""DIFF"" => 4, ""EQUATION"" => ""C00089 + C00001 <=> C00095 + C00031"", ""RCLASS"" => Any[""RC00028"", ""RC00077""])"
rn:R03238,"Dict{String, Any}(""MA_IN"" => Any[17, 10], ""MAIN_PAIRS"" => Any[""RC00002:C00015_C00075"", ""RC00017:C01097_C03785""], ""ENZYME"" => 2, ""MA_OUT"" => Any[16, 10], ""OUT"" => [""C00015"", ""C03785""], ""IN"" => [""C00075"", ""C01097""], ""MEAN_MA"" => 13.25, ""DIFF"" => -1, ""EQUATION"" => ""C00075 + C01097 <=> C00015 + C03785"", ""RCLASS"" => Any[""RC00002"", ""RC00017""])"
rn:R03634,"Dict{String, Any}(""MA_IN"" => Any[20], ""MAIN_PAIRS"" => Any[""RC00059:C00492_C01613"", ""RC00451:C00124_C01613""], ""ENZYME"" => 3, ""MA_OUT"" => Any[12, 6], ""OUT"" => [""C00492"", ""C00124""], ""IN"" => [""C01613"", ""C00001""], ""MEAN_MA"" => 14.5, ""DIFF"" => -2, ""EQUATION"" => ""C01613 + C00001 <=> C00492 + C00124"", ""RCLASS"" => Any[""RC00059"", ""RC00451""])"
rn:R01329,"Dict{String, Any}(""MA_IN"" => Any[7], ""MAIN_PAIRS"" => Any[""RC00059:C00159_C05400"", ""RC00451:C00124_C05400""], ""ENZYME"" => 3, ""MA_OUT"" => Any[6, 6], ""OUT"" => [""C00159"", ""C00124""], ""IN"" => [""C05400"", ""C00001""], ""MEAN_MA"" => 6.5, ""DIFF"" => 5, ""EQUATION"" => ""C05400 + C00001 <=> C00159 + C00124"", ""RCLASS"" => Any[""RC00059"", ""RC00451""])"
rn:R01678,"Dict{String, Any}(""MA_IN"" => Any[7], ""MAIN_PAIRS"" => Any[""RC00049:C00124_C00243"", ""RC00049:C00243_C00267""], ""ENZYME"" => 3, ""MA_OUT"" => Any[6, 6], ""OUT"" => [""C00267"", ""C00124""], ""IN"" => [""C00243"", ""C00001""], ""MEAN_MA"" => 6.5, ""DIFF"" => 5, ""EQUATION"" => ""C00243 + C00001 <=> C00267 + C00124"", ""RCLASS"" => Any[""RC00049""])"
rn:R10604,"Dict{String, Any}(""MA_IN"" => Any[6], ""MAIN_PAIRS"" => Any[""RC00537:C00880_C02669""], ""ENZYME"" => NaN, ""MA_OUT"" => Any[6], ""OUT"" => [""C00880""], ""IN"" => [""C02669"", ""C00001""], ""MEAN_MA"" => 6.0, ""DIFF"" => 0, ""EQUATION"" => ""C02669 + C00001 <=> C00880"", ""RCLASS"" => Any[""RC00537""])"
rn:R01192,"Dict{String, Any}(""MA_IN"" => Any[23, 4], ""MAIN_PAIRS"" => Any[""RC00005:C00015_C00052"", ""RC00049:C00137_C01235"", ""RC02748:C00052_C01235""], ""ENZYME"" => 2, ""MA_OUT"" => Any[16, 7], ""OUT"" => [""C00015"", ""C01235""], ""IN"" => [""C00052"", ""C00137""], ""MEAN_MA"" => 12.5, ""DIFF"" => -4, ""EQUATION"" => ""C00052 + C00137 <=> C00015 + C01235"", ""RCLASS"" => Any[""RC00005"", ""RC00049"", ""RC02748""])"
